#land-mine_noun	maMxupAwara
%awning_noun	cAMxini/RAmiyAnA
terminal_adjective	cittacivari/wuxi
terminal_noun	civara/AKaru/adaMgu
terminalia-alata_noun	maxxiceVttu
terminalia-bellerica_noun	wAMdra_ceVttu
terminalia-tomen-tosa_noun	nallamaxxi
terminally_adverb	civarigA
terminate_adjective	aMwaM_avvu
terminate_verb	mugiMcu/mugiyu/woVlagiMcu/samApwaMceVyyi/eVwwiveVyyi/mUdu
terminated_adjective	samApwamEna
termination-signifying-the-comparative-degree_UNDEFINED	wara
termination-signifying-the-comparative-degree_adjective	wara
termination_noun	samApwi/mugiMpu/AKaru/avasAnaM/paryavasAnaM
terminative_verb	samApaka
terminator_noun	woVlagiMcevyakwi
terminological_adjective	pAriBARika
terminology_noun	aMwyaprawyayaM/pAriBARikapaxAvalYi/pariBARa/paxajAlaM
terminus_noun	gamyasWAnaM/adaMgu
termite_noun	ceVxapurugu/caxa/ceVxalu/ceVxa/ceVxulu
terms_noun	nibaMXanalu/Rarawulu/voVdaMbadika/oVdaMbadika
tern_noun	samuxrapupakRi
ternary_noun	mUdu/wqwIya
ternion_noun	mUdu/wqwIya
terra-cotta_noun	baMkamannu
terra-firma_noun	BUmi/nela/(BUmi/poVdavu/pqXvI/veVdalpu)_mattamu/walamu/XaraNi
terra_noun	BUmi
terrace_noun	mixxeVpEBAgaM/dAbA
terrain_noun	BOgolYikasaMbaMXa
terraqueous_adjective	jala_sWalamayamEna
terrene_adjective	BUsaMbaMXamEna_mqNmayamEna
terrestrial_adjective	BU_saMbaMXa/BUsaMbaMXamEna
terrestriality_noun	garima
terrible,-terrifying,-horrible,-horrifying_adjective	bIBawsaM
terrible-event_noun	GoraM
terrible_adjective	BayaMkaramEna/GoramEna/asOkaryamEna/aXvAnaM/aXvAnnaM/BayaMkara/BayaMkaramEna_wIvramEna/BayAnaka/BErava/BIkara/BIma/BIRaNa/BIRma/caMxa/GoraM/katora/pracaMda_karamEna/pracaMxa/rOrava/ugraM/ugrarUpamEna/uxagra
terrible_verb	kaTora
terribly-great_adjective	ceVdda
terribly_adjective	eVMwo
terribly_adverb	BayaMkaraMgA/cAlA/eVMwo/GoraMgA
terrier_noun	vetakukkajAwi/vetakukka
terrific_adjective	BayaMkara/axBuwa/BayaMkaramEna
terrified-person_noun	BayaBrAMwudu
terrified_adjective	Bayapadda/TAreVwwu/TArumanu
terrify_verb	BayapeVttu/BayaMkaligiMcu/beVxiriMcu/Bayapadeyu
terrifying-person_noun	BEravudu
terrifying_adjective	BErava/rOxra/SawruBIkara
terrifying_noun	siMhasvapnaM
terrifyingly_adverb	BayaMkaraMgA
terrine_noun	vaMdinamAMsapumuxxa
territorial-division-within-a-district_noun	maMdal
territorial-dominion_noun	janapaXaM/jillA
territorial-limit_noun	poVlimera
territorial_adjective	xeSa_saMbaMXi/prAMwIya/prAxesika
territorial_verb	prAMwIya
territory_noun	prAMwaM/xeSaM/BUBAgaM/ilAkA/janapaXaM/jillA
terror,-horror_noun	bIBawsaM
terror_noun	BayaM/BIwi/adalu/BayAnakaM/bIBawsaM/hadalu
terrorised_adjective	BayavihvAliwa
terrorising_noun	upaxravaM
terrorism_noun	wIvravAxaM
terrorist_noun	wIvravAxi/ugravAxi
terrorize_verb	BayAnnikaligiMcu/BIwAvahaMceVyyi
terry_noun	poVguluwokUdina_vaswraM
terse_adjective	koVnni_paxAlalo_vrAsina/suraciwamEna/saMkRipwa
tersely_adverb	cikkagA
terseness_noun	poVMkaM
tertiary_adjective	mUdovarga/mUdovarusakuceVMxina/wqvIya
tertiary_verb	wqwIya
terzetto_noun	mUdu/wqwIya
test-of-ability-in-archery-described-in-the-Mahabharata_noun	mawsyayaMwraM
test-tube_noun	parIkRanAlYika/SoXananAlYaM/SoXananAlYika
test-with-a-touchs-tone-or-yardstick_adjective	oVrayu
test_noun	parikRa/parIkRa/SoXanaM
test_verb	parikRiMcu/parIkRiMcu/maccu_cUcu/patti_cUcu
testament_noun	nibaMXana/qjuvu/SAsanaM/vIlunAmA
tested_adjective	parikRiMcabadda
tester_noun	teVstaru/parIkRa_sAXanaM/parIkRakudu/parIkRiMcuvAdu/vicAriMcevAdu
testes_noun	puMbIjakosAlu
testicle_noun	vatta/vqRaNaM/aMdakosaM/aMxaM/bIjaM/picca/piccakAya/SukrASayaM
testicles_noun	vqRaNamulu
testicular_adjective	vatta/vqRaNa
testify_verb	rUDiparacu/Xqvaparacu/sAkRi_ceVppu
testily_adverb	calaMgA
testimonial_noun	sAXakaM/yogyawApawraM
testimony_noun	sAkRi/sAkRyaM/pramANaM
testiness_noun	kopaM
testing-on-a-touchs-tone_noun	oVrapu/oVrupu
testing_adjective	gaddu
testing_verb	gaddu
testis_noun	vatta/vqRaNaM
testment_noun	nibaMXana
testy_adjective	ciraciralAde
tetanus_noun	IdpuvAyuvu/XanurvAwaM/kaTora_kIcugoVMwu/vitamin_di_lopaM/XanurvAyi
tetchy_adjective	ciraciralAde
tether_noun	paggaM/palupu/paggaMwAdu
tetrastick_noun	paxyaM
tetter_noun	puMdu
text-book_noun	pAtyagraMWaM/pATyapuswakaM
text_noun	mUlaM/mUlapATaM/pAtaM/pATaM/pATyaM/vacanaM
textbook_noun	pATyagraMXaM/pATyagraMWaM
textile-industry_noun	javalYi_pariSrama
textile_adjective	neyadAniki_wagina/newa
textile_noun	vaswraM/nesina_vaswraM
textiles_noun	javalYi/jOlYi
texture-_noun	oVrapu/oVrupu
texture_noun	newa/allika
textured_adjective	nesina
th-asterism_noun	ciwra/ciwwa
th-century_noun	moVlla
th-day-of-the-lunar-month-of-Kartika-before-the-full-moon-day_noun	kRIrAbxi_xvAxaSi
th-lunar-mansion_noun	jyeRTa
th_adjective	va
than_adverb	kaMte
than_conjunction	kannA
than_determiner	kaMte/kannA
than_preposition	kaMte/kaMteV/kanna
thane_noun	rAju
thank_noun	kqwajFawa
thank_verb	XanyavAxAlu_weVlupu
thankful_adjective	kqwajFawagala/upakArasmqwigala
thankfully_adverb	kqwajFawagA
thankfulness_noun	kqwajFawa
thankless_adjective	kqwajFawaleni
thanks-giving_noun	XanyavAxasamarpaNa/kqwajFawaluceVppukodaM
thanks-to_adverb	puNyamA_aMwU/puNyamA_ani/puNyAna
thanks_noun	XanyavAxAlu/kqwajFawalu/kqwajFawa/vaMxanaM
thanksgiving_noun	XanyavAxasamarpaNa/kqwajFawaluceVppukodaM/mahopakAraM_cesinArani_anadaM
thankworthy_adjective	vaMxanIyamEna
that's-it!_interjection	axigaxI!
that-being-so_adverb	attiyeVda/atuvaMtappudu
that-being-the-case_adverb	atuvaMti
that-day_noun	nAdu
that-extent_adverb	aMwavaraku
that-far_adverb	aMxanuka
that-has-been-fouled-up_noun	rasABAsaM
that-has-been-spoilt-by-moisture_noun	wutta/wutteV
that-is-both-masculine-and-feminine_noun	mahanmahawI_vAcakaM
that-is-intended_noun	uxxeSyaM
that-is-not-quite-ripe_noun	UcabiyyaM
that-is-possible-for-Brahma_noun	brahmaSakyaM/brahmawaraM
that-is-to-o.'s-liking_noun	hiwavu
that-is-to-say_UNDEFINED	anagA
that-kind-of_adjective	alAti/atti/atuvaMwati
that-kind-of_verb	alAMti/atti
that-man_noun	awagAdu
that-man_pronoun	awadu/awanu/Ayana/vAdu
that-moment_noun	AkRaNaM
that-much_adjective	AmAwraM/ApAti
that-much_pronoun	aMwa
that-much_verb	ApAti
that-number-of-persons_noun	aMxaru
that-place_noun	accotu
that-thing_pronoun	axi
that-time_adverb	appudu
that-very-night-_adverb	rAwriki_rAwri
that-which-[re-]-unites-or-heals-_noun	saMXAnakaraNi
that-which-falls-to-o.'s-lot,-fate,-luck,-fortune_noun	prApwaM
that-which-falls-to-o.-'s-lot_noun	prApwaM
that-which-has-come_noun	AgawaM
that-which-has-to-be-done_noun	karwavyaM
that-which-indicates_noun	sPorakaM
that-which-is-heard-by-revelation_noun	SqwaM/Sqwi
that-which-is-produced_adjective	jAyamAna
that-which-is-pulled-or-attracted_noun	karRiwaM
that-which-is-wanted_adjective	kAvalasina
that-which-pervades_noun	vyApi
that-woman_pronoun	AmeV/Avida/AvideV/axi/Ayama
that_UNDEFINED	waw
that_adjective	A/avi
that_adverb	aMwa
that_conjunction	emaMte
that_determiner	A/ani/emaMte
that_noun	axi
that_pronoun	axi/aMwa/aMxu
that_verb	A
thatch-roof_verb	neVyyi
thatch_noun	iMtikappu/pUri/cUru/kappu
thatch_verb	kappu_veVyyi/kappu
thatched-house-or-hut_noun	pUrikoVMpa,_pUripAka,_pUrillu
thatched-roof_noun	cUru/kappu
thatched_adjective	pUri
thatcher_noun	kappukappevAdu
thatching-reed_noun	wuMga
thaw_noun	xravIBavanaM
thaw_verb	karugu/karigiMcu/karigipovu
the-18th-lunar-mansion_noun	jyeRTa
the-Advaita-system-of-philosophy-based-on-the-Upanishads_noun	vexAMwaM
the-Almighty_noun	sqRtisWiwilayakArakudu
the-Arabic-language_noun	arabbI
the-Asoka-tree_noun	aSoka_ceVttu
the-Bhagavatam,-a-religious-and-mythological_noun	BAgavawaM
the-Bhagawadgita_noun	gIwa
the-Collair-lake_noun	koVlleru
the-Dasara-festival-_noun	navarAwri
the-English-language_noun	AMglaM
the-God-Siva_noun	BEravudu
the-God-of-death_adjective	yama
the-God-of-death_noun	jamudu/mqwyuvu/yamakiMkarudu/yamaXarmarAju/yamudu
the-God-of-wealth_noun	kuberudu
the-God-who-is-invoked-in-times-of-misfortune_noun	ApaxamoVkkulavAdu
the-God-worshipped-on-Tirupati-hill_noun	bAlAjI
the-Goddess-Kali_noun	BEravi
the-Himalayas_noun	himAlaya/veVMdikoVMda
the-Hindi-language_noun	hiMxI
the-Hindu-Sastras_noun	SAswraM
the-Hindu-almanac_noun	paMcAMgaM
the-Indian-ocean_noun	hiMxU_mahAsamuxraM
the-Jain-religion_noun	jEnaM
the-Jamna-and-the-mythical-underground-river-Saraswati-at-Prayag_noun	wriveNi
the-Kannada-or-Canarese-language_noun	kannadaM
the-Kauravas_noun	kOravulu
the-Mahaabhaarata_noun	BArawaM
the-Mahabharata_noun	BArawaM
the-Malayalam-language_noun	malayAlYaM
the-Marathi-language_noun	marAtI(TI)
the-Middle-Ages_noun	maXya_yugaM
the-Milky-Way_noun	wArApaWaM
the-Muslim-festival-of-Bakrid_noun	bakrIx
the-Northern-Circars-districts_noun	sarkAru_jillAlu
the-Oriya-language_noun	odraM
the-Persian-language_noun	pArasIkaM
the-Ramayana_noun	rAmAyaNaM
the-Rayalasima-region-of-Andhra-Pradesh-comprising-Anantapur_noun	rAyalasIma
the-Rayalasima-region_noun	rAyalasIma
the-Rigveda_noun	rgvexaM/rukku/vexawrayaM/wrayi
the-Saivite-religion_noun	sEvaM/SEvaM
the-Sanskrit-language_noun	gIrvANaM/saMskqvaM
the-State-of-Kerala_noun	keralYaM
the-State-of-Orissa-_noun	odraM
the-State-of-Orissa_noun	uwkalaM/uwkalYaM
the-Supreme-Being-in-his-primary-manifestation-as-an-entity-with-a-form_noun	virAttu
the-Supreme-Being_noun	BagavaMwudu/lokeSvarudu/parAwparudu/puruRowwamudu
the-Supreme-Ruler-of-creation_noun	ISvarudu
the-Supreme-Soul-as-indweller-in-a-body_noun	kAyasWudu
the-Supreme-Spirit_noun	aXyAwma/kevaludu/mahApuruRudu/nirAkArudu/nirvikArudu/sarvAMwaryAmi
the-Taittiriya-part-of-the-Yajurveda_noun	kqRNa_yajurvexaM
the-Tamil-language_noun	aravaM/wamilYaM
the-Telangana-region-of-Andhra-Pradesh_noun	weVlaMgANaM
the-Telugu-country_noun	AMXraM
the-Telugu-land_noun	weVlugunAdu
the-Telugu-language_noun	AMXraM/weVlugu/weVnugu
the-Telugu-letter-_noun	lakAraM
the-Telugu-letter-as-distinguished-from-sakaTareepha_noun	sAXurePa
the-Telugu-person_noun	AMXrudu
the-Tulu-language_noun	wulYu
the-Vaishnavite-religion_noun	vERNavaM
the-Vedas_noun	AmnAyaM/pravacanaM/SqwaM/Sqwi/vexaM
the-Vindhya-mountains_noun	viMXya
the-Yoga_noun	yogaM
the-Yunani-system-of-medicine_noun	yunAni
the-administrative-jurisdiction-of-a-Collector_noun	jillA
the-aforesaid_UNDEFINED	waw
the-age-in-which-we-live_noun	kali
the-age-of-Kali_noun	kali
the-ancient-region-of-kalinga-centred-around-Visakhapatnam_noun	kalYiMgaM
the-animal-kingdom_noun	wiryakku
the-art-acquired-by-magic-of-surviving-during-prolonged-submersion-under-water_noun	jalaswaMBanaM
the-art-of-attending-to-eight-matters-simultaneously_noun	aRtAvaXAnaM
the-art-of-music_noun	gAMXarvaM
the-art-of-painting_noun	ciwrakalYa
the-basis-of-Hindu-jurisprudence_noun	manuvu
the-bodhi-or-pipal-tree-under-which-Buddha-attained-enlightenment_noun	mahAboXi
the-borders-of-the-sky_noun	tugAgamaM/vyavaXAnaM
the-brahman-community_noun	brAhmaNIkaM
the-bull-on-which-Siva-rides_noun	naMxi
the-bullock-on-the-left-usually-the-stronger-one-in-a-pair-of-ploughing-bullocks_noun	xApateVxxu
the-cart-overturned_adjective	veVlikilabadu
the-cattle-disease-so-caused-_noun	nAmu
the-celestial-Ganges_noun	AkASagaMga
the-character-h-representing-voiced-h_noun	visarga
the-children-were-listening-in-to-what-was-being-said_noun	mora
the-coarse-variety-of-paddy-grown_noun	xAlYavA
the-coffee-is-emitting-a-smell-or-the-coffee-is-emitting-steam-or-vapour_verb	kakku
the-common-man_noun	kevaludu
the-common-people_noun	prajAsAmAnyaM
the-community_noun	samAjaM
the-composer-of-the-Mahabharata_noun	vyAsudu
the-consonant_noun	xruwaM
the-cosmos_noun	viSvaM
the-creator-of-the-world_noun	cawurmuKudu
the-creator_noun	sqRtisWiwilayakArakudu
the-custom-of-eating-only-food-cooked-by-o.s_noun	svahaswaM
the-cyclone-was-severe_adjective	uXqwa
the-day-after-the-day-after-tomorrow_adverb	AvaleVlluMdi/AvuleVlluMdi
the-day-after-tomorrow_adverb	eVlluMdi
the-day-after-tomorrow_noun	eVlluMdi
the-day-before-Makara-Sankranti_noun	Bogi
the-day-before-the-day-before-yesterday_adverb	atumoVnna
the-day-before-the-day-before-yesterday_noun	AvalimoVnna
the-deepest-of-all-the-hells-of-mythology_noun	rOrava_narakaM
the-degree-of-difference-between-the-moon's-brightness-on-one-night-and-the-next_noun	kalYa
the-departure-of-Mahommed-from-Mecca-for-Medina-in_noun	hijarA/hijra
the-devine-operture_noun	brahmaraMXraM
the-divine-physcian-in-mythology_noun	XanvaMwari
the-doctrine-of-maya_noun	mAyAvAxaM
the-doctrine-of-predestination_noun	karmasixXAMwaM/KarmasixXAMwaM
the-doctrine-that-the-world-of-the-senses-is-an-illusion_noun	mAyAvAxaM
the-dough-rose-and-overflowed-i.e_adjective	urlu
the-drink-of-the-gods_noun	soma[rasaM]
the-duty-of-a-Kshatriya-or-warrior_noun	kRAwra_XarmaM
the-earth's-surface_noun	BUwalaM
the-earth-as-opposed-to-diwi-heaven_noun	Buvi
the-earth_noun	avanI_maMdalaM/BUcakraM/BUgolYaM/BUmaMdalaM/Buvi/ila/jagaM/jagawi/jagawwu/kRiwi/kuvalayaM/mahi/mahIwalaM/mexini/niScalaM/pqWvi/pudami/sarvaMsaha/urvi/valaja/vasumawi/vasuMXara/vasuXa/Xara/XaraNi/Xariwri/XAwri
the-eight-mythological-elephants-supporting-the-earth_noun	aRtaxiggajAlu
the-eighth-Telugu-lunar-month_noun	kArwikaM/kArwIkaM
the-eighth-division-of-Rigveda_noun	aRtakaM
the-eighth-lunar-mansion_noun	puRyami
the-eighth-planet_noun	rAhuvu
the-eldest-among-the-Kauravas-in-the-Mahabharata_noun	kuruvqxudu
the-elephant-on-God-Indra-rides_noun	ErAvawaM
the-eleventh-Telugu-lunar-month-January-February_noun	mAGaM
the-embassy-of-Sanjaya-in-the-Mahabharata_noun	saMjaya_rAyabAraM
the-entire-household_noun	iMtillipAxi
the-exact-centre_noun	nattanaduma
the-eye-of-knowledge_noun	jFAnacakRuvu
the-famous-Mahabharata-battle_noun	kurukRewraM
the-famous-battlefield-where-the-Pandavas-fought-the-Kauravas-in-the-Mahabharata_noun	kurukRewraM
the-festival-of-spring_noun	vasaMwowsavaM
the-fierce-eyed_noun	ugrAkRudu
the-fiercest-incarnation-of-Parvati_noun	mahAkAlYi
the-fifteenth-lunar-asterism_noun	svAwi
the-fifth-one_noun	paMcamaM
the-filling-up_noun	pUdika
the-final-parwam-of-the-Mahabharata_noun	anuSAsanikaparvaM
the-first-Telugu-lunar-month_noun	cEwraM
the-first-day-of-the-month-of-Chaitra_noun	paMcAMga_sravaNaM
the-first-incarnation-of-Vishnu_noun	mInaM
the-first-literary-work_noun	AxikAvyaM
the-first-of-the-four-Vedas-_noun	rukku
the-first-of-the-seven-legendary-subterranean-regions_noun	awalaM
the-first-of-the-ten-incarnations-of-Vishnu_noun	mawsyAvawAraM
the-first-poet_noun	Axikavi
the-first-three-Vedas_noun	wrayi
the-first-two-portions-of-the-Vedas_noun	Gatajata
the-five-nectars-which-are-mixed-and-used-for-anointing-the-idol-in-temple-worship-and-distributed-to-the-devotees_noun	paMcAmrwaM
the-five-primordial-elements.-his-spirit-has-mingled-with-the-elements_noun	paMcabbUwAlu
the-five-senses----sight_noun	paMceMxriyAlu
the-five-vital-airs-of-the-body.-_noun	paMcaprANAlu
the-fortnight-of-the-waning-moon_noun	kqRNapakRaM
the-fourteen-worlds-depicted_noun	cawurxaSa_BuvanAlu
the-fourteen-worlds-of-Hindu-mythology_noun	Iredu_lokAlu
the-fourth-and-final-aasramam-or-period-in-a-man's-life_noun	sanyAsaM
the-fruit-of-a-certain-forest-tree_noun	sArapappu
the-fruit-of-good-and-evil-actions-in-previous-lives_noun	karmaM/KarmaM
the-future_noun	BaviwavyaM
the-general-public_noun	janabAhulYyaM/janasaMxohaM/prajAbAhulYyaM/prajAnIkaM
the-globe_noun	avanI_maMdalaM/BUcakraM/BUgolYaM
the-goddess-Kali_noun	kAlYi[ka]
the-goddess-of-primordial-energy_noun	AxiSakwi
the-goddess-of-the-temple-at-Madurai_noun	mInAkRi
the-gods-Brahma_noun	sanAwanulu
the-golden-age_noun	kqwayugaM
the-grains-of-rice-allotted-by-fate-to-each-human-being-at-birth_noun	nUkalu
the-great-Sanskrit-epic-known-as-the-Mahabharata_noun	mahABArawaM
the-great-Sanskrit-epic-known-as-the-Ramayana.-_noun	rAmAyaNaM
the-great-deluge-at-the-end-of-a-mythological-age_noun	mahApralYayaM
the-groom-at-the-nuptial-ceremony_noun	kAryaM_peVlYlYikoVduku/SoBanaM_peVlYlYikoVduku
the-grownups-were-talking-together_noun	mora
the-habit-of-talking-at-the-top-of-her-voice_adjective	UraMwa
the-harijan_verb	paMcama
the-head-gear_noun	walakattu
the-heavenly-river-Ganges-in-mythology_noun	maMxAkini
the-heavens_noun	KagolYaM/wArAmaMdalaM
the-hero-of-Ramayana_noun	rAma/rAmudu
the-highest-of-the-seven-musical-notes_noun	niRAxaM
the-highest-point-in-the-heavens_noun	uccaM
the-highest-tier-in-local-government_noun	jillA_pariRaw
the-honour-of-being-seated-on-an-elephant_noun	gajArohaNaM
the-horizontal-beam-forming-the-top-of-a-door-frame_noun	uwrAsi/uwwarAsi
the-hot-test-part-of-the-day_noun	midimaXyAhnaM/mittama/XyAhnaM
the-hot-weather_noun	vesaMgi/vesavi
the-hottest-part-of-the-year-_noun	musalYlYapaMdaga
the-hottest-part-of-the-year_noun	moVsalYlapaMdaga
the-house-in-to-which-a-bride-steps-after-her-marriage_noun	meVttinillu
the-human-race_noun	koti/lokaM/mAnavAlYi/mAnavawa
the-human-soul_noun	kRewrajFudu
the-indecipherable-writing_noun	brahmarAwa
the-inner-eye_noun	jFAnacakRuvu
the-inner-man_noun	AwmArAmudu
the-interval-so-left_noun	koMdra
the-iron-age_noun	kali
the-junction-of-the-Ganges_noun	wriveNi
the-laddu-has-become-hard_adjective	bigiyu
the-land-where-religious-rites-hold-the-most-important-place-in-life_noun	karmaBUmi/karmakRewraM
the-land-where-religious_noun	XarmakRewraM
the-last-of-the-four-ages-of-the-world_noun	kali
the-law_noun	XarmaSAswraM
the-least-amount-of_adjective	eVMwamAwraM
the-least-amount-of_noun	eVMwamAwraM
the-least-amount_noun	kiMciwwu
the-legendary-Mount-Mandara_noun	maMWara/maMxara
the-legendary-mountain-behind-which-the-sun-sets_noun	aswAcalaM/aswAxri
the-legendary-village-where-Krishna-spent-his-childhood_noun	gopika
the-letter-a_noun	akAraM
the-letter-aw-in-Telugu-script_noun	OwvaM
the-letter-na-in-Telugu-script_noun	nakAraM
the-letter-r.-Old-Telugu-had-two-distinct-sounds_noun	rePa
the-letter-srii-in-Telugu-script_noun	SrIkAraM
the-lowest-tier-of-local-government_noun	paMcAyawi
the-macrocosm_noun	sWUlajagawwu
the-mahabhaarata_noun	mahABArawaM
the-mahwa-tree_noun	ippa
the-main-dish-of-a-meal_noun	anupAkaM
the-main-paddy-crop_noun	sAruvA
the-masses_noun	janabAhulYyaM/janasaMxohaM/prajAbAhulYyaM/prajAnIkaM/sAmAnyudu
the-material-world_noun	ihalokaM/ihaM
the-middle-tier-of-local-government_noun	paMcAyawi_samiwi
the-middle-voice-of-a-verb-in-Sanskrit_noun	AwmanepaxaM
the-mind's-eye-lit.-the-'slate'-of-the-mind_noun	manaHPalakaM/manoPalakaM
the-modern-State-of-Karnataka_noun	karNAtaka
the-monkey-god_noun	hanumaMwudu/hanuma
the-moral-of-a-story_noun	nIwi
the-mother-should-make-something-ready-meaning-something-for-them-to-eat_noun	kAviMpu
the-mysterious-lines-of-destiny_noun	brahmarAwa
the-mystic-syllable-oom_noun	brahmabIjaM
the-mythological-second-or-silver-age-of-the-universe_noun	wreVwAyugaM/wrewa
the-mythological-third_noun	xvAparaM/xvApara_yugaM
the-name-Rama_noun	rAmanAmaM
the-name-of-a-famous-Telugu-play-by-Gurujada-Appa-Rao_noun	kanyASulkaM
the-nasal-letter-o-in-the-Telugu-alphabet_noun	anusvAraM
the-natural-world_noun	prakqwi
the-neg.-participle-of-a-vb.-followed-by-a-neg.form-of-produces-a-strong-affirmative_verb	mAnu
the-neighbourhood_noun	irugu/irugupoVrugu
the-nine-apertures-of-the-human-body_noun	navaraMXrAlu
the-nine-nerve-centres-of-the-body_noun	navanAdulu,_navanAlYlYu
the-nine-planets-of-Hindu-astrology_noun	navagrahAlu
the-nine-principal-gems-diamond_noun	navarawnAlu
the-nine-rasas_noun	navarasAlu
the-nine-traditional-sentiments-or-emotions-in-art-and-literature-_noun	navarasAlu
the-ninth-Telugu-lunar-month_noun	mArgaSiraM/mArgaSIrRaM
the-north-east-moonsoon-agricultural-season-starting-in-September-Oc-tober_noun	rabI
the-northern-and-central-coastal-districts-of-Andhra-Pradesh_noun	uwwarasarkArlu
the-obsolete-Telugu-letter-_noun	sakatarePa
the-obsolete-letter_noun	baMdira
the-official-revenue-year-running-from-July-to-June_noun	Pasali
the-only-solution_noun	SaraNyaM
the-only-way_noun	SaraNyaM
the-operation-of-refining-precious-metal-or-calcining-a-drug-in-a-crucible_noun	puTaM
the-other-alternative-being-unexpressed-signals_noun	ceVMpa
the-other-or-opposite-shore_noun	axxari
the-other-way-round_adjective	ultA
the-other-way-round_adverb	ultA
the-outside-leaf-in-a-bundle-of-betel-leaves_noun	kannAku
the-outside-leaf-of-betel-leaves_noun	kannAku
the-parents-are-bringing-up-their-children-by-stinting-themselves_verb	kattukoVnu
the-past_noun	kAlagarBaM
the-people-as-a-whole_noun	prajA[va]lYi
the-people_noun	janAnIkaM/prajAbAhulYyaM/prajAnIkaM
the-phallus-worshipped-as-the-emblem-of-Siva_noun	SivaliMgaM
the-pit-of-hell_noun	pApakUpaM
the-planet-Jupiter_noun	bqhaspawi/gurudu/guruvu
the-planet-Mars_noun	aMgAraka_grahaM/kujudu
the-planet-Mercury_noun	buXudu
the-planet-Saturn_noun	maMxudu/SanigrahaM/Sani
the-planet-Venus_noun	cukka/SukrahrahaM
the-policy-of-non-violent-resistance-to-British-rule-formulated-by-Mahatma-Gandhi_noun	sawyAgrahaM
the-poor_noun	pexAsAxA,_pexasAxalu_coVlleVcwiveV
the-populace_noun	janAnIkaM/janasAmAnyaM
the-power-to-assume-any-shape-or-form-that-is-desired_noun	kAmarUpa_vixya
the-present-time_noun	prakqvaM/varwamAnaM
the-presiding-deity-of-a-particular-rasa-or-emotion_noun	rasAXixevawa
the-primeval-couples_noun	purANa_xaMpawulu
the-problem-will-not-be-solved_adverb	aMwamAwrAna
the-profession-of-begging_noun	BikRukavqwwi
the-protective-armour-and-earrings-possessed-by-Karna_noun	kavacakuMdalAlu
the-public_noun	janasAmAnyaM/lokulu/purajanulu
the-quantity-needed-to-make-the-land-wet-enough-to-start-ploughing_noun	xukkivAna
the-question-whether-to-go-or-not_verb	mAnu
the-rabi-crop_noun	wAbi
the-reading-public_noun	pAtakalokaM
the-reverse-side-of-a-coin_noun	boVrusu
the-right-foot_noun	siripAxaM
the-rising-sun_noun	bAlaBAnudu/bAlasUryudu
the-river-of-heaven_noun	AkASagaMga
the-robes-of-gods_noun	xevawAvaswrAlu
the-royal-palace_noun	rAcanagaru
the-sacred-basil-plant_noun	kqRNa_wulasi
the-sacred-syllable-OM_noun	praNavaM
the-sacred-syllable-oom_noun	oMkAraM
the-sage_noun	agaswyudu
the-same_UNDEFINED	waw
the-same_verb	oVke
the-sampangi_noun	caMpaka
the-science-of-Indian-Medicine_noun	AyurvexaM
the-science-of-law_noun	XarmaSAswraM
the-script-used-in-North-India_noun	xevanAgari
the-sea-of-milk-in-Hindu-mythology_noun	kRIrAbxi/kRIrasAgaraM/kRIrasamuxraM
the-season-which-follows-the-rainy-season_noun	SarawkAlaM,_Saraxqwuvu,_Sarawwu
the-second-half_noun	parArWam
the-second-of-the-four-Vedas_noun	yajurvexaM
the-serpent-Sesha_noun	SeRudu
the-seven-notes-of-the-musical-scale-cf.-do/re/mi-etc_noun	sa-ri-ga-ma-pa-xa-ni
the-sign-Capricorn_noun	makaraM
the-sign-of-Cancer_noun	karkAtakaM
the-sign-of-Libra_noun	wula
the-six-deadly-sins-which-are-a-person's-enemies_noun	ariRadvargAlu
the-six-flavours-which-can-be-tasted_noun	RadrasAlu
the-six-kinds-of-activity-by-which-a-brahman-may-earn-his-living_noun	RatkarmAlu
the-six-treatises-considered-as-auxiliary-to-the-Vedas_noun	RadaMgamulu
the-sixth-Telugu-lunar-month_noun	BAxrapaxaM
the-sixty-four-forms-of-art_noun	cawuRRaRti_kalYalu
the-skill-of-remembering-many-different-matters_noun	avaXAnaM
the-smallest-coin_noun	cilligavva
the-sons-of-Dhrutarashtra-in-the-Mahabharata_noun	kOravulu
the-sons-of-king-Pandu-of-the-Mahabharata_noun	pAMdavulu
the-sooner-the-better_noun	SuBasyaSIGraM
the-sound-made-by-a-crow_noun	kA/kAvu
the-sound-of-crow_noun	kAvu
the-sounds-of-tinkling-bells_adverb	galagala
the-sounds-of-tinkling-bells_noun	galagala
the-special-greatness-or-efficacy-of-a-deity_noun	mAhAwmyaM/mahAwyayaM
the-start-of-the-Muslim-era_noun	hijarA/hijra
the-state-emblem-of-Andhra-Pradesh_noun	pUruNakuMBaM
the-state-of-living-contentedly-on-a-pittance-after-losing-a-fortune_noun	nippacca
the-stomach_noun	Uxa
the-sun's-passage-from-one-tropic-to-another_noun	ayanaM
the-sun-passes-in-to-the-sign-of-Capricorn_noun	saMkrAMwi
the-sun_noun	bahuvrIhi
the-superlative-degree_adjective	wama
the-ten-incarnations-of-Vishnu_noun	xaSAvawArAlu
the-tenth-lunar-month-_noun	puRyaM
the-tenth-lunar-month_noun	puRyaM
the-third-day_noun	waxxeV
the-third-eye-_noun	mUdo_kannu
