#Structure_of_the_file:	#Structure_of_the_file:
#English-compound-word	Hindi-meaning
,_in_short_,	safkRipwa_meM#safkRipwa_meM#noun#2#RM
quarter_final	kvArtara_PAinala#kvArtara_PAinala#noun#2#RM
quarter_light	kAra_ke_xaravAje_kI_eka_CotI_KidakI#kAra_ke_xaravAje_kI_eka_CotI_KidakI#noun#2#RM
quarter_master	kvArtara_mAstara#kvArtara_mAstara#noun#2#RM
quarter_master_general	kvArtara_mAstara_janarala#kvArtara_mAstara_janarala#noun#3#RM
quarter_speed	cawurWASa_cAla#cawurWASa_cAla#noun#2#RM
quarterly_national_income	wrEmAsika_rARtrIya_Aya#wrEmAsika_rARtrIya_Aya#noun#3#RM
quarterly_report	wrEmAsika_riporta#wrEmAsika_riporta#noun#2#RM
quarterly_return	wrEmAsika_vivaraprI#wrEmAsika_vivaraprI#noun#2#RM
quarterly_trade_accounts	wrEmAsika#wrEmAsika#noun#3#RM
quarternary_alloy_coins	cAra_XAwuoM_ke_miSraNa_se_bane_sikke#cAra_XAwuoM_ke_miSraNa_se_bane_sikke#noun#3#RM
quartz_battery	sPatikIya_bEtarI#sPatikIya_bEtarI#noun#2#RM
quasi_contract	arXa_anubanXa#arXa_anubanXa#noun#2#RM
quasi_permanency	sWAyIvawwA#sWAyIvawwA#noun#2#RM
quasi_permanent	sWAyIvawa#sWAyIvawa#noun#2#RM
quaternary_rupee	cawurXAwuka_rupayA#cawurXAwuka_rupayA#noun#2#RM
queen_bee	rAnI_maXumakKI#rAnI_maXumakKI#noun#2#RM
queen_consort	rAjapawnI#rAjapawnI#noun#2#RM
queen_dowager	rAjA_kI_viXavA#rAjA_kI_viXavA#noun#2#RM
queen_mother	rAjamAwA#rAjamAwA#noun#2#RM
queer_bird	viciwra_pakRI#viciwra_pakRI#noun#2#RM
queer_duck	viciwra_bawwaKa#viciwra_bawwaKa#noun#2#RM
query_language	pqcCA_BARA#pqcCA_BARA#noun#2#RM
questient_moore_machine	viBAga_mUre_maSIna#viBAga_mUre_maSIna#noun#3#RM
question_branch	praSna_SAKA#praSna_SAKA#noun#2#RM
question_does_not_arise	praSna_nahIM_uTawA#praSna_nahIM_uTawA#noun#4#RM
question_hour	praSna_avaXi#praSna_avaXi#noun#2#RM
question_mark	praSna_cihna#praSna_cihna#noun#2#RM
question_master	kvija_mAstara#kvija_mAstara#noun#2#RM
question_of_law	viXi_kA_praSna#viXi_kA_praSna#noun#1#RM
question_of_propriety	Ociwya_kA_praSna#Ociwya_kA_praSna#noun#1#RM
question_time	praSnakAla#praSnakAla#noun#2#RM
queue_circular_priority	pafkwi_varwula_prAWamikawA#pafkwi_varwula_prAWamikawA#noun#3#RM
queue_management	pafkwi_prabanXana#pafkwi_prabanXana#noun#2#RM
queue_recording	pafkwi_aBileKana#pafkwi_aBileKana#noun#2#RM
queued_access	sapafkwi_aBigama#sapafkwi_aBigama#noun#2#RM
queued_indexed_sequential_method	pafkwi_sUciwa_anukramika_viXi#pafkwi_sUciwa_anukramika_viXi#noun#4#RM
quick_access_memory	xruwa_aBigama_smqwi#xruwa_aBigama_smqwi#noun#3#RM
quick_algorithm	xruwa_elgoriWma#xruwa_elgoriWma#noun#2#RM
quick_asset	wawkAla_parisampwwi_Aswi#wawkAla_parisampwwi_Aswi#noun#2#RM
quick_bread	jalxI_banane_vAlI_rotI#jalxI_banane_vAlI_rotI#noun#2#RM
quick_disposal	wuranwa_BugawAna#wuranwa_BugawAna#noun#2#RM
quick_fix	SIGra_upAya#SIGra_upAya#noun#2#RM
quick_results	wvariwa_aIxaz_pariprAma#wvariwa_aIxaz_pariprAma#noun#2#RM
quick_search	xruwa_KAoja#xruwa_KAoja#noun#2#RM
quick_transit_service	SIxa_a_sevA#SIxa_a_sevA#noun#3#RM
quick_transport_service	SIxa_a#SIxa_a#noun#3#RM
quick_yielding_project	SIxa_a_PalaxAyI_pariyojanA#SIxa_a_PalaxAyI_pariyojanA#noun#3#RM
quid_novo	kyA_samAcAra#kyA_samAcAra#noun#2#RM
quid_pro_quo	prawixAna_avajI#prawixAna_avajI#noun#3#RM
quilted_bedspread	gaxxexAra_palafgapoSa#gaxxexAra_palafgapoSa#noun#2#RM
quilting_bee	gaxxexAra_palafgapoSa_ko_banAne_vAlA_sahAyaka_mahilA_xala#gaxxexAra_palafgapoSa_ko_banAne_vAlA_sahAyaka_mahilA_xala#noun#2#RM
quince_bush	vIhI_JAdI#vIhI_JAdI#noun#2#RM
quirk_bead	teDA_manakA#teDA_manakA#noun#2#RM
quiz_master	praSnakarwA#praSnakarwA#noun#2#RM
quo_jure	kisa_aXikAra_se#kisa_aXikAra_se#noun#2#RM
quo_warranto	aXikAra_pqcCA#aXikAra_pqcCA#noun#2#RM
quota_countries	kotA_xeSa#kotA_xeSa#noun#2#RM
quota_licencing	kotA_lAiseMsa_xenA#kotA_lAiseMsa_xenA#noun#2#RM
quota_utilisation	kotA_upayoga#kotA_upayoga#noun#2#RM
quotation_list	BAva_sUcI#BAva_sUcI#noun#2#RM
quotation_marks	uxXaraNacihna#uxXaraNacihna#noun#2#RM
quotations_from	se_lie_gae_uxXaraNa#se_lie_gae_uxXaraNa#noun#2#RM
quote_certificate	kotA_pramANapawra#kotA_pramANapawra#noun#2#RM
quoted_below	nIce_uxXqwa#nIce_uxXqwa#noun#2#RM
quotient_moore_machine	BAgaPala_mUre_maSIna#BAgaPala_mUre_maSIna#noun#3#RM
quotient_remainder	BAgaPala_SeRa#BAgaPala_SeRa#noun#2#RM
rabbit_brush	KaragoSa_ko_sAPa_karane_kA_braSa#KaragoSa_ko_sAPa_karane_kA_braSa#noun#2#RM
rabbit_burrow	KaragoSa_kA_Gara#KaragoSa_kA_Gara#noun#2#RM
rabbit_bush	KaragoSa_jEsI_JAdI#KaragoSa_jEsI_JAdI#noun#2#RM
rabbit_ears	KaragoSa_kA_kAna#KaragoSa_kA_kAna#noun#2#RM
rabbit_warren	KaragoMSo_xvArA_KuxI_huI_jamIna#KaragoMSo_xvArA_KuxI_huI_jamIna#noun#2#RM
rabble_rouser	BIda_ko_BadakAne_vAlA_vyakwi#BIda_ko_BadakAne_vAlA_vyakwi#noun#2#RM
rabble_rousing	BadakAne_vAlI#BadakAne_vAlI#noun#2#RM
raccoon_dog	rEkUna_kuwwA#rEkUna_kuwwA#noun#2#RM
race_car	resa_kAra#resa_kAra#noun#2#RM
race_condition	XAva_prawibanXa#XAva_prawibanXa#noun#2#RM
race_horse	GudaxOda_kA_GodA#GudaxOda_kA_GodA#noun#2#RM
racial_discrimination	prajAwi_Bexa#prajAwi_Bexa#noun#2#RM
racing_boat	prawiyogiwA_kI_nAva#prawiyogiwA_kI_nAva#noun#2#RM
racing_car	resa_ke_lie_kAra#resa_ke_lie_kAra#noun#2#RM
racket_club	rEkata_klaba#rEkata_klaba#noun#2#RM
radar_beacon	redAra_safkewaka#redAra_safkewaka#noun#2#RM
radar_dome	rAdAra_gumbaxa#rAdAra_gumbaxa#noun#2#RM
radar_echo	rAdAra_kI_prawiXvani#rAdAra_kI_prawiXvani#noun#2#RM
radial_engine	kiraNa_sambanXI_iMjana#kiraNa_sambanXI_iMjana#noun#2#RM
radial_transfer	wrijya_sWAnAnwAraNa#wrijya_sWAnAnwAraNa#noun#2#RM
radiant_energy	vikiraNakArI_Sakwi#vikiraNakArI_Sakwi#noun#2#RM
radiation_sickness	vikiraNaSIla_kiraNoM_ke_praBAva_se_hone_vAlA_roga#vikiraNaSIla_kiraNoM_ke_praBAva_se_hone_vAlA_roga#noun#2#RM
radio_aerial	rediyo_eriyala#rediyo_eriyala#noun#2#RM
radio_and_cable_board	rediyo_Ora_kebila_borda#rediyo_Ora_kebila_borda#noun#4#RM
radio_announcer	rediyo_uxGoRaka#rediyo_uxGoRaka#noun#2#RM
radio_antenna	rediyo_entinA#rediyo_entinA#noun#2#RM
radio_beacon	rediyo_safkewaka#rediyo_safkewaka#noun#2#RM
radio_beam	rediyo_warafga#rediyo_warafga#noun#2#RM
radio_brightness	rediyo_kI_spaRtawA#rediyo_kI_spaRtawA#noun#2#RM
radio_broad_cast	AkASavANI#AkASavANI#noun#3#RM
radio_chassis	rediyo_kA_DAzcA#rediyo_kA_DAzcA#noun#2#RM
radio_common_carrier	rediyo_sAmAnya_vAhaka#rediyo_sAmAnya_vAhaka#noun#3#RM
radio_compass	rediyo_xiksUcaka#rediyo_xiksUcaka#noun#2#RM
radio_emission	rediyo_uwsarjana#rediyo_uwsarjana#noun#2#RM
radio_mechanic	rediyo_miswrI#rediyo_miswrI#noun#2#RM
radio_operator	rediyo_pracAlaka#rediyo_pracAlaka#noun#2#RM
radio_relay_system	rediyo_rile_wanwra#rediyo_rile_wanwra#noun#3#RM
radio_set	rediyo#rediyo#noun#2#RM
radio_source	rediyo_swrowa#rediyo_swrowa#noun#2#RM
radio_station	rediyo_steSana#rediyo_steSana#noun#2#RM
radio_station_officer	rediyo_steSana_aXikArI#rediyo_steSana_aXikArI#noun#3#RM
radio_technician	rediyo_wakanISiyana#rediyo_wakanISiyana#noun#2#RM
radio_therapist	vikiraNa_cikiwsaka#vikiraNa_cikiwsaka#noun#2#RM
radioactive_dust	rediyo_ektiva_XUla#rediyo_ektiva_XUla#noun#2#RM
radioisotope_laboratory_technician	rediyo_Aisotopa_prayogaSAlA_wakanISiyana#rediyo_Aisotopa_prayogaSAlA_wakanISiyana#noun#3#RM
radiology_department	vikiraNavijFAna_viBAga#vikiraNavijFAna_viBAga#noun#2#RM
radius_of_curvature	vakrawA_wrajyA#vakrawA_wrajyA#noun#1#RM
radix_exchange	mUlAfka_vinimaya#mUlAfka_vinimaya#noun#2#RM
radix_numeration_system	mUlAfka_safKyAna_paxXawi#mUlAfka_safKyAna_paxXawi#noun#3#RM
radix_point	mUlAfka_biMxu#mUlAfka_biMxu#noun#2#RM
rag_bag	ajIba_vaswuoM_kA_miSraNa#ajIba_vaswuoM_kA_miSraNa#noun#2#RM
rag_doll	ciWadoM_se_BarI_gudiyA#ciWadoM_se_BarI_gudiyA#noun#2#RM
rag_picker	kabAdIvAlA#kabAdIvAlA#noun#2#RM
rag_trade	purAne_kapadoM_kA_bAjAra#purAne_kapadoM_kA_bAjAra#noun#2#RM
rag_week	canxA_ekawra_kara_ke_mOja_maswI_karanA#canxA_ekawra_kara_ke_mOja_maswI_karanA#noun#2#RM
raider_tax	CApAmAra_kara#CApAmAra_kara#noun#2#RM
raider_team	CApAmAra_tIma#CApAmAra_tIma#noun#2#RM
rail_bus_driver	rela_basa_drAivara#rela_basa_drAivara#noun#3#RM
rail_employee	relve_karmacArI#relve_karmacArI#noun#2#RM
rail_fracture	patarI_tUtanA#patarI_tUtanA#noun#2#RM
rail_mail_service	rela_dAka_sevA#rela_dAka_sevA#noun#3#RM
rail_technology	rela-wakanIka#rela-wakanIka#noun#2#RM
railroad_car	rela_kI_patarI_calane_vAlI_kAra#rela_kI_patarI_calane_vAlI_kAra#noun#2#RM
railroad_employee	relve_sadaka_karmacArI#relve_sadaka_karmacArI#noun#2#RM
railroad_engineer	relamArga_iMjIniyara#relamArga_iMjIniyara#noun#2#RM
railway_administration	rela_praSAsana#rela_praSAsana#noun#2#RM
railway_audit_section	rela_leKAparIkRA_anuBAga#rela_leKAparIkRA_anuBAga#noun#3#RM
railway_board	rela_borda#rela_borda#noun#2#RM
railway_budget	rela_bajata_aya_vyayaka#rela_bajata_aya_vyayaka#noun#2#RM
railway_car	relave_kI_kAra#relave_kI_kAra#noun#2#RM
railway_central	maXya_relave#maXya_relave#noun#2#RM
railway_credit_note	rela_uXAra_pawra_aela_kredita_nota#rela_uXAra_pawra_aela_kredita_nota#noun#3#RM
railway_dak_sorter	rela_dAka_sArtara#rela_dAka_sArtara#noun#3#RM
railway_financial_commissioner	rela_vwwi_Ayukwa#rela_vwwi_Ayukwa#noun#3#RM
railway_fund	rela_niXi#rela_niXi#noun#2#RM
railway_hotel_manager	rela_hotala_mEnejara#rela_hotala_mEnejara#noun#3#RM
railway_mail_service	rela-dAka-sevA#rela-dAka-sevA#noun#3#RM
railway_material_credit_note	rela_sAmagrI_jamA_pawra#rela_sAmagrI_jamA_pawra#noun#4#RM
railway_pass	rela_pAsa#rela_pAsa#noun#2#RM
railway_production_unit	relave_uwpAxana_yUnita#relave_uwpAxana_yUnita#noun#3#RM
railway_protection_force	rela_surakRA_bala#rela_surakRA_bala#noun#3#RM
railway_receipt	relave_rasIxa#relave_rasIxa#noun#2#RM
railway_recruitment_board	relave_BarwI_borda#relave_BarwI_borda#noun#3#RM
railway_reservation	rela_ArakRaNa#rela_ArakRaNa#noun#2#RM
railway_risk	rela_kA_xAyiwva_aela_kI_jimmexArI#rela_kA_xAyiwva_aela_kI_jimmexArI#noun#2#RM
railway_sectional_officer	rela_anuBAgIya_aXikArI#rela_anuBAgIya_aXikArI#noun#3#RM
railway_service_commission	rela_sevA_Ayoga#rela_sevA_Ayoga#noun#3#RM
railway_sports_control_board	relave_Kela_kUxa_niyanwraNa_borda#relave_Kela_kUxa_niyanwraNa_borda#noun#4#RM
railway_station	relave_steSana/rela_sWAnaka#relave_steSana/rela_sWAnaka#noun#2#RM
railway_traffic	rela_yAwAyAwa#rela_yAwAyAwa#noun#2#RM
railway_train	relagAdI#relagAdI#noun#2#RM
railway_warrant	rela_vAraNta_aela_aXipawra#rela_vAraNta_aela_aXipawra#noun#2#RM
rain_check	varRA_nirIkRaNa#varRA_nirIkRaNa#noun#2#RM
rain_cloud	varRA_ke_bAxala#varRA_ke_bAxala#noun#2#RM
raised_blankets	royeMxAra_kambala#royeMxAra_kambala#noun#2#RM
raised_doughnut	Upara_uTA_huA_donata#Upara_uTA_huA_donata#noun#2#RM
raisin_bread	kiSamiSa_vAlI_rotI#kiSamiSa_vAlI_rotI#noun#2#RM
raisin_character	kiSamiSa_kA_prakAra#kiSamiSa_kA_prakAra#noun#2#RM
raisin_cookie	kiSamiSa_kA_biskuta#kiSamiSa_kA_biskuta#noun#2#RM
raising_of_demand	mAfga_jArI_karanA#mAfga_jArI_karanA#noun#1#RM
rajkumari_amritkaur_college_of_nursing	rAjakumArI_amqwakOra_narsiMga_koYleja#rAjakumArI_amqwakOra_narsiMga_koYleja#noun#3#RM
rajputana_rifles_regimental_centre	rAjapUwAnA_rAiPalsa_rejimeMtala_keMxra#rAjapUwAnA_rAiPalsa_rejimeMtala_keMxra#noun#4#RM
rajya_sabha_secretariat	rAjyasaBA_sacivAlaya#rAjyasaBA_sacivAlaya#noun#3#RM
ramjet_engine	rEmajeta_iMjana#rEmajeta_iMjana#noun#2#RM
rampant_arch	pracaliwa_meharAba#pracaliwa_meharAba#noun#2#RM
ranch_house	paSu_PArma#paSu_PArma#noun#2#RM
random_access	kampyUtigaM#kampyUtigaM#noun#2#RM
random_access_device	yAxqcCika_aBigama_yukwi#yAxqcCika_aBigama_yukwi#noun#3#RM
random_access_sort	yAxqcCika_aBigama_CANta#yAxqcCika_aBigama_CANta#noun#3#RM
random_fluctuation	yAcCika_uwAra_caDAva#yAcCika_uwAra_caDAva#noun#2#RM
random_number_generator	yAxqcCika_safKyA_janaka#yAxqcCika_safKyA_janaka#noun#3#RM
random_nunber	yAxqcCika_safKyA#yAxqcCika_safKyA#noun#2#RM
random_observation	yAcCika_prekRaNa#yAcCika_prekRaNa#noun#2#RM
random_sampling	yAcCika_prawicayana_aamUnA_lenA#yAcCika_prawicayana_aamUnA_lenA#noun#2#RM
random_scan	yAxqcCika_kramavIkRaNa#yAxqcCika_kramavIkRaNa#noun#2#RM
range_forest_officer	reMja_vana_aXikArI#reMja_vana_aXikArI#noun#3#RM
rank_order	paxavI_anusAra_vyavasWA#paxavI_anusAra_vyavasWA#noun#2#RM
rapaying_capacity	cukOwI_kRamawA#cukOwI_kRamawA#noun#2#RM
rape_conviction	balAwkAra_xoRasixXi#balAwkAra_xoRasixXi#noun#2#RM
rape_seed	woriyA#woriyA#noun#2#RM
rapid_access_memory	wvariwa_aBigama_smqwi#wvariwa_aBigama_smqwi#noun#3#RM
rapid_climb	xruwa_ArohaNa#xruwa_ArohaNa#noun#2#RM
rapid_fire	jalxI_jalxI_pUzCe_jAne_vAle_praSna#jalxI_jalxI_pUzCe_jAne_vAle_praSna#noun#2#RM
rapid_scrutiny	SIxa_a_jAFca_aAnabIna#SIxa_a_jAFca_aAnabIna#noun#2#RM
rare_bird	xurlaBa_pakRI#xurlaBa_pakRI#noun#2#RM
rare_earth	virala_mittI#virala_mittI#noun#2#RM
raster_count	reKA_puFja_gaNana#reKA_puFja_gaNana#noun#2#RM
raster_display_device	reKApuFja_praxarSa_yukwi#reKApuFja_praxarSa_yukwi#noun#3#RM
raster_graphics	reKA_puFja_AleKikI#reKA_puFja_AleKikI#noun#2#RM
raster_grid	reKA_puFja_grida#reKA_puFja_grida#noun#2#RM
raster_mode_graphic_display	reKA_puFja_paxvawi_AleKI_praxarSa#reKA_puFja_paxvawi_AleKI_praxarSa#noun#4#RM
raster_plotter	reKA_puFja_AleKaka#reKA_puFja_AleKaka#noun#2#RM
raster_scan	reKA_puFja_kramavIkRaNa#reKA_puFja_kramavIkRaNa#noun#2#RM
raster_unit	reKA_puFja_ekaka#reKA_puFja_ekaka#noun#2#RM
rat_race	WakAne_vAlI_xinacaryA#WakAne_vAlI_xinacaryA#noun#2#RM
ratable_value	karayogya_mUlya#karayogya_mUlya#noun#2#RM
rate_and_route_operator	xara_evaM_mArga_Aparetara#xara_evaM_mArga_Aparetara#noun#4#RM
rate_cap	kara_meM_riAyawa#kara_meM_riAyawa#noun#2#RM
rate_capacity	nirXAriwa_kRamawA#nirXAriwa_kRamawA#noun#2#RM
rate_card	xara-pawra#xara-pawra#noun#2#RM
rate_centre	xara_keMxra#xara_keMxra#noun#2#RM
rate_concessional	riyAyawI_xara#riyAyawI_xara#noun#2#RM
rate_contract	xara_saMvixA#xara_saMvixA#noun#2#RM
rate_inspector	xara_nirIkRaka#xara_nirIkRaka#noun#2#RM
rate_list	xara-sUcI#xara-sUcI#noun#2#RM
rate_of_cost	lAgawa_xara#lAgawa_xara#noun#1#RM
rate_of_duty	Sulka_xara#Sulka_xara#noun#1#RM
rate_of_growth	vqxXi_xara#vqxXi_xara#noun#1#RM
rate_of_interest	byAja_xara#byAja_xara#noun#1#RM
rate_of_issue	jArI_karane_kI_xara#jArI_karane_kI_xara#noun#1#RM
rate_payer	pOra-karaxAwA#pOra-karaxAwA#noun#2#RM
rate_pulse	xara_spanxa#xara_spanxa#noun#2#RM
rate_regulation	xara_niyamana#xara_niyamana#noun#2#RM
rate_schedule	xara_anusUcI#xara_anusUcI#noun#2#RM
rate_structure	xara-saMracanA#xara-saMracanA#noun#2#RM
rate_tribunal	xara_aXikaraNa#xara_aXikaraNa#noun#2#RM
rate_war	xareM_kama_karane_kI_prawisparXA#xareM_kama_karane_kI_prawisparXA#noun#2#RM
rateable_value	kara_yogya_mUlya#kara_yogya_mUlya#noun#2#RM
rated_capacity	nirXAriwa_kRamawA#nirXAriwa_kRamawA#noun#2#RM
rates_and_freight_clerk	xara_Ora_BAdA_klarka#xara_Ora_BAdA_klarka#noun#4#RM
rates_and_taxes	sWAnIya_Ora_anya_kara#sWAnIya_Ora_anya_kara#noun#3#RM
rather_big	badA_sA#badA_sA#noun#2#RM
rather_heavy	BArI_sA#BArI_sA#noun#2#RM
rather_old	bUDA_sA#bUDA_sA#noun#2#RM
rather_than	isake_bajAya#isake_bajAya#noun#2#RM
rather_white	saPexa_sA#saPexa_sA#noun#2#RM
ratification_of_boundaries	sImAoM_kA_anusamarWana#sImAoM_kA_anusamarWana#noun#1#RM
ratio_control	anupAwa_niyanwraNa#anupAwa_niyanwraNa#noun#2#RM
ratio_estimate	anupAwa_anumAna#anupAwa_anumAna#noun#2#RM
ration_allowance	rASana_BawwA#rASana_BawwA#noun#2#RM
ration_card	rASana_kArda#rASana_kArda#noun#2#RM
rational_choice	vivekapUrcayana#vivekapUrcayana#noun#2#RM
rational_decision	viveka_pUrNa_nirNaya#viveka_pUrNa_nirNaya#noun#2#RM
rational_language	safgawa_BARA#safgawa_BARA#noun#2#RM
rationalisation_of_procedure	kriyAviXi_ko_sarala_Ora_kAragara_banAnA#kriyAviXi_ko_sarala_Ora_kAragara_banAnA#noun#1#RM
rationing_of_credit	uXAra_rASi_niyawana#uXAra_rASi_niyawana#noun#1#RM
rationing_officer	rASana_aXikArI#rASana_aXikArI#noun#2#RM
raw_boned	xubalA_pawalA#xubalA_pawalA#noun#2#RM
raw_jute	patasana#patasana#noun#2#RM
raw_material	kaccA_mAla#kaccA_mAla#noun#2#RM
raw_meat	kaccA_mAMsa#kaccA_mAMsa#noun#2#RM
raw_produce	kaccA_mAla_awpAxa#kaccA_mAla_awpAxa#noun#2#RM
raw_product	kaccA_mAla#kaccA_mAla#noun#2#RM
raw_tobacco	asAXiwa_wambAkU#asAXiwa_wambAkU#noun#2#RM
raw_value	asWAyI_mUlya#asWAyI_mUlya#noun#2#RM
rayon_and_art_silk	reyana_Ora_kqwrima_reSama#reyana_Ora_kqwrima_reSama#noun#4#RM
rayon_and_synthetic	reyana_Ora_saMSliRta_reSA#reyana_Ora_saMSliRta_reSA#noun#3#RM
razor_blade	xADI_banAne_ke_kAma_Ane_vAlA_bleda#xADI_banAne_ke_kAma_Ane_vAlA_bleda#noun#2#RM
razor_clam	rejara_maCalI#rejara_maCalI#noun#2#RM
razor_edge	badA_KawarA#badA_KawarA#noun#2#RM
razor_sharp	bahuwa_weja#bahuwa_weja#noun#2#RM
rdidesigner_drug	kqwrima_rUpa_kI_gEra_kAnUnI_xavA#kqwrima_rUpa_kI_gEra_kAnUnI_xavA#noun#2#RM
re_consider	punarvicAra_karanA#punarvicAra_karanA#noun#2#RM
re_employment	punarniyukwi#punarniyukwi#noun#2#RM
re_entrant	punaHpraveSI#punaHpraveSI#noun#2#RM
re_entrant_code	punaH_praveSI_kUta#punaH_praveSI_kUta#noun#3#RM
re_entrant_program	punaHpraveSya_kramAxeSa#punaHpraveSya_kramAxeSa#noun#3#RM
re_entrant_routine	punaHpraveSya_nemakA#punaHpraveSya_nemakA#noun#3#RM
re_entrant_subroutine	punaHpraveSya_upanemakA#punaHpraveSya_upanemakA#noun#3#RM
reachability_matrix	gamyawA_mEtriksa#gamyawA_mEtriksa#noun#2#RM
reachability_problem	gamyawA_samasyA#gamyawA_samasyA#noun#2#RM
reaction_engine	prawikriyA_iMjana#prawikriyA_iMjana#noun#2#RM
reaction_force	aBilamba_bala#aBilamba_bala#noun#2#RM
read_amplifier	paTana_pravarXaka#paTana_pravarXaka#noun#2#RM
read_and_restore_cycle	paTana_Ora_punaHsWApana_cakra#paTana_Ora_punaHsWApana_cakra#noun#4#RM
read_cycle_time	paTana_craka_kAla#paTana_craka_kAla#noun#3#RM
read_error	paTana_wruti#paTana_wruti#noun#2#RM
read_head	paTana_SIrRa#paTana_SIrRa#noun#2#RM
read_instruction	paTana_anuxeSa#paTana_anuxeSa#noun#2#RM
read_only	kevala_paTanIya#kevala_paTanIya#noun#2#RM
read_only_memory	kevala_paTanIya_smqwi#kevala_paTanIya_smqwi#noun#3#RM
read_out	rIda_AUta#rIda_AUta#noun#2#RM
read_path	paTana_paWa#paTana_paWa#noun#2#RM
read_process_write	paTana_saMsAXana_leKana#paTana_saMsAXana_leKana#noun#3#RM
read_protection	paTana_rakRaNa#paTana_rakRaNa#noun#2#RM
read_rate	paTana_xara#paTana_xara#noun#2#RM
read_release	paTana_vimocana#paTana_vimocana#noun#2#RM
read_reverse	paTana_prawilomana#paTana_prawilomana#noun#2#RM
read_scatter	prakIrNa_paTana#prakIrNa_paTana#noun#2#RM
read_screen	skrIna_paTana#skrIna_paTana#noun#2#RM
read_station	keMxra_paTana#keMxra_paTana#noun#2#RM
read_time	paTana_kAla#paTana_kAla#noun#2#RM
read_time_language	paTana_kAla_BARA#paTana_kAla_BARA#noun#3#RM
read_write_channel	paTana_leKana_cEnala#paTana_leKana_cEnala#noun#3#RM
reader_copier	pATaka_prawilipika#pATaka_prawilipika#noun#2#RM
reader_interpreter	pATaka_nirvacaka#pATaka_nirvacaka#noun#2#RM
reader_postman	vAcaka_dAkiyA#vAcaka_dAkiyA#noun#2#RM
reader_printer	pATaka_muxraka#pATaka_muxraka#noun#2#RM
readily_realisable	wawkAla_aahaja_vasUlI_yogya#wawkAla_aahaja_vasUlI_yogya#noun#2#RM
reading_access_time	paTana_aBigama_kAla#paTana_aBigama_kAla#noun#3#RM
reading_head	paTana_SIrRa#paTana_SIrRa#noun#2#RM
readout_device	paTana_xarSa_yukwi#paTana_xarSa_yukwi#noun#2#RM
ready_access_terminal	wawpara_aBigama_taraWauminala#wawpara_aBigama_taraWauminala#noun#3#RM
ready_built_flats	bane_banAe_PlEta#bane_banAe_PlEta#noun#3#RM
ready_cash	nakaxI#nakaxI#noun#2#RM
ready_condition	wawpara_avasWA#wawpara_avasWA#noun#2#RM
ready_contract	wEyAra_saMvixA#wEyAra_saMvixA#noun#2#RM
ready_delivery	wEyAra_aawkAlahAjira_supurxagI#wEyAra_aawkAlahAjira_supurxagI#noun#2#RM
ready_delivery_contract	wEyAra_supurxagI_saMvixA#wEyAra_supurxagI_saMvixA#noun#3#RM
ready_light	wawpara_bawI#wawpara_bawI#noun#2#RM
ready_reckoner	redI_rekanara#redI_rekanara#noun#2#RM
ready_selling_rate	wawkAla_aAjira_bikrI_xara#wawkAla_aAjira_bikrI_xara#noun#3#RM
ready_state	wawpara_avasWA#wawpara_avasWA#noun#2#RM
ready_status_word	wawpara_sWiwi_Sabxa#wawpara_sWiwi_Sabxa#noun#3#RM
ready_transaction	wEyAra_lena_xena#wEyAra_lena_xena#noun#2#RM
real_address	vAswavika_pawA#vAswavika_pawA#noun#2#RM
real_capital	vAswavika_pUFjI#vAswavika_pUFjI#noun#2#RM
real_constant	vAswavika_acara#vAswavika_acara#noun#2#RM
real_earning	vAswavika_kamAI#vAswavika_kamAI#noun#2#RM
real_estate	jamIna_jAyaxAxa#jamIna_jAyaxAxa#noun#2#RM
real_estate_salesman	BU_sampawwi_xalAla#BU_sampawwi_xalAla#noun#3#RM
real_investment	vAswavika_niveSa#vAswavika_niveSa#noun#2#RM
real_issue	vAswavika_praSna_aiRaya#vAswavika_praSna_aiRaya#noun#2#RM
real_property	vAswavika_sampwwi#vAswavika_sampwwi#noun#2#RM
real_purchasing_power	vAswavika_krayaSakwi#vAswavika_krayaSakwi#noun#3#RM
real_storage	vAswavika_BaNdAraNa#vAswavika_BaNdAraNa#noun#2#RM
real_storage_management	vAswavika_BaNdAraNa_prabanXana#vAswavika_BaNdAraNa_prabanXana#noun#3#RM
real_time	saxya_anukriyA#saxya_anukriyA#noun#2#RM
real_time_clock_module	saxyA_anukriyAGadI_prawirUpaka#saxyA_anukriyAGadI_prawirUpaka#noun#4#RM
real_time_operation	saxya_anukriyA_pracAlana#saxya_anukriyA_pracAlana#noun#3#RM
real_time_processing	saxya_anukriyA_prakramaNa#saxya_anukriyA_prakramaNa#noun#3#RM
real_value	vAswavika_mUlya#vAswavika_mUlya#noun#2#RM
real_wages	vAswavika_majaxUrI#vAswavika_majaxUrI#noun#2#RM
realisability_of_dues	xeya_rASiyoM_kI_vasUlI_yogyawA_ArApaprIyawA#xeya_rASiyoM_kI_vasUlI_yogyawA_ArApaprIyawA#noun#1#RM
realisable_assets	vasUlI_yogya_AswiyAM_MarisampwwiyAM#vasUlI_yogya_AswiyAM_MarisampwwiyAM#noun#2#RM
realisable_value	prApya_mUlya#prApya_mUlya#noun#2#RM
realisation_account	nakaxIkaraNa_aasUlI_leKA#nakaxIkaraNa_aasUlI_leKA#noun#2#RM
realisation_officer	vasUlI_aXikArI#vasUlI_aXikArI#noun#2#RM
