??equivalent_noun	wulyAfka
refurbishment_noun	punarsajjIkaraNa/punaruxXAra/sampoRaNa
refusal_noun	inakAra
refuse_noun	inakAra_karanA/asvIkAra_karanA
refutation_noun	KaNdana
refute_noun	KaNdana_karanA/asvIkAra_karanA
regain_noun	puna:_prApwa_karanA
regard_noun	XyAna_xenA/vicAra_karanA
regelation_UNDEFINED	punarhimAyana
regeneration_noun	kqwrima_pravqxXi/punarjanana/punaH_uwpAxana/punaryojana/punarjanama/sampoRI_punarniveSana
regime_noun	SAsana/pravqwwi
region_noun	kRewra/praxeSa
regional_noun	kRewrIya
register_noun	paFjI/rajistara/paFjIyana/paFjikA/rajistara_karanA/paFjIkqwa_karanA
registered_noun	paFjIkqwa/paFjIbaxXa/rajistrI_huA
registrar_noun	kula_saciva_(viSvavixyAlaya)/rajistrAra/paFjIyaka
registration_noun	paFjIkaraNa/rajistrIkaraNa
registry_noun	rajistrI
regression_noun	samASraNa/samASrayaNa/paScagamana
regret_noun	Kexa/Kexa_prakata_karanA
regrettable_noun	Kexajanaka
regroup_verb	punah_ekawra_kara
regrouping_noun	punarvargIkaraNa
regular_noun	niyamiwa
regularization_noun	niyamiwIkaraNa
regulation_noun	niyanwraNa/vyavasWApana/viniyama/niyamana
regulations_noun	vinimaya
regulator_noun	niyAmaka/niyanwraka
regulatory_noun	viniyAmaka
rehabilitation_noun	punarvAsa
rehearsal_noun	pUrvAByAsa
reimburse_noun	prawipUrwi_karanA/prawipUrwi
reimbursement_noun	prawipUrwi/vApasI
reinforce_noun	suxqDa_karanA/prabaliwa_karanA
reinforced_noun	prabaliwa
reinforcement_noun	prabalana/prabalIkaraNa
reinstate_noun	bahAla_karanA/punaH_sWApiwa_karanA/puna:_sWApiwa_karanA
reinstatement_noun	bahAlI/purnasWApanA
reiterate_noun	xoharAnA/Pira_kahanA/punarAvqwwi_karanA
reject_noun	asvIkAra_karanA
rejection_noun	asvIkAra/asvIkqwi/nAmaFjUrI/agrahaNa_(viXi)/asvIkaraNa/bahiRkaraNa
rejoinder_noun	prawyuwwara
rejuvenate_noun	nayA_kara_xenA/navIkaraNa/kAyAkalpa
relation_noun	sambanXa
relationship_noun	sambanXa
relative_adjective	ApekRa
relative_noun	ApekRika/sApekRa/sambanXI/nAwexAra/sApekRika
relatively_noun	apekRAkqwa/ApekRika/apekRawayA
relativistic_noun	sApekRika
relativity_noun	ApekRikawA/sApekRawA
relax_noun	SiWila_karanA/DIla_xenA/CUta_xenA/viSrAma_karanA
relaxation_noun	CUta/riyAyawa/DIla/viSrAnwi/SiWilIkaraNa
relay_noun	prasAraNa/rile/rile_prawisAraNa/prawisAraNa
relaying_noun	punaH_biCAnA/rile_karanA/prawisAraNa
release_noun	CodanA/mukwa_karanA/jArI_karanA/mocana/vimocana/mukwi/rihAI/CutakArA/nirmukwi/vimocana_(Xana)/xe_xenA/vawaraNa/nirmukwa
released_noun	nirmukwi/mukwa
relevance_noun	prAsafgikawA/upayukwawA/susambanXa/mahawva
relevant_noun	prAsafgika/safgawa/susafgawa
reliability_noun	viSvasanIyawA/viSvasanIyawA_suxUra
reliable_noun	viSvasanIya/Barosemanxa
reliance_noun	BarosA/viSvAsa/ASraya
relic_noun	purAvaSeRa
relief_noun	sahAyawA/rAhawa/baxala/anuwoRa_(viXi)
relieve_noun	BAramukwa_karanA/nOkarI_se_CuttI_xenA/CuttI_xenA
reliever_noun	evajI
relining_noun	puna:AswaraNa
relinquishment_noun	wyAga/CodanA
relocation_noun	puna:_nirXAraNa/puna:_sWApana/punarsWApana
reluctance_noun	anicCA/prawiRtamBa/rilaktesaM
remains_noun	avaSeRa
remand_noun	prawipreRaNa/rimANda
remanence_UNDEFINED	cumbakawvAvaSeRa
remark_noun	ukwi/aByukwi/kahanA/tippaNI_karanA
remedial_noun	upacArI
remedy_noun	upAya/upacAra
reminder_noun	smaraNa-pawra/anusmAraka
reminiscent_noun	saMsmaraNaSIla/smaraNakArI
remission_noun	parihAra/mAPI/CUta
remit_noun	preRaNa_karanA/BejanA_mAPa_karanA/CodanA
remitee_noun	prefRawI/pAne_vAlA
remittance_noun	preRaNa/BejanA/prefRawa_Xana/BejI_gaI_rakama/Xana-preRaNa
remitter_noun	preRaka/Bejane_vAlA
remnant_noun	avaSeRa/avaSiRta
remote_noun	suxUra/xUrasWa/rimota/xUravarwIZ/parokRa
removal_noun	niRkAsana/hatAyA_jAnA/apanayana
remuneration_noun	parilabXi/pAriSramika/mehanawAnA
remunerative_noun	lABakArI
rename_noun	puna:nAmakaraNa
render_noun	xenA/samarpiwa_karanA/rUpAnwara_karanA/anuvAxa_karanA
rendering_noun	prawipAxana/samarpaNa
renewable_noun	navIkaraNIya
renewal_noun	navIkaraNa/navIyana
renifarm_noun	vqkkAra/renIPArma
renounce_noun	wyAga_karanA/wyAganA
renovation_noun	navInIkaraNa
rent_noun	BAtaka/kirAyA/BAdA_lagAna
reorganization_noun	puna:_safgaTana/punargaTana
reorientation_noun	punarafBavinyAsa/punarvinyAsa
repaid_noun	axAyagI/lOtAnA/pana_u:_axAyagI/pana_u_Barga_u_wAna
repair_noun	jIrNoxXAra/marammawa
repatriate_noun	xeSa-prawyAvarwana/xeSa_ko_lOtAnA/xeSa_vApasa_BejanA
repatriation_noun	xeSa-prawyAvarwana/prawyAvAsana
repay_noun	SoXana_karanA/cukAnA_lOtAnA/vApasa_karanA
repayable_noun	prawixeya/SoXya_prawixeya
repeal_noun	nirasana/niraswa_karanA
repeater_noun	punarAvarwaka
replace_noun	prawisWApiwa_karanA
replacement_noun	prawisWApana/evajI
replanting_noun	punaHropaNa
replenish_noun	punaHpUrwi/puna:pUrwi_karanA
replenishment_noun	puna:pUrwi
reply_noun	uwwara
report_noun	prawivexana/riporta:/riporta_xenA
reporter_noun	prawivexaka/riportara
reports_noun	prawivexana/riportasa/riporta
repository_noun	BaNdAraNa/niXAna:_safgraha/safgraha
repost_noun	punaprareSana
represent_noun	prawiniXiwva_karanA/afBavexana_xenA
representation_noun	aByAvexana/nirUpaNa/praswuwikaraNa/prawiniXiwva/afBavexeKA_hAla
representative_noun	prawiniXi
representativeness_noun	prawiniXiwA/nirUpakawA
reprimand_noun	BawrsanA/PatakAra/XigxaNda_(viXi)
reprint_noun	punarmuxraNa
reprisal_noun	prawiSoXa
reproduce_noun	prawikqwi_wEyAra/karanA/pExA_karanA/prajanana_karanA
reproduction_noun	punaruwpAxana/prawilipi/prawikqwi_prajanana
reproductive_noun	jananIya
reprography_noun	prawiciwraNa
repudiate_noun	nirAkaraNa_karanA
repudiation_noun	nirAkaraNa
repugnant_noun	prawikUla/viruxXa/virUxXa
repulsive_noun	prawikarRI
repurchase_noun	puna:kraya/Pira_se_KarIxa
reputation_noun	prasifxXa/KyAwi
request_noun	anuroXa/nivexana
requirement_noun	apekRA/AvaSyakawA
requirements_noun	AvaSyakawAez/apekRAez
requisite_noun	AvaSyaka/apekRiwa
requisites_noun	apekRiwa_vaswue/AvaSyaka_vaswue/apekRiwa_guNa/AvaSyaka_guNa
requisition_noun	mAfga/mAfga_pawra/mAga_aXigrahaNa
resaldar_noun	risAlaxAra
rescind_noun	viKaNdana_karanA
rescue_noun	bacAva/uxXAra/bacAva:/CudAnA/uxXAra_karanA
research_noun	anusanXAna/gaveRaNA
researcher_noun	anusanXAnakarwA
reservation_noun	ArakRaNa
reserve_noun	rijarva/ArakRiwi:/ArakRiwa_karanA
reserved_noun	ArakRiwa
reserves_noun	BaNdAra/ArakRiwa
reservoir_noun	jalASaya/kuNda/hOja/BaNdAra/ASaya/wElASaya
resetting_noun	punarsWApana/punarAfkiwa/puna:_niyojana
resettlement_noun	puna:sWApana/punarvAsa
reshuffle_noun	Perabaxala
residence_noun	nivAsa/AvAsa
resident_noun	nivAsI/smqwivAsI
residential_noun	AvAsa-/nivAsa
residual_noun	avaSiRta/avaSeRa
residuary_noun	avaSiRta
residue_noun	avaSeRa
resign_noun	wyAga_pawra_xenA/iswIPA_xenA
resignation_noun	wyAga_pawra/wyAgapawra/iswIPA
resilience_noun	prawyAsWawA/prawisWiwiwva
resin_noun	rAla/rejina
resinoid_noun	rejinABa/rejinoYida/rejinoYyada
resist_noun	prawiroXa_karanA
resistance_noun	prawiroXa/prawiroXaka
resistant_noun	prawiroXaka/prawiroXI
resistivity_UNDEFINED	prawiroXakawA
resistivity_noun	prawiroXakawA/prawiroXiwA
resistor_noun	prawiroXaka
resolution_noun	safkalpa/viBexana
resonance_noun	anunAxa/saMspanxana
resonantly_noun	anunAxI
resort_noun	ASraya/ASraya_lenA
resource_noun	sAXana/sampaxA/saMsAXana
resourceful_noun	sAXana-sampanna/yukwisampanna
resources_noun	saMsAXana/sAXana/sampaxA
respectfully_noun	sAxara
respective_noun	kramika
respectively_noun	kramAnusAra/kramaSa:
respiration_noun	Asana
respirator_noun	Svasiwra
respondent_noun	prawyarWIZ/prawivAxI
respone_noun	anukriyA
response_noun	anukriyA/uwwara/prawikriyA/prawyuwwara/prawivexana
responsibility_noun	jimmexArI/uwwaraxAyiwva/ujFalwa;AraxAyiwva
responsive_noun	anukriyASIla
responsiveness_noun	anukriyASIlawA/prawikriyASIla
restitution_noun	prawyAnayana/prawyavasWAna/prawyAsWApana_(viXi)
restoration_noun	punaH_sWApana/puna:sWApana/jINoxXAra
restore_noun	punaH_sWApana/puna:sWApana_karanA/Pira_se_cAlU_karanA/jINoxXAra_karanA
restorer_noun	punarsWApaka
restraint_noun	avaroXa/niyanwraNa/nigraha/saMyama
restricted_noun	prawibanXiwa/sImiwa
restriction_noun	prawibanXa/pAbanxI/roka
result_noun	pariNAma
resultant_noun	pariNAmI
resume_noun	sArakqwa/punaH_kArya_AramBa_karanA/sAra-vqwwa/puna:_AramBa_karanA/puna:_SurU_karanA
resummon_noun	puna:_sammana_karanA
resumption_noun	punarAramBa
resurgence_noun	punarjIviwa/punarUwWAna
retailer_noun	Putakara_vyApArI
retailing_noun	Putakara
retain_noun	aBiXAraNa/prawiXAriwa_karanA/raKe_rahanA/roka_raKanA
retained_noun	rahane_xenA/banAe_raKanA
retaliation_noun	prawikAra/baxalA
retardant_noun	avaroXaka
retardation_noun	manxana/avamanxana/XImA_karanA
retention_noun	XAraNa
retentivity_noun	XAraNa_kRamawA
retina_noun	xqRti_patala
retire_noun	sevA-nivqwwa_honA/ritAyara_honA/nivqwwa_honA
retired_noun	sevA-nivqwwa/nivqwwa
retirement_noun	sevA-nivqfwwa/nivqfwwa/sevAnivqwwi
retoucher-cum-finisher_noun	anuSoXaka_pariRkarwA
retoucher_noun	anuSoXaka
retrace_noun	puna:_anureKa
retraced_noun	puna:afkiwa/punarAfkiwa/punargamana
retransmission_noun	puna:_preRaNa/puna:_saFcAra
retransmit_UNDEFINED	punaH_preRiwa
retrenchment_noun	CaNtanI/CatanI
retrial_noun	puna:_vicAraNa
retrieval_noun	punaH_prApwi/uxXaraNa/upayojana/puna:_smaraNa
retrieve_noun	puna:_prApwi
retrospective_noun	pUrva_praBAvI/pUrvavyApI/BUwalakRI
retry_noun	puna:_prayAsa
return_noun	prawigama/prawigamana/prawiPala/prawilABa/vivaraNI/vApasa_karanA/vApasI/lOtAnA/uwwara/nirvAciwa_karanA/nirvAciwa_honA
revalidation_noun	punarvaZEXIkaraNa/punarvEXIkaraNa
revaluation_noun	punarmUlyAfkana/punarmUlyana
revamped_noun	suXAranA
revealed_noun	prakatiwa/uxGAtiwa
revealing_noun	prakatana
revenue_noun	rAjasva
reverine_noun	naxIya
reversal_noun	uwkramaNa
reverse_noun	uwkrama/prawiloma/ultA
reversion_noun	prawyAvarwana
revert_noun	prawivarwiwa_honA
reverted_noun	prawyAvarwiwa
review_noun	punarAvalokana/samIkRA/punarvilokana/samIkRA_karanA/punarvilokana_karanA
reviewer_noun	samIkRAkAra/samIkRaka/punarvilokaka
revise_noun	punarIkRiwa_karanA/pariSoXiwa_karanA/xoharAnA
revised_noun	saMSoXiwa/pariSoXiwa
reviser_noun	punarIkRaka
revision_noun	punarIkRaNa/pariSoXana/xoharAnA
revival_noun	punarujjIvana/puna:_pravarwana
revocable_noun	prawisaMharaNIya
revocation_noun	prawisaMharaNa
revoke_noun	prawisaMharaNa_karanA/prawi-saMharaNa_karanA/vApasa_lenA
revolution_noun	parikramaNa/krAnwi/parikramA/ParivramaNa/parivraPamaNa
reward_noun	pAriwofRaka/puraskAra/prawiPala
rewind_noun	punarlapetana/punaH_kuNdalana
rewirable_noun	punaH_wAra-sWApya
rewiring_noun	punaH_wAra_sWApana
rewrite_noun	punarleKana
rfc_noun	Ara_ePa_sI/rediyo_Avqwa_cEnala
rheostat_UNDEFINED	niyanwraka
rheostat_noun	vixyuwa_XArA_niyAmaka/riyostEta
rhizome_noun	prakanxa
rhizosphere_noun	safkavakI
rhythm_noun	laya/wAla
rider_noun	Sarwa/nibanXana
ridge_noun	kataka/parvawa_SreNI
rigger_noun	sajjaka/rigara
right_noun	aXikAra
rigidity_noun	xqDawA
rigman_noun	rigamEna
rigorous_noun	gahana/kaTora/xqDa
rill_noun	alpasariwa
rind_noun	CilakA
ring_noun	CallA/valaya
ringing_noun	ninAxa
rinsing_noun	prakRAlana
riometer_noun	riyomItara
riot_noun	balavA/xafgA
ripple_noun	lahara/warafga/UrmikA/ripala
riser_noun	uxvAhI/rAijara
risk_noun	joKima
rival_noun	prawixvanxvI/viroXI
rivet_noun	kIlaka/riveta/ripata/kIla/KUNtA
rivetor_noun	rivetakAra
rivulet_noun	naxikA/nAlA
roadman_noun	sadaka_karmIZ
roadways_noun	sadaka_mArga/rodaveja
robot_noun	robo
robotics_noun	robotiksa
robust_noun	Tosa/majabUwa
rochester_UNDEFINED	roSestara
rock_noun	cattAna/SEla
rocket-ship_noun	roYketa_jahAja_roYkavela_kaTorawA
rocket_noun	roYketa
rocketry_noun	roYketa_vijFAna
rod_noun	SalAkA/roYda/Cada
rodding_noun	Cada_vyavasWA
role_noun	BUmikA
roll-up_noun	ekawra_honA
roll_noun	belA/bellA/lotana/lota/paFjI/nAmAvalI/Parxa/lapetanA
roller-bearing_noun	rolara_beyariMga
roller_noun	belana/rolara
rolling_noun	bellA/lotana/lotanI/luDakana/bellana/lotanika
rom_noun	roma(kevala_paTanIya_smqwi)
romeo_noun	romio
room_noun	kakRa/kamarA
root_noun	mUla
ropeway_noun	rajjupaWa
rosette_noun	rojeta/gulAbavawa
rosin_noun	ganXrAla
roster_noun	rostara
rot_noun	vigalana/sadanA/kRaya
rotameter_noun	vakra_reKAmApI/rotAmApI
rotary_noun	GUrNI/rotarI
rotate_noun	GUrNana/GumAnA
rotation_noun	GUrNana/Avarwana/cakrAnukrama/pariBramaNa/hera-Pera
rotator_UNDEFINED	GUrNI
rotor_noun	GUrNaka/rotara
rotorcraft_noun	rotarakrAPta
rough_noun	kaccA/rUKA/rukRa/motA/KuraxarA
rougher_noun	rUkRaka
roughing_noun	rUkRawA
roughly_noun	sWUlawa:
roughness_noun	rUkRawA/KuraxarApana/ubada-KAbada
rounded_noun	golAkAra
rounding_noun	niRkoNana/nikatana/pUrNana
roundness_noun	golAI
route_noun	mArga
router_noun	rAUtara/anurmAgaNa
routine_noun	nemakA/nemI/xaswUrI/niwyacaryA/lIka
routiner_noun	nemaka
routing_noun	anumArgana/mAgArBigamana/anumArgaNa/paWa_nirXAraNa/rAUtiMga
royalty_noun	roYyaltI
rs-232c_noun	Ara_esa_232_sI
rtc_noun	Ara_tI_sI_(vAswavika_kAla_GadI)
rti_noun	sUcanA_kA_aXikAra
rubber_noun	rabara/rabada
rubbing_noun	niGarRaNa/ragada
rubidium_UNDEFINED	rUbIdiyama
rude_noun	aSiRta/aBaxra
rule_noun	niyama
ruler_noun	SAsaka/reKaka
ruling_noun	vinirNaya
rumour_noun	aPavAha
run-up_noun	rana-apa
run_noun	XAva
runner_noun	harakArA/ranara/patarI/vAhaka/cakrAla
running_noun	iMjanaGara
runway_noun	XAvanapaWa/ranave
rupture_noun	savixAra/savixAraNa
rural_noun	grAma-/grAmINa/xehAwI
rust_noun	jafga/rawuvA
rustication_noun	viniRkAsana
rusting_noun	jafga_laganA
rydberg_noun	ridabarga
s-band_noun	c_-bEMda
sabotage_noun	woda-Poda/anwaXrvaMsa
sack_noun	nikAla_xenA/barKAswa_karanA
saddening_noun	svalpa_pAraNa/svalpa_Porjana
safe_noun	surakRiwa/nirApaxa/Bayarahiwa/aBaya
safeguard_noun	surakRaNa
safeguarding_noun	surakRiwa_raKanA
safety_noun	saMrakRA/surakRA/kRema
safflower_noun	kusuma
sag_noun	Jola
sailor_noun	nAvika/nOsEnika
salaried_noun	vEwanika/vewanaBogI
salary_noun	vewana/sambalam
sale_noun	bikrI/vikraya
sales-in-charge_noun	bikrI_praBArI
salesman_noun	bikrIkarwA
salient_noun	pramuKa/muKya
saline-alkaline-soil_noun	lavaNIya-kRArIya-mittI
saline_noun	lavaNIya
salinity_noun	lavaNawA/KArApana/lavaNIya
salinization_noun	KArI_banAnA
salt_noun	lavaNa/namaka
salting_noun	lavaNana
saltpetre_noun	SorA
salvage_noun	BraMSa_uxXara/uxXAraNa/kabAda/uxXAraNa-puraskAra/niswAraNa/niswAra
sample_noun	namUnA/prawicayana/prawixarSa/prawixaSa/sEMpala
sampling_noun	prawi_cayana/namUnA_lenA/prawixarSI/prawicayana
sanction_noun	maFjUrI/saMsvIkqwi/svIkqwi
sanctity_noun	paviwrawA/SuxXawA
sanctuary_noun	aBayAraNya
sand_noun	bAlU/rewa
sandwich_noun	sEMdavica
sandy_noun	rewIlI
sane_noun	svasWaciwwa
sanitary_noun	saPAI_kA/svAsWakara/svacCawA/saPAI
sanitation_noun	saPAI/svacCawA/svAsWya-rakRA/svacCawA_prabanXa
sapodilla_noun	cIkU
saponification_noun	svaPejana
satellite-borne_noun	upagraha_vAhiwa
satellite_noun	upagraha/sEtelAita
satelloid_noun	laGu_upagraha
satisfaction_noun	sanwoRa/sanwufRta/samAXAna
satisfactory_noun	sanwoRajanaka/sanwoRapraxa/samAXAnapraxa
satisfiability_noun	sanwoRanIyawA
satisfy_noun	sanwuRta_honA/sanwuRta_karanA
saturate_noun	sanwqpwa
saturated_noun	sanwqpwa
saturation_noun	sanwqpwawA/sanwqpwi/BarAI/sanwqpwikaraNa
savannah_noun	savAnA/uccakatibanXIya_GAsa_ke_mExAna
save_noun	surakRiwa_karo/bacAva_karo
savingram_noun	seviMgrAma/bacawa-wAra
scab-land_noun	viRama_BUmi
scaffolder_noun	pAda_bAXane_vAlA
scalability_noun	mApanIyawA/mApakramaNIyawA
scalar_noun	axiRta/axiSa/skelara
scald_noun	xravaxAha
scale_noun	mAna/swara/xarjA/pEmAnA/papadI/mApa/mApakrama/mApanI/anumApa/skela/Salka/svaragrAma/paladA
scaling_noun	anumApana/papadI_jamanA/sopAnana
scalp_noun	parpatI
scan_noun	bArIka_jAFca_karanA/skEna/kramavIkRaNa
scanner_noun	kramavIkRaka
scanning_noun	aMSekRaNa/kramavIkRaNa
scarcity_noun	nyUnawA/kamI/aBAva
scatter_noun	prakIrNana/prakIrNa/biKarAva
scattered_verb	prakIraNa
scatterer_UNDEFINED	prakIrNaka
scattering_noun	prakIrNana
scatterometer_noun	prakIrNamApI
scavenging_noun	saPAI
scenario_noun	parixqSya/sInArio
scenarist_noun	xqSyaleKaka
scene_noun	xqSya
schedule_noun	anusUcI/kAryakrama/samayAvalI
scheduler_noun	anusUcaka
schema_noun	vivaraNikA
schematic_noun	yojanAbaxXa
scheme_noun	aXiyojanA/yojanA/skIma
scholarship_noun	CAwravqfwwa/vixvawwA/CAwravqwwi
school_noun	skUla/vixyAlaya
schottky_noun	SoYtakI
schrdinger_noun	SrodiMgara
schwinger_noun	SviMgara
scientific_noun	vEjFAnika/vijFAnI
scientist_noun	vEjFAnika/vijFAnI
scintillation_noun	prasPuraNa/sPUraNa
scoop_noun	uxagarwa
scope_noun	kAryakRewra/kArya_kRewra/pariXi/viswAra/vyApwi/avasara/viRaya_kRewra/kArya-kRewra
score_noun	skora/prApwAfka
scorer_noun	gaNaka
scorpion_noun	vqScika
scouring_noun	nirGarRaNa
scout_noun	bAlacara/skAuta
scrambler_noun	biKeraka/asPutaka
scrambling_noun	biKeranA/PeMtana
scrap_noun	skrEpa/ukacCaRta
scraping_noun	KuracanA
scratch_noun	KaroMca;_Kara-Kara_(Xvani)/liKamita
screen_noun	Cawwaka/jAlI/avawaraNa/prapatta
screeners_noun	skrInarsa
screening_noun	AvaraNa/sannirIkRaNa/CAnabIna/CAnanA/saMvIkRaNa
screw_noun	pecaM
screwer_noun	pecakasiyA
script_noun	AleKa/lipi
scroll_noun	pariluNTana
scrolling_noun	kuNdalana/skroYlana
scrubber_noun	mArjaka
scruper_noun	KuracanI
scrutinizer_noun	saMvIkRaka
scrutinizing_noun	saMvIkRaNa
scrutiny_noun	saMvIkRA/CAnabIna
sculptor_noun	mUrwikAra
sea-bed_noun	samuxra_wala
seal_noun	muxrA/mohara/mohara_lagAnA/sIla/mohara;_banxa_karanA
sealed_noun	moharabanxa/mohara_banxa
sealer_noun	muxrAfkaka
seam_noun	sIvana
seaman_noun	nAvika/sImEna
seamless_noun	joda_rahiwa/sIvanahIna
search_noun	Koja/walASI/walASa/walASa_karanA
searchable_noun	anveRaNIya/KojanIya
searching_noun	anveRaNa/KojanA/KojakriyA
seasonal_noun	mOsamI/sAmayika
seavenger_noun	apamArjaka
seccession_noun	pArWakya/pqWak_honA
secondary_noun	gONa/mAXyamika/xviwIya/saFcAyaka/xviwIyaka
secrecy_noun	gopanIyawA
secret_noun	gupwa/gupwa_bAwa
secretariat_noun	sacivAlaya
secretary_noun	saciva/manwrI_(kisI_saMsWA_kA)
section_noun	anuBAga/XArA/KaNda/kAta/paricCexa/sekSana
sector_noun	avaKaNda/sektara/KaNda/kRewra/kRewraka
sectorally_noun	kRewrIya
secular_noun	panWanirapekRa/XarmanirapekRa
securities_noun	prawiBUwiyAM
security_noun	prawiBUwi/surakRA
sediment_noun	avasAxa/walaCata/gAxa/kalka
sedimentary_noun	avasAxa-/gAxI/gAxIya
sedimentation_noun	avasAxana/gAxa_jamanA/walaCatIkaraNa
sedimentationist_noun	avasAxanavix
sedimentological_noun	avasAxa_vijFAnI/gAxa_vijFAnI
sedition_noun	rAjaxroha
seed_noun	bIja
seedling_noun	bIja_pOXA/pOXa
seedlings_noun	pOXa
seepage_noun	prasrava/risana/risanA/risAva/Ava
segment_noun	anuBAga/KaNda/vicCexa
segmenter_noun	KaNdaka/vicCexaka
segmenting_noun	KaNdana
segregant_noun	visaMyojaka
segregate_noun	pqWaka_karanA/alaga_karanA
segregated_noun	pqWakkqwa
segregation_noun	pqWakkaraNa/visaMyojana/sampqWakana/viyojana
seismologist_noun	BUkampavijFAnI
seizure_noun	afBagrahaNa
select_noun	cayana
selected_noun	cuniMxA
selection_noun	cayana/varaNa/pravaraNa/selekSana
selectivity_noun	cayanAwmakawA
selector_noun	cayaka/varaka/saMvaraka
selectron_noun	selektroYna
selenium_UNDEFINED	seliniyama
selenozone_noun	canxrameKalA
self-acquired_noun	svArjiwa
self-appraisal_noun	svamUlyAfkana
self-contained_noun	svawaH_pUrNa
self-defence_noun	AwmarakRA
self-explanatory_noun	svawaH_spaRta
self-impinging_noun	svapraGAwI
self-inductance_noun	svaprerakawva
self-interest_noun	svArWa/nijI_lABa/Awmahiwa
seller_noun	vikrewA
semantics_noun	safkewArWa_vijFAna/safkewa_vijFAna/sImeintakI/arWa_vijFAna
semaphore_noun	sImePora
semester_noun	sawrAWa/semestara
semi-arid_noun	arxXaSuRka
semi-automatic_noun	arxXa-svacAilawa
semi-autonomous_noun	arXa-svAyawwa
semi-government_noun	arXasarakArI
semi-ring_noun	valayArXa
semi-rural_noun	arXa-grAmINa
semi-skilled_noun	arXa-kuSala
semi-static_adjective	arXa_sWira
semi-urban_noun	arXa-nagarIya
semiconductor_noun	arXacAlaka/arXa-cAlaka
semidiurnal_noun	arXa-xEnika
semimodule_noun	semimAdyUla
seminar_noun	safgoRTI/vicAra-goRTI
semisphere_noun	golArXa
senate_noun	sIneta/variRTa_saBA
sender_noun	preRaka
senescence_noun	jIrjawA/pawwiyAM_girAnA
senior_noun	variRTa
seniority-cum-fitness_noun	variRTawA_saha_upayukwA
seniority_noun	variRTawA
sensation_noun	saMvexanA/saMvexana
sense_noun	saMvexa/BAva
sensing_noun	saMvexana
sensitive_noun	saMvexanaSIla/sugrAhI/saMvexI/sUkRmagrAhI
sensitivity_noun	sugrAhiwA/saMvexanaSIlawA/sUkRmagrAhiwA
sensor_noun	saMvexaka/saMvexiwra
sentence_noun	xaNdAxeSa
sentinel=flag_)_noun	pawAkA
sepal_noun	bAhyaxala
separate_noun	pqWaka
separation_noun	pqWakana/pqWakkaraNa/pArWakya/anwarAla/viyojana
separator_noun	pqWakkAriwa/pqWakiwra
sepoy_noun	sipAhI
sequence_noun	anukrama
sequencer_noun	anukramiwra/anukramraka
sequencing_noun	anukramaNa
sergeant_noun	sArajeMta
serial_noun	kramika
serialability_noun	kramikawA
serializability_noun	kramaNIyawA
serialization_noun	kramaNa
serializer_noun	kramaka
sericulture_noun	koSakIta_pAlana/reSama_uwpAxana
sericulturist_noun	reSamavijFAnI
series_noun	kramika/SrqfKalA/SreNI/mAlA/avali/SqfKalA
serious_noun	gamBIra
serologist_noun	sIramavijFAnI
servant_noun	sevaka/nOkara
serve_noun	sevA_karanA/wAmIla_karanA/parosanA
server_noun	parisevaka/sevaka
service_noun	sevA/nOkarI/vyavasWA/sevAI/wAmIla_(viXi)
serviceable_noun	upayojya/kAma_meM_lAne_yogya
servicing_noun	saMvAranA_sarvo_wvaraNamApI
servomotor_noun	sarvo_motara
session_noun	sawra/aXiveSana
set-up_noun	DAFcA/vyavasWA/DAcA
set_noun	jamAva/seta/samuccaya/vinyaswa
setext_noun	setektasta
setter_noun	setara
setting_noun	jamanA/xqDIkaraNa/vinyAsa/avasWApana
settlement_noun	banxobaswa/avasWApana/niRIxana/nipatArA/samaJOwA/vyavasWApana
settling_noun	ni:sAxana/sWiraNa
setup_noun	vyavasWA
severally_noun	pqWak-pqWak/alaga-alaga
severance_noun	pqWakkaraNa/vicCexa/viBAjana_(viXi)
severe_noun	ugra
sewage_noun	nikAsa_jala/vAhiwa_mala
sewerage_noun	mala-jala_vyavasWA
sex_noun	liMga/kAma
shackle_noun	SEkala
shade_noun	avakrama/CAyA
shaded_noun	CAyAfkiwa/CAyiwa/CAxiwa
shading_noun	CAyAfkana/CAyAfkaNa
shadow_noun	prawiCAyA
shaft_noun	SAPta/SoYPta/XurA/swamBa/xaNda
shaker_noun	prakampiwra
shaking_noun	hilAnA/hilanA
shallow_noun	uWalA/CiCalA
shank_noun	maXyAfga;_kanXA/kanXa/skanXa
shannon_noun	Senana
shannor_noun	SOnana
shape_noun	Akqwi/AkAra/rUpa
shaper_noun	AkAriwra/AkqwikAra
shaping_noun	rUpaNa
share_noun	aMSa/Seyara/BAga/BAgI_honA/sAJI_honA/BAga_pAnA
shared_noun	sahaBAjIwa
shareholder_noun	SeyaraXArI/Seyaraholdara
shares_noun	Seyara
sharing_noun	sahaBAjana
sharpened_noun	wIkRNakqwa/wIkRNiwa/XAraxAra
shear_noun	aparUpaNa/karwana
sheath_noun	SIWa
sheathing_noun	AvaraNa
sheave_noun	GiranI/caraKI
shed_noun	viBAjaka/pAwana
shedding_noun	JadanA
sheet_noun	cAxara/parawa/parwa/parNa
shell_noun	Kola/kavaca/AvaraNa/koRTaka/SOla/koSikA/parirakRaka/koSa
shield_noun	DAla/kavaca/koSa/SIlda
shielded_noun	parirakRiwa
shift_noun	pArI/sWAnAnwaraNa/sqwi/sarakana/KisakAnA/visWApana
