#Source :: Extracted this dictionary from agriculture1_wiktionary.txt and agriculture2_wiktionary.txt, Agri_Glossaryt.doc	#Source :: Extracted this dictionary from agriculture1_wiktionary.txt and agriculture2_wiktionary.txt, Agri_Glossaryt.doc
#Changes:: 1) Separated single word and multi words into separate dictionaries	#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case	#          2) English words are converted to lower case
#          3) Added category as 'noun#2#RM' by default	#          3) Added category as 'noun#2#RM' by default
#Added  :: By Roja Lakshmi (06-11-14)	#Added  :: By Roja Lakshmi (06-11-14)
#######################################	#######################################
sodic_soil	sodika_mqxA#sodika_mqxA#noun#2#RM
sodium_absorption_ratio	sodiyama_avaSoRaNa_anupAwa#sodiyama_avaSoRaNa_anupAwa#noun#2#RM
soft_water	mqxu_jala#mqxu_jala#noun#2#RM
soil_air	mqxA_vAyu#mqxA_vAyu#noun#2#RM
soil_auger	baramA_mqxA#baramA_mqxA#noun#2#RM
soil_conservation	mqxA_saMrakRaNa#mqxA_saMrakRaNa#noun#2#RM
soil_deplition	mqxA_apakRaya#mqxA_apakRaya#noun#2#RM
soil_erosion	mqxA_aparaxana/BU-katAva/BU-kRaraNa#mqxA_aparaxana/BU-katAva/BU-kRaraNa#noun#2#RM
soil_inventory	mqxA_sUcI_banAnA#mqxA_sUcI_banAnA#noun#2#RM
soil_management	mqxA_prabanXana#mqxA_prabanXana#noun#2#RM
soil_moisture	mqxA_namI#mqxA_namI#noun#2#RM
soil_moisture_replenishment	mqxA_AxrrawA_sampUrwi#mqxA_AxrrawA_sampUrwi#noun#2#RM
soil_science	mqxA_vijFAna#mqxA_vijFAna#noun#2#RM
soil_structure	mqxA_saMracanA#mqxA_saMracanA#noun#2#RM
soil_structure_types	mqxA_saMracanA_ke_prakAra#mqxA_saMracanA_ke_prakAra#noun#2#RM
soil_survey	BUmi/BU-sarvekRaNa#BUmi/BU-sarvekRaNa#noun#2#RM
soil_testing	mqxA_parIkRaNa#mqxA_parIkRaNa#noun#2#RM
soil_texture	mqxA_kaNa_AkAra#mqxA_kaNa_AkAra#noun#2#RM
soil_water_potential_capillary	mqxA_jala_kRamawA_koSakIya#mqxA_jala_kRamawA_koSakIya#noun#2#RM
soil_water_potential_gas_pressure	mqxA_jala_kRamawA_gEsa_xabAva#mqxA_jala_kRamawA_gEsa_xabAva#noun#2#RM
soil_water_potential_gravitational	mqxA_jala_kRamawA_gurUwvIya#mqxA_jala_kRamawA_gurUwvIya#noun#2#RM
soil_water_potential	mqxA_jala_kRamawA#mqxA_jala_kRamawA#noun#2#RM
soil_water_potential_osmotic	mqxA_jala_kRamawA_rasAkarRaNa#mqxA_jala_kRamawA_rasAkarRaNa#noun#2#RM
soil_water_potential_total	mqxA_jala_kRamawA_sampUrNa#mqxA_jala_kRamawA_sampUrNa#noun#2#RM
sole_crop	ekala_Pasala#ekala_Pasala#noun#2#RM
species_diversity	jAwIya_viviXawA#jAwIya_viviXawA#noun#2#RM
specific_resistant	viSiRta_prawiroXa#viSiRta_prawiroXa#noun#2#RM
spindle_leaf	kurkapawwA#kurkapawwA#noun#2#RM
split_application	bANtakara_prayoga_karanA#bANtakara_prayoga_karanA#noun#2#RM
split_application_fertilizer	bANtakara_prayoga_karanA_urvaraka#bANtakara_prayoga_karanA_urvaraka#noun#2#RM
split_application	kiswoM_meM_prayoga#kiswoM_meM_prayoga#noun#2#RM
sprinkler_irrigation	xrapwa_siMcAI#xrapwa_siMcAI#noun#2#RM
stake_holders	paNaXArI/BAgIxAra#paNaXArI/BAgIxAra#noun#2#RM
standard_atmosphere	mAnaka_vAyumaNdala#mAnaka_vAyumaNdala#noun#2#RM
standard_deviation	mAnaka_vicalana#mAnaka_vicalana#noun#2#RM
staple_length	wanwu_kI_lambAI#wanwu_kI_lambAI#noun#2#RM
steering_committee	viRaya_nirvAcana_samiwi#viRaya_nirvAcana_samiwi#noun#2#RM
stem_bleeding	wanAsrAla#wanAsrAla#noun#2#RM
stem_bore	wanA_Cexaka#wanA_Cexaka#noun#2#RM
stem_rot	wanA_sadana#wanA_sadana#noun#2#RM
strip_cropping	pattIxAra_KewI#pattIxAra_KewI#noun#2#RM
strip_tillage	pattIxAra_juwAI#pattIxAra_juwAI#noun#2#RM
structure_index	saMracanA_sUcakAfka#saMracanA_sUcakAfka#noun#2#RM
stubble_mulch	mUda_palavAra#mUda_palavAra#noun#2#RM
sub-surface_tillage	sWalamaNdala_karRaNa#sWalamaNdala_karRaNa#noun#2#RM
sugar_apple	sIwAPala#sIwAPala#noun#2#RM
sugar_beet	cukanxara#cukanxara#noun#2#RM
summer_camp	grIRmakAlIna_Sivira#grIRmakAlIna_Sivira#noun#2#RM
summer_school	grIRmakAlIna_SAlA#grIRmakAlIna_SAlA#noun#2#RM
sun_scotch	sUrya_Julasa#sUrya_Julasa#noun#2#RM
supplemental_irrigation	sampUraka_siMcAI#sampUraka_siMcAI#noun#2#RM
supplemental_sources	sampUraka_mAXyama#sampUraka_mAXyama#noun#2#RM
surface_level_irrigation	sawahI_siMcAI#sawahI_siMcAI#noun#2#RM
surface_run-off	walApavahana#walApavahana#noun#2#RM
surface_sealing	muxraNa-sWAna#muxraNa-sWAna#noun#2#RM
sustainable_agriculture	sWAI_kqRi/tikAU_KewI#sWAI_kqRi/tikAU_KewI#noun#2#RM
sustainable_dryland	sWAI_bArAnI#sWAI_bArAnI#noun#2#RM
sustained_productivity	tikAU_uwpAxakawA#tikAU_uwpAxakawA#noun#2#RM
tall_free_service	binA_mUlya_sevA#binA_mUlya_sevA#noun#2#RM
tap_root	mUsalA_jada/mUsala_mUla#mUsalA_jada/mUsala_mUla#noun#2#RM
teak_plants	tIka_ploYnta#tIka_ploYnta#noun#2#RM
temperate_climate	SIwoRNa_jalavAyu#SIwoRNa_jalavAyu#noun#2#RM
temporary_wilting	asWAyI_mlAnI#asWAyI_mlAnI#noun#2#RM
terrestrial_radiation	BOmika_vikiraNa#BOmika_vikiraNa#noun#2#RM
three_way_cross	wripaWI_safkara/wrijanaka_safkara#wripaWI_safkara/wrijanaka_safkara#noun#2#RM
tillage_contour	samoccareKA_juwAI#samoccareKA_juwAI#noun#2#RM
tillage_deep	gaharI_juwAI#gaharI_juwAI#noun#2#RM
tillage_minimum	nyUnawama_juwAI#nyUnawama_juwAI#noun#2#RM
tillage_mulch	palavAra_juwAI#palavAra_juwAI#noun#2#RM
tillage_primary	prAramBika_juwAI#prAramBika_juwAI#noun#2#RM
tillage_secondary	paravarwI_juwAI#paravarwI_juwAI#noun#2#RM
tilting_flume	tiltaga_PlUma#tiltaga_PlUma#noun#2#RM
time_of_concentration	sAnxrawA_samaya#sAnxrawA_samaya#noun#2#RM
time_tested	samayasamaya_para_jAFcI_gaI#samayasamaya_para_jAFcI_gaI#noun#2#RM
tissue_culture	Uwaka_saMvarXana#Uwaka_saMvarXana#noun#2#RM
topographic_factors	sWAlAkqwi_kAraka#sWAlAkqwi_kAraka#noun#2#RM
total_dry_weight	kula_SuRka_BAra#kula_SuRka_BAra#noun#2#RM
trade_balance	vyApAra_sanwulana#vyApAra_sanwulana#noun#2#RM
trade_promotion	vyApArika_sambarXana#vyApArika_sambarXana#noun#2#RM
traditional_plant_breeding_method	pAramparika_pAxapa_prajanana_paxXawi#pAramparika_pAxapa_prajanana_paxXawi#noun#2#RM
trainer's_training_centre	praSikRaka_praSikRaNa_keMxra#praSikRaka_praSikRaNa_keMxra#noun#2#RM
training_programme	praSikRaNa_kAryakrama#praSikRaNa_kAryakrama#noun#2#RM
transfer_of_technology	prOxyogikI_haswAnwaraNa#prOxyogikI_haswAnwaraNa#noun#2#RM
transgenic_cotton	parAjInI_kapAsa#parAjInI_kapAsa#noun#2#RM
tree_crop	peda/vqkRa_Pasala#peda/vqkRa_Pasala#noun#2#RM
tuber_crops	kanxIya_PasaleM#kanxIya_PasaleM#noun#2#RM
turn_over	KulI_bikrI#KulI_bikrI#noun#2#RM
ultimate_consumer	anwima_upaBokwA#anwima_upaBokwA#noun#2#RM
ultra_structure	awi_sUkRma_racanA#awi_sUkRma_racanA#noun#2#RM
under_utilised_crops	alpa_xohiwa_PasaleM#alpa_xohiwa_PasaleM#noun#2#RM
uneven_land	Ubada-KAbada_jamIna#Ubada-KAbada_jamIna#noun#2#RM
united_nations	saMyukwa_rARtra#saMyukwa_rARtra#noun#2#RM
untiring_efforts	aWaka_prayAsa#aWaka_prayAsa#noun#2#RM
use_efficiency	upayoga_kRamawA#upayoga_kRamawA#noun#2#RM
value_added	guNavarXiwa/mUlya_saMvarXana#guNavarXiwa/mUlya_saMvarXana#noun#2#RM
various_technologies	viBinna_prOxyogikiyAz#viBinna_prOxyogikiyAz#noun#2#RM
various_technology	viBinna_prOxyogikI#viBinna_prOxyogikI#noun#2#RM
vegetative_barrier	vAnaspawika_meDa/vAnaspawika_bAzXa#vAnaspawika_meDa/vAnaspawika_bAzXa#noun#2#RM
vertical_mulching	UXrva_palavAra#UXrva_palavAra#noun#2#RM
village_survey	grAma_sarvekRaNa#grAma_sarvekRaNa#noun#2#RM
voluntary_organisation	svEcCika_safgaTana#svEcCika_safgaTana#noun#2#RM
waste_land	bekAra_BUmi/vyarWa_BUmi/baFjara_BUmi#bekAra_BUmi/vyarWa_BUmi/baFjara_BUmi#noun#2#RM
waste_products	avaSiRta_uwpAxa#avaSiRta_uwpAxa#noun#2#RM
water_balance_equation	jala_sanwulana_samIkaraNa#jala_sanwulana_samIkaraNa#noun#2#RM
water_balance	jala_sanwulana#jala_sanwulana#noun#2#RM
water_deficit	jala_kI_sImA#jala_kI_sImA#noun#2#RM
water_harvesting	jala_saFcayana#jala_saFcayana#noun#2#RM
water_logging	jala-lagnawA/jalaroXa/jalAkramaNa#jala-lagnawA/jalaroXa/jalAkramaNa#noun#2#RM
water_melon	warabUja#warabUja#noun#2#RM
water_requirement	jala_AvaSyakawA#jala_AvaSyakawA#noun#2#RM
water_resistant	jalaroXI#jalaroXI#noun#2#RM
watershed_management	jalagrahaNa_prabanXana#jalagrahaNa_prabanXana#noun#2#RM
water_table	AMrBAEma_jalaswara/jala_sUcI#AMrBAEma_jalaswara/jala_sUcI#noun#2#RM
water_use_efficiency	jala_upayoga_xakRawA#jala_upayoga_xakRawA#noun#2#RM
water_yield	jala_upaja#jala_upaja#noun#2#RM
weather_forecast	mOsama_kA_pUrvAnumAna#mOsama_kA_pUrvAnumAna#noun#2#RM
weeding_out	nirAI-gudAI/CaztAI#nirAI-gudAI/CaztAI#noun#2#RM
wettable_sulphur	nilambanaSIla_ganXaka#nilambanaSIla_ganXaka#noun#2#RM
white_ant	xImaka#xImaka#noun#2#RM
white_goose_foot	baWuA#baWuA#noun#2#RM
white_grubs	saPexa_sUNdI#saPexa_sUNdI#noun#2#RM
wind_velocity	vAyu_vega#vAyu_vega#noun#2#RM
world_trade_organization	viA_vyApAra_safgaTana#viA_vyApAra_safgaTana#noun#2#RM
yard_stick	mAnaxaNda#mAnaxaNda#noun#2#RM
yellow_rust	haraxA/pIlA_kitta#haraxA/pIlA_kitta#noun#2#RM
yellow_rust_of_wheat	gehUz_kA_pIwa_kitta#gehUz_kA_pIwa_kitta#noun#2#RM
yellow_spot_of_pine_apple	anannAsa_pawi_ciwwI#anannAsa_pawi_ciwwI#noun#2#RM
yoke_tie	jowa/jowA#jowa/jowA#noun#2#RM
young_stock	bAla_paSuXana#bAla_paSuXana#noun#2#RM
zero_grazing	SUnya_carAI#SUnya_carAI#noun#2#RM
zero_tillage	SUnya_juwAI/SUnya_karRaNa#SUnya_juwAI/SUnya_karRaNa#noun#2#RM
zigzag_harrow	tedA-medA_hEro#tedA-medA_hEro#noun#2#RM
zinc_oxide	jiMka_oYksAida#jiMka_oYksAida#noun#2#RM
zonal_climatogenic_soil	kRewrIya_jalavAyu_praBAviwa_mqxA#kRewrIya_jalavAyu_praBAviwa_mqxA#noun#2#RM
zonal_coordinator	kRewrIya_samanvayaka#kRewrIya_samanvayaka#noun#2#RM
zonal_coordinator_unit	kRewrIya_samanvayaka_ikAI/yUnita#kRewrIya_samanvayaka_ikAI/yUnita#noun#2#RM
zonal_soil	kRewrIya/jonala_mqxA#kRewrIya/jonala_mqxA#noun#2#RM
peanut_soup	mUzgaPalI_se_banA_SorabA#mUzgaPalI_se_banA_SorabA#noun#2#RM
peanut_milk	mUzgaPalI_kA_xUXa#mUzgaPalI_kA_xUXa#noun#2#RM
oilcake_meal	KalI_kA_motA_AtA#KalI_kA_motA_AtA#noun#2#RM
catch_crop	anwaravarwI_Pasala#anwaravarwI_Pasala#noun#2#RM
deep_rooted	gaharI_jada_vAlA#gaharI_jada_vAlA#adjective#2#RM
cane_growing	gannA_uwpAxana#gannA_uwpAxana#adjective#2#RM
scarab_beetle	gubarElA# gubarElA#noun#2#RM
nesting_sites	Gosale_kI_jagahoM#Gosale_kI_jagahoM#noun#2#RM
nutrient_cycling	poRaka_wawv_cakkara_praNAlI#poRaka_wawv_cakkara_praNAlI#2#RM
