#administrative multi word dictionary extracted by Shubangi. Formatted by Roja (26-01-2016)	#administrative multi word dictionary extracted by Shubangi. Formatted by Roja (26-01-2016)
#Changes:: 1) Separated single word and multi words into separate dictionaries	#Changes:: 1) Separated single word and multi words into separate dictionaries
#          2) English words are converted to lower case	#          2) English words are converted to lower case
#          3) Added category as 'noun' by default	#          3) Added category as 'noun' by default
#	   4) If last word is not punctuation then treated last word as head 
#	      or else treated last but one word as head
#################################################################################	#################################################################################
pension_card	peMSana_kArda#peMSana_kArda#noun#2#RM
pension_clerk	peMSana_klarka#peMSana_klarka#noun#2#RM
pension_contributio	peMSana_aMSaxAna#peMSana_aMSaxAna#noun#2#RM
pension_fund	peMSana_niXi#peMSana_niXi#noun#2#RM
pension_papers	peMSana_kAgajAwa#peMSana_kAgajAwa#noun#2#RM
pension_pay_order	peMSana_pattA#peMSana_pattA#noun#3#RM
pension_payment_office	peMSana_BugawAna_kAryAlaya#peMSana_BugawAna_kAryAlaya#noun#3#RM
pension_scheme	peMSana_yojanA#peMSana_yojanA#noun#2#RM
pensionable_post	peMSanI_paxa#peMSanI_paxa#noun#2#RM
pensionary_benefits	peMSana_hiwalABa#peMSana_hiwalABa#noun#2#RM
pensionary_charges	peMSana_sambanXI_praBAra#peMSana_sambanXI_praBAra#noun#2#RM
pensioners_half	peMSanara_afrXakA#peMSanara_afrXakA#noun#2#RM
peon_book	caparAsI-bahI#caparAsI-bahI#noun#2#RM
per_annum	prawivarRa/vAfrRaka/sAlAnA#prawivarRa/vAfrRaka/sAlAnA#noun#2#RM
per_bearer	vAhaka_xvArA/grAhaka_xvArA/vAhaka_ke_hAWa#vAhaka_xvArA/grAhaka_xvArA/vAhaka_ke_hAWa#noun#2#RM
per_capita	prawi_vyakwi#prawi_vyakwi#noun#2#RM
per_capita_income	prawi_vyawi_Aya#prawi_vyawi_Aya#noun#3#RM
per_mensem	prawimAsa/mAhavAra#prawimAsa/mAhavAra#noun#2#RM
percentage_point	prawiSawawA_afka#prawiSawawA_afka#noun#2#RM
perforamnce_register	niRpAxana_rajistara#niRpAxana_rajistara#noun#2#RM
perforating_machine	Cixraka_maSIna#Cixraka_maSIna#noun#2#RM
performance_audit	niRpAxana_leKAparIkRA#niRpAxana_leKAparIkRA#noun#2#RM
performance_budget	niRpAxana_bajata#niRpAxana_bajata#noun#2#RM
performance_efficiency	niRpAxana_xakRawA#niRpAxana_xakRawA#noun#2#RM
performance_index	niRpAxana_sUcaka#niRpAxana_sUcaka#noun#2#RM
performance_rating	niRpAxana_mUlyAfkana#niRpAxana_mUlyAfkana#noun#2#RM
performance_report	kArya-niRpAxana_riporta#kArya-niRpAxana_riporta#noun#2#RM
performancy_evaluation	niRpAxana_mUlyAfkana#niRpAxana_mUlyAfkana#noun#2#RM
period_under_review	samIkRAXIna_avaXi#samIkRAXIna_avaXi#noun#3#RM
periodical_inspection	AvaXika_nirIkRaNa/samaya-samaya_para_nirIkRaNa#AvaXika_nirIkRaNa/samaya-samaya_para_nirIkRaNa#noun#2#RM
periodical_report	AvaXika_riporta#AvaXika_riporta#noun#2#RM
periodical_return	AvaXika_vivaraNI#AvaXika_vivaraNI#noun#2#RM
perishable_goods	vinASaSIla_sAmAna/vikArI_mAla#vinASaSIla_sAmAna/vikArI_mAla#noun#2#RM
permanent_absorption	sWAyI_Amelana#sWAyI_Amelana#noun#2#RM
permanent_address	sWAyI_pawA#sWAyI_pawA#noun#2#RM
permanent_appointment	sWAyI_niyukwi#sWAyI_niyukwi#noun#2#RM
permanent_lessee	sWAyI_pattexAra#sWAyI_pattexAra#noun#2#RM
permanent_pensionable_post	sWAyI_peMSanI_paxa#sWAyI_peMSanI_paxa#noun#3#RM
permanent_post	sWAyI_paxa#sWAyI_paxa#noun#2#RM
permanent_vacancy	sWAyI_rikwi#sWAyI_rikwi#noun#2#RM
permanent_way_inspetcor	rela_paWa_nirIkRaka#rela_paWa_nirIkRaka#noun#3#RM
permanent_way_mistry	rela_paWa_miswrI#rela_paWa_miswrI#noun#3#RM
permissible_limit	anumeya_sImA#anumeya_sImA#noun#2#RM
perpetual_annuity	cira_vAfrRakI#cira_vAfrRakI#noun#2#RM
perpetual_lease	sWAyI_pattA#sWAyI_pattA#noun#2#RM
persian_unit	PArasI_ekaka#PArasI_ekaka#noun#2#RM
persona_non_grata	avAFCiwa_vyakwi/agrAhya_vyakwi#avAFCiwa_vyakwi/agrAhya_vyakwi#noun#3#RM
personal_bond	mucalakA/svIya_banXapawra#mucalakA/svIya_banXapawra#noun#2#RM
personal_contact_programme	vEyakwika_samparka_kAryakrama#vEyakwika_samparka_kAryakrama#noun#3#RM
personal_data	vEyakwika_sUcanA/vyakwi_vqwwa#vEyakwika_sUcanA/vyakwi_vqwwa#noun#2#RM
personal_effects	nijI_sAmAna#nijI_sAmAna#noun#2#RM
personal_identification	vEyakwika_pahacAna_cihna#vEyakwika_pahacAna_cihna#noun#2#RM
personal_mark	vEyakwika_cihna#vEyakwika_cihna#noun#2#RM
personal_pay	vEyakwika_vewana#vEyakwika_vewana#noun#2#RM
personal_section	nijI_viBAga#nijI_viBAga#noun#2#RM
personnel_assistant	nijI_sahAyaka#nijI_sahAyaka#noun#2#RM
personnel_department	kArmika_viBAga#kArmika_viBAga#noun#2#RM
personnel_inspector	kArmika_nirIkRaka#kArmika_nirIkRaka#noun#2#RM
personnel_section	kArmika_viBAga#kArmika_viBAga#noun#2#RM
perssonel_officer	kArmika_aXikArI#kArmika_aXikArI#noun#2#RM
perssonel_relations_officer	kArmika_samparka_aXikArI#kArmika_samparka_aXikArI#noun#3#RM
pertaining_to	sambanXiwa/ke_sambanXa_meM/se_sambanXiwa/ke_sambanXa_meM#sambanXiwa/ke_sambanXa_meM/se_sambanXiwa/ke_sambanXa_meM#noun#2#RM
pest_control_officer	pesta_niyanwraNa_aXikArI#pesta_niyanwraNa_aXikArI#noun#3#RM
petition_writer	ajaInavIsa#ajaInavIsa#noun#2#RM
petrol_pump_keeper	petrola_pampa_rakRaka#petrola_pampa_rakRaka#noun#3#RM
petrol_rail_car_driver	petrola_rela_kAra_drAivara#petrola_rela_kAra_drAivara#noun#4#RM
petrol_viewer	petrola_vIkRaka#petrola_vIkRaka#noun#2#RM
petroleum_geologist	petroliyama_BUvijFAnI#petroliyama_BUvijFAnI#noun#2#RM
petty_contingent_voucher	KuxarA_Akafsmaka_vyaya_vAucara#KuxarA_Akafsmaka_vyaya_vAucara#noun#3#RM
petty_officer	petI_aPasara#petI_aPasara#noun#2#RM
pharmaceutical_chemist	BEeRaja_rasAyanajFa#BEeRaja_rasAyanajFa#noun#2#RM
pharmacology_department	BeRajaguNa_vijFAna_viBAga#BeRajaguNa_vijFAna_viBAga#noun#2#RM
philosophy_department	xarSana_viBAga#xarSana_viBAga#noun#2#RM
photo_and_cinema_officer	Poto_Ora_sinemA_aXikArI#Poto_Ora_sinemA_aXikArI#noun#4#RM
photo_artist	CavikAra#CavikAra#noun#2#RM
photo_division	Poto_praBAga#Poto_praBAga#noun#2#RM
photo_litho_operator	Poto_liWo_pracAlaka#Poto_liWo_pracAlaka#noun#3#RM
photo_printer	Poto_muxraka#Poto_muxraka#noun#2#RM
photostat_copy	Poto_prawi#Poto_prawi#noun#2#RM
photostat_machine	Potosteta_maSIna#Potosteta_maSIna#noun#2#RM
photostat_operator	PotostEta_maSIna_pracAlaka#PotostEta_maSIna_pracAlaka#noun#2#RM
physical_checking	prawyakRa_jAca#prawyakRa_jAca#noun#2#RM
physical_cultural_instructor	vyAyAma_anuxeSaka#vyAyAma_anuxeSaka#noun#3#RM
physical_education	vyAyAma_SikRA#vyAyAma_SikRA#noun#2#RM
physical_education_and_research_division	vyAyAma_SikRA_Ora_anusanXAna_praBAga#vyAyAma_SikRA_Ora_anusanXAna_praBAga#noun#5#RM
physical_fitness_and_drill_instructor	SArIrika_svasWawA_Ora_kavAyaxa_anuxeSaka#SArIrika_svasWawA_Ora_kavAyaxa_anuxeSaka#noun#5#RM
physical_fitness_certificate	SArIrika_svasWawA_pramANapawra#SArIrika_svasWawA_pramANapawra#noun#3#RM
physical_training_instructor	vyAyAma_anuxeSaka#vyAyAma_anuxeSaka#noun#3#RM
physical_vacancy	vAswavika_rikwi#vAswavika_rikwi#noun#2#RM
physical_verification	prawyakRa_sawyApana#prawyakRa_sawyApana#noun#2#RM
physically_handicapped	vikalAfga#vikalAfga#noun#2#RM
pick-up_driver	pikaapa_cAlaka#pikaapa_cAlaka#noun#2#RM
piece_rate	ujarawI_xara#ujarawI_xara#noun#2#RM
piece_wages	ujarawa#ujarawa#noun#2#RM
piece_work	ujarawI_kAma#ujarawI_kAma#noun#2#RM
pilot_officer	pAilata_aPasara#pAilata_aPasara#noun#2#RM
pilot_programme	agragAmI_kAryakrama/prAyogika_kAryakrama#agragAmI_kAryakrama/prAyogika_kAryakrama#noun#2#RM
pilot_project	agragAmI_pariyojanA/prAyogika_pariyojanA#agragAmI_pariyojanA/prAyogika_pariyojanA#noun#2#RM
pin_(_postal_index_number_)	pina#pina#noun#5#RM
pin_cushion	pina_kuSana/pina_gaxxI#pina_kuSana/pina_gaxxI#noun#2#RM
pipeline_inspector	nala_nirIkRaka#nala_nirIkRaka#noun#2#RM
place_of_birth	janma_sWAna#janma_sWAna#noun#3#RM
placed_at_the_disposal_of	ko_sOMpA_gayA/ko_sulaBa_kiyA_gayA#ko_sOMpA_gayA/ko_sulaBa_kiyA_gayA#noun#5#RM
placed_under_suspension	nilambiwa#nilambiwa#noun#3#RM
plainer_(_planer_)	ranxAkAra#ranxAkAra#noun#3#RM
plan_outlay	AyojanA_parivyaya/yojanA_parivyaya#AyojanA_parivyaya/yojanA_parivyaya#noun#2#RM
plan_performance	yojanA_niRpAxana#yojanA_niRpAxana#noun#2#RM
plan_period	yojanA_avaXi#yojanA_avaXi#noun#2#RM
plan_recorder	yojanA_afBaleKaka#yojanA_afBaleKaka#noun#2#RM
planned_economy	yojanAbaxXa_arWavyavasWA#yojanAbaxXa_arWavyavasWA#noun#2#RM
planning_and_development_unit	yojanA_Ora_vikAsa_ekaka#yojanA_Ora_vikAsa_ekaka#noun#4#RM
planning_assistant	yojanA_sahAyaka#yojanA_sahAyaka#noun#2#RM
planning_commission	yojanA_Ayoga#yojanA_Ayoga#noun#2#RM
planning_engineer	yojanA_iMjIniyara#yojanA_iMjIniyara#noun#2#RM
planning_machinery	yojanA_wanwra#yojanA_wanwra#noun#2#RM
planning_officer	yojanA_aXikArI#yojanA_aXikArI#noun#2#RM
plant-in_charge_,_water_softening	saMyanwra_praBArI/jala_mqxUkaraNa#saMyanwra_praBArI/jala_mqxUkaraNa#noun#5#RM
plant_breeder	pAipa_prajanaka/pOXA_prajanaka#pAipa_prajanaka/pOXA_prajanaka#noun#2#RM
plant_chargeman	saMyanwra_kAryekRaka/saMyanwra_cArjamEna#saMyanwra_kAryekRaka/saMyanwra_cArjamEna#noun#2#RM
plant_collector	pAipa_safgrAhaka/pOXA_safgrAhaka#pAipa_safgrAhaka/pOXA_safgrAhaka#noun#2#RM
plant_diseases	pAxapa_roga#pAxapa_roga#noun#2#RM
plant_forman	saMyanwra_PoramEna#saMyanwra_PoramEna#noun#2#RM
plant_inspector	saMyanwra_nirIkRaka#saMyanwra_nirIkRaka#noun#2#RM
plant_introduction_sub-station	pAxapa_pravarwana_upakeMxra#pAxapa_pravarwana_upakeMxra#noun#3#RM
plant_pathologist	pAxapa_rogavijFAnI/pOXA_rogavijFAnI#pAxapa_rogavijFAnI/pOXA_rogavijFAnI#noun#2#RM
plant_physiologist	pAxapa_kriyAvijFAnI#pAxapa_kriyAvijFAnI#noun#2#RM
plant_protection_adviser	vanaspawi_rakRaNa_salAhakAra#vanaspawi_rakRaNa_salAhakAra#noun#3#RM
plant_protection_officer	vanaspawi_rakRaNa_aXikArI#vanaspawi_rakRaNa_aXikArI#noun#3#RM
plant_quarntine	pAxapa_safgaroXa#pAxapa_safgaroXa#noun#2#RM
plantation_jamadar	ropaNa_jamAxAra#ropaNa_jamAxAra#noun#2#RM
plasma_officer	plAvikA_aXikArI/plAjmA_aPasara#plAvikA_aXikArI/plAjmA_aPasara#noun#2#RM
plaster_mould_technician	plAstara_sAcA_wakanISiyana#plAstara_sAcA_wakanISiyana#noun#3#RM
plastic_money	plAfstaka_muxrA#plAfstaka_muxrA#noun#2#RM
plastic_prosthetics	plAfstaka_kqwrimAfga#plAfstaka_kqwrimAfga#noun#2#RM
plate_keeper	pleta_kIpara#pleta_kIpara#noun#2#RM
plate_laying_inspector	pleta_leiMga_nirIkRaka#pleta_leiMga_nirIkRaka#noun#3#RM
platform_assistant	pletaPArma_sahAyaka#pletaPArma_sahAyaka#noun#2#RM
platform_inspector	pletaPArma_nirIkRaka#pletaPArma_nirIkRaka#noun#2#RM
platform_porter	pletaPArma_BArika#pletaPArma_BArika#noun#2#RM
platform_supervisor	pletaPArma_paryavekRaka#pletaPArma_paryavekRaka#noun#2#RM
platinum_jubilee	pletinama_jayanwI#pletinama_jayanwI#noun#2#RM
platoon_commander	plAtUna_kamANdara#plAtUna_kamANdara#noun#2#RM
please_acknowledge_receipt	kqpayA_pAvawI_BejeM/kqpayA_prApwi-sUcanA_xeM#kqpayA_pAvawI_BejeM/kqpayA_prApwi-sUcanA_xeM#noun#3#RM
please_comply_before_due_date	kqpayA_niyawa_samaya_se_pahale_isakA_pAlana_kiyA_jAe#kqpayA_niyawa_samaya_se_pahale_isakA_pAlana_kiyA_jAe#noun#5#RM
please_discuss	carcA_kIjie#carcA_kIjie#noun#2#RM
please_discuss_with_papers	kAgaja-pawroM_ke_sAWa_carcA_kIjie#kAgaja-pawroM_ke_sAWa_carcA_kIjie#noun#4#RM
please_expedite_compliance	SIGra_anupAlana_kIjie#SIGra_anupAlana_kIjie#noun#3#RM
please_expedite_the_return_of_this_file	kqpayA_isa_PAila_ko_SIGra_lOtAe#kqpayA_isa_PAila_ko_SIGra_lOtAe#noun#7#RM
please_handover_your_charge_to_shri...	kqpayA_apanA_kArya-BAra_SrI---ko_sOMpa_xeM#kqpayA_apanA_kArya-BAra_SrI---ko_sOMpa_xeM#noun#6#RM
please_put_up_with_previous_papers	kqpayA_ise_piCale_kAgaja-pawroM_ke_sAWa_praswuwa_kareM#kqpayA_ise_piCale_kAgaja-pawroM_ke_sAWa_praswuwa_kareM#noun#6#RM
please_see_for_precedent	najIra_ke_lie_kqpayA_xeKie/pUrva-uxAharaNa_ke_lie_kqpayA_xeKie#najIra_ke_lie_kqpayA_xeKie/pUrva-uxAharaNa_ke_lie_kqpayA_xeKie#noun#4#RM
please_sign_in_hindi	kqpayA_hiMxI_meM_haswAkRara_kareM#kqpayA_hiMxI_meM_haswAkRara_kareM#noun#4#RM
please_speak	bAwa_kIjie#bAwa_kIjie#noun#2#RM
please_treat_this_as_strictly_confidential	ise_sarvaWA_gopanIya_samaJeM#ise_sarvaWA_gopanIya_samaJeM#noun#6#RM
please_use_hindi_in_correspondence	kqpayA_pawrAcAra_meM_hiMxI_kA_prayoga_kareM#kqpayA_pawrAcAra_meM_hiMxI_kA_prayoga_kareM#noun#5#RM
plenary_conference	pUrNa_sammelana#pUrNa_sammelana#noun#2#RM
plenary_session	pUrNa_aXiveSana#pUrNa_aXiveSana#noun#2#RM
plinth_area	kursI_kRewraPala#kursI_kRewraPala#noun#2#RM
plus_amendments_and_minus	vqxfXa_ke_saMSoXana_Ora_kamI_ke_saMSoXana#vqxfXa_ke_saMSoXana_Ora_kamI_ke_saMSoXana#noun#4#RM
plus_and_minus	vqxfXa_waWA_kamI/jodanA-GatAnA/Xana-_Na#vqxfXa_waWA_kamI/jodanA-GatAnA/Xana-_Na#noun#3#RM
poaching_guard	coraSikAra_gArda#coraSikAra_gArda#noun#2#RM
point_of_order	vyavasWA_kA_praSna#vyavasWA_kA_praSna#noun#3#RM
police_automobile_officer	pulisa_motara_vAhana_aXikArI#pulisa_motara_vAhana_aXikArI#noun#3#RM
police_inspector_(_inspector_of_police_)	pulisa_nirIkRaka#pulisa_nirIkRaka#noun#6#RM
police_prosecuter	pulisa_afBayojaka#pulisa_afBayojaka#noun#2#RM
police_station_officer_(_police_station_house_officer_)	WAnexAra/WAnA_praBArI#WAnexAra/WAnA_praBArI#noun#8#RM
policy_direction	nIwi_nirxeSa#nIwi_nirxeSa#noun#2#RM
political_activity	rAjanIwika_sakriyawA/rAjanIwika_kriyAkalApa#rAjanIwika_sakriyawA/rAjanIwika_kriyAkalApa#noun#2#RM
political_affairs	rAjanIwika_mAmale#rAjanIwika_mAmale#noun#2#RM
political_department	rAjanIwika_viBAga/rAjanIwika_viBAga#rAjanIwika_viBAga/rAjanIwika_viBAga#noun#2#RM
political_interference	rAjanIwika_haswakRepa#rAjanIwika_haswakRepa#noun#2#RM
political_officer	rAjanIwika_aXikArI#rAjanIwika_aXikArI#noun#2#RM
polling_booth	mawaxAna_bUWa#mawaxAna_bUWa#noun#2#RM
polling_officer	mawaxAna_aXikArI#mawaxAna_aXikArI#noun#2#RM
polymer_chemist	bahulaka_rasAyanajFa#bahulaka_rasAyanajFa#noun#2#RM
pool_officer	pUla_aXikArI#pUla_aXikArI#noun#2#RM
pool_staff	pUla_amalA/pUla_karmacArI#pUla_amalA/pUla_karmacArI#noun#2#RM
port_conservator	pawwana_saMrakRaka#pawwana_saMrakRaka#noun#2#RM
port_cypher_book_officer	pawwana_bIjaleKa_aPasara#pawwana_bIjaleKa_aPasara#noun#4#RM
port_department	pawwana_viBAga#pawwana_viBAga#noun#2#RM
port_officer	pawwana_aXikArI/banxaragAha_aXikArI#pawwana_aXikArI/banxaragAha_aXikArI#noun#2#RM
port_trust	pawwana_nyAsa/pawwana_trasta#pawwana_nyAsa/pawwana_trasta#noun#2#RM
portfolio_(_of_minister_)	portaPoliyo_viBAga#portaPoliyo_viBAga#noun#4#RM
post-dated_cheque	uwwara-xinAfkiwa_cEka#uwwara-xinAfkiwa_cEka#noun#2#RM
post_and_telegraph_board	dAka-wAra_borda#dAka-wAra_borda#noun#4#RM
post_bag	dAka_WOlA#dAka_WOlA#noun#2#RM
post_copy	dAka_prawi#dAka_prawi#noun#2#RM
post_facto_sanction	kAyowwara_maFjUrI#kAyowwara_maFjUrI#noun#3#RM
post_graduate	snAwakowwara#snAwakowwara#noun#2#RM
post_master	postamAstara#postamAstara#noun#2#RM
post_master_general	mahApostamAstara/postamAstara_janarala#mahApostamAstara/postamAstara_janarala#noun#3#RM
post_mortem_examination	Sava_parIkRA/maraNowwara_parIkRA#Sava_parIkRA/maraNowwara_parIkRA#noun#3#RM
post_office	dAkaGara/dAkaKAAnA#dAkaGara/dAkaKAAnA#noun#2#RM
post_office_box	dAka_baksA#dAka_baksA#noun#3#RM
postage_stamp	dAka-tikata#dAka-tikata#noun#2#RM
postal_address	dAka-pawA#dAka-pawA#noun#2#RM
postal_authorities	dAka_prAXikArI#dAka_prAXikArI#noun#2#RM
postal_board	dAka_borda#dAka_borda#noun#2#RM
postal_certificate	dAka_pramANapawra#dAka_pramANapawra#noun#2#RM
postal_copies	dAka_prawiyA#dAka_prawiyA#noun#2#RM
postal_dak	postala_dAka#postala_dAka#noun#2#RM
postal_life_insurance	dAka_jIvana_bImA#dAka_jIvana_bImA#noun#3#RM
postal_services_sports_control_board	dAka_sevA_KelakUxa_niyanwraNa_borda#dAka_sevA_KelakUxa_niyanwraNa_borda#noun#5#RM
posthumous_award	maraNowwara_puraskAra#maraNowwara_puraskAra#noun#2#RM
postin_order	wEnAwI_AxeSa#wEnAwI_AxeSa#noun#2#RM
posts_and_telegraph	dAka-wAra#dAka-wAra#noun#3#RM
posts_and_telegraph_department	dAka-wAra_viBAga#dAka-wAra_viBAga#noun#4#RM
postscript_(_p.s._)	punaSca/paScaleKa#punaSca/paScaleKa#noun#3#RM
pottery_supervisor	mqxBANda_paryavekRaka#mqxBANda_paryavekRaka#noun#2#RM
poultry_development_officer	kukkuta-vikAsa_aXikArI#kukkuta-vikAsa_aXikArI#noun#3#RM
poultry_farming	kukkuta_pAlana#kukkuta_pAlana#noun#2#RM
pound_keeper	kAjI_hAusa_muMSI#kAjI_hAusa_muMSI#noun#2#RM
power_controller	maSIna_niyanwraka/wanwra_niyanwraka#maSIna_niyanwraka/wanwra_niyanwraka#noun#2#RM
power_crisis	bijalI_safkata#bijalI_safkata#noun#2#RM
power_house	bijalI_Gara#bijalI_Gara#noun#2#RM
power_of_attorney	muKwAranAmA#muKwAranAmA#noun#3#RM
power_process_operator	pAudara_prakriyA_pracAlaka#pAudara_prakriyA_pracAlaka#noun#3#RM
power_recorder	Sakwi_afBaleKI/bijalI_afBaleKI#Sakwi_afBaleKI/bijalI_afBaleKI#noun#2#RM
power_room_attendant	vixyuw_kakRa_paricara#vixyuw_kakRa_paricara#noun#3#RM
power_station_operator	bijalI_Gara_pracAlaka#bijalI_Gara_pracAlaka#noun#3#RM
power_superintendent	Sakwi_aXIkRaka/bijalI_aXIkRaka#Sakwi_aXIkRaka/bijalI_aXIkRaka#noun#2#RM
practical_experienc	vyAvahArika_anuBava#vyAvahArika_anuBava#noun#2#RM
pre-investment_survey	niveSapUrva_sarvekRaNa#niveSapUrva_sarvekRaNa#noun#2#RM
pre-partition_claim	viBAjana_se_pahale_ke_xAve#viBAjana_se_pahale_ke_xAve#noun#2#RM
pre-planned_action	pUrvaniyojiwa_kAravAI#pUrvaniyojiwa_kAravAI#noun#2#RM
pre-professional_course_(_p.p.c._)	pUrva_vyAvasAyika_pAT_yakrama#pUrva_vyAvasAyika_pAT_yakrama#noun#4#RM
pre-receipted_bill	rasIxa_sahiwa_bila#rasIxa_sahiwa_bila#noun#2#RM
pre-university_course_(_p.u.c._)	pUrva_viSvavixyAlayI_pATyakrama#pUrva_viSvavixyAlayI_pATyakrama#noun#4#RM
precautionary_measure	pUvopAya/ehawiyAwI_kAravAI#pUvopAya/ehawiyAwI_kAravAI#noun#2#RM
preceding_notes	pUrvavarwIZ_tippaNiyA#pUrvavarwIZ_tippaNiyA#noun#2#RM
precision_turner	sUkmakarma_KarAxI#sUkmakarma_KarAxI#noun#2#RM
precission_miller	sUkma_warASaka#sUkma_warASaka#noun#2#RM
predetermined_cost	pUrvanirXAriwa_lAgawa#pUrvanirXAriwa_lAgawa#noun#2#RM
preferential_purchase	aXimAnI_kraya/warajIhI_KarIxa#aXimAnI_kraya/warajIhI_KarIxa#noun#2#RM
preliminary_enquiry	prAraMfBaka_jAFca#prAraMfBaka_jAFca#noun#2#RM
preliminary_examination	prAraMfBaka_jAca/prAraMfBaka_parIkRaNa#prAraMfBaka_jAca/prAraMfBaka_parIkRaNa#noun#2#RM
preliminary_grant	prAraMfBaka_anuxAna#prAraMfBaka_anuxAna#noun#2#RM
preliminary_report	prAraMfBaka_riporta#prAraMfBaka_riporta#noun#2#RM
premature_encashment	samayapUrva_BunAnA#samayapUrva_BunAnA#noun#2#RM
preparation_leave	wEyArI_ke_lie_CuttI#wEyArI_ke_lie_CuttI#noun#2#RM
preparatory_to_retirement	sevAnivqfwwapUrva/ritAyara_hone_se_pahale#sevAnivqfwwapUrva/ritAyara_hone_se_pahale#noun#3#RM
prescribed_form	vihiwa_PoYrma/nirXAriwa_PoYrma#vihiwa_PoYrma/nirXAriwa_PoYrma#noun#2#RM
prescribed_format	nirXAriwa_ArUpa/nirXAriwa_PArmeta#nirXAriwa_ArUpa/nirXAriwa_PArmeta#noun#2#RM
prescribed_time_limit	vihiwa_kAlAvaXi#vihiwa_kAlAvaXi#noun#3#RM
present_address	varwamAna_pawA#varwamAna_pawA#noun#2#RM
presidency_magistrate	presIdeMsI_majistreta#presIdeMsI_majistreta#noun#2#RM
presidency_post_master	presIdeMsI_posta_mAstara#presIdeMsI_posta_mAstara#noun#3#RM
president_designate	nAmoxqfRta_rARtrapawi/nAmoxqfRta_aXyakRa#nAmoxqfRta_rARtrapawi/nAmoxqfRta_aXyakRa#noun#2#RM
presidents_body_guards	rARtrapawi_ke_afgarakRaka#rARtrapawi_ke_afgarakRaka#noun#3#RM
presidents_estate_officer	rARtrapawi_sampaxA_aXikArI#rARtrapawi_sampaxA_aXikArI#noun#3#RM
presidents_secretariate	rARtrapawi_sacivAlaya#rARtrapawi_sacivAlaya#noun#2#RM
presiding_officer	pITAsIna_aXikArI#pITAsIna_aXikArI#noun#2#RM
press_adviser	presa_salAhakAra#presa_salAhakAra#noun#2#RM
press_censorship	presa_seMsara#presa_seMsara#noun#2#RM
press_communique	presa_vijFapwi#presa_vijFapwi#noun#2#RM
press_conference	pawrakAra_sammelana#pawrakAra_sammelana#noun#2#RM
press_copy	presa-vqwwawi#presa-vqwwawi#noun#2#RM
press_council_of_india	BArawIya_presa_pariRax#BArawIya_presa_pariRax#noun#4#RM
press_cutting_officer_(_press_clipping_officer_)	pawra-kawarana_aXikArI#pawra-kawarana_aXikArI#noun#7#RM
press_facilities_officer	presa_suviXA_aXikArI#presa_suviXA_aXikArI#noun#3#RM
press_gallery	pawrakAra_xIGAZ/pawrakAra_gElarI#pawrakAra_xIGAZ/pawrakAra_gElarI#noun#2#RM
press_handdout	presa_pawraka#presa_pawraka#noun#2#RM
press_information_bureau	pawra_sUcanA_kAryAlaya#pawra_sUcanA_kAryAlaya#noun#3#RM
press_note	prEsa_nota#prEsa_nota#noun#2#RM
press_operator	presa_oYparetara#presa_oYparetara#noun#2#RM
press_release	presa_prakASanI#presa_prakASanI#noun#2#RM
press_reporter	presa_riportara/samAcAra_xAwA#presa_riportara/samAcAra_xAwA#noun#2#RM
presumptive_heir	samBAviwa_vArisa/prakalpiwa_vArisa#samBAviwa_vArisa/prakalpiwa_vArisa#noun#2#RM
presumptive_pay	prakalpiwa_vewana#prakalpiwa_vewana#noun#2#RM
preventive_measures	nivAraka_upAya/rokaWAma-sambanXI_upAya#nivAraka_upAya/rokaWAma-sambanXI_upAya#noun#2#RM
previous_reference	pUrva_sanxaBa/pUrva_nirxeSa/piCalA_havAlA#pUrva_sanxaBa/pUrva_nirxeSa/piCalA_havAlA#noun#2#RM
price_control_officer	mUlya-niyanwraNa_aXikArI#mUlya-niyanwraNa_aXikArI#noun#3#RM
price_fluctuation	kImawa_uwAra-caDAva/kImawa_Gata-baDa#kImawa_uwAra-caDAva/kImawa_Gata-baDa#noun#2#RM
price_list	kImawa_sUcI/xAma_sUcI#kImawa_sUcI/xAma_sUcI#noun#2#RM
price_movements	kImawa_uwAra-caDAva#kImawa_uwAra-caDAva#noun#2#RM
price_negotiation	kImawa-sambanXI_bAwacIwa#kImawa-sambanXI_bAwacIwa#noun#2#RM
price_variation	kImawa_vifBannawA/kImawa_parivarwana#kImawa_vifBannawA/kImawa_parivarwana#noun#2#RM
prima_facie	prawyakRawa:_praWama_xqfRta_meM/praWama_xqRtyA#prawyakRawa:_praWama_xqfRta_meM/praWama_xqRtyA#noun#2#RM
prima_facie_case	praWamaxqRtyA_mAmalA#praWamaxqRtyA_mAmalA#noun#3#RM
prima_facie_evidence	praWama_xqRtyA_sAkya#praWama_xqRtyA_sAkya#noun#3#RM
primary_education	prAWamika_SikRA#prAWamika_SikRA#noun#2#RM
primary_health_centre	prAWamika_svAsWya_keMxra#prAWamika_svAsWya_keMxra#noun#3#RM
primary_receipt	mUla_AvawI#mUla_AvawI#noun#2#RM
primary_school	prAWamika_vixyAlaya#prAWamika_vixyAlaya#noun#2#RM
prime_location	cuniMxA_sWAna#cuniMxA_sWAna#noun#2#RM
prime_minister	praXAna_manwrI#praXAna_manwrI#noun#2#RM
prime_ministers_secretariate	praXAnamanwrI_sacivAlaya#praXAnamanwrI_sacivAlaya#noun#3#RM
principal_accounts_office	praXAna_leKA_kAryAlaya#praXAna_leKA_kAryAlaya#noun#3#RM
