A-level_noun	ucca_swarIya
twine_noun	suwalI
twinge_noun	xarxa/xarxa_kI_lahara/tIsa/paScAwApa
twinkle_noun	camaka/joSa/jagamagAhata/JilamilAhata
twinkling_noun	pala_Bara_meM
twirl_noun	moda/cakraNa/GumAva/GasIta
twirler_noun	genxa_Pefkane_vAlA_KilAdI/daNdA_GumAne_vAlA
twirp_noun	pAjI/bevakUPa
twist_noun	XAgA/rassI/piNdA/moda/mikRiwa/maroda/JatakA/GumAva/ENTana/cakkara/belanaxAra_rotI/bala
twister_noun	ENTanaxAra_keka/bavaNdara
twit_noun	pAjI/bevakUPa/avamAnanA
twitch_noun	JatakA/Padakana/lahara/harakawa
twitching_noun	Padakana
twitter_noun	cahacahAhata
two-dimensionality_noun	xvi-AyAmikawA
two-piece_noun	jodI_vAlI_bikinI/jodI_vAlA_vaswra
two-seater_noun	xo_sItoM_vAlI_motara
two-timer_noun	XoKebAja/bevaPA
two-wheeler_noun	xupahiyA_vAhana/xupahiyA
two_noun	xo
twofer_noun	eka_kI_kImawa_para_xo_vaswueM_lene_kA_kUpana/eka_kI_kImawa_para_xo_kA_praswAva
twopence_noun	xo_peMsa
twosome_noun	xo_sAWI/jodI
tycoon_noun	SakwiSAlI_uxyogapawi
tying_noun	banXana
tyke_noun	baccA
tympanist_noun	timpEnIvAxaka/nagAdAvAxaka
type_noun	prakAra/vyakwi/vargIkaraNa/varga/uxAharaNa/TappA/tAiparAitara/rIwi/niSAna/namUnA/muxrAlipi/muxrAleKa/muxrAkRara/lakRaNa-cinha/kisma/kRewra/DAzcA/AxamI/akRara/AkAra
typeface_noun	tAipa_Pesa
typescript_noun	tafkiwa_prawi
typesetter_noun	akRara-saMyojaka
typesetting_noun	akRara-saMyojana
typewriter_noun	tAiparAitara/tafkaNa_maSIna
typewriting_noun	tAipifga
typhoid_noun	mowIJarA/tAiPAida/miyAxI_buKAra
typhoon_noun	pracaNda_wUPAna
typhus_noun	tAiPasa
typing_noun	tafkaNa/tAipifga
typist_noun	tAipa_karane_vAlA/tafkaka/tAipista/tAipa_karane_vAlA{tafkaNa_karanevAlA}
typist_noun	tafkaka/tAipista/tAipa_karane_vAlA/tAipa_karane_vAlA{tafkaNa_karanevAlA}
typo_noun	muxraNa_kI_galawI
typographer_noun	akRara-saMyojaka
typography_noun	muxraNa_kalA/muxraNa-kalA/muxraNa
typology_noun	prarUpa-vargIkaraNa
tyrannicide_noun	nirafkuSa_SAsaka-hawyA
tyrannosaur_noun	tAirEnosara
tyrannosaurus_noun	tAirEnosarasa
tyranny_noun	wAnASAhI/nirafkuSawA/nirafkuSa_SAsana/krUrawA/awyAcAra/nyAya
tyrant_noun	nirafkuSa_SAsaka/wAnASAha/krUra_vyakwi/avEXa_rUpa_se_rAjya_hadapa_lene_vAlA_SAsaka
tyre_noun	tAyara/hAla
tyro_noun	AramBa_karanevAlA/nOsiKiyA
tzar_noun	jAra
tzarina_noun	jArInA
tzetze_noun	wsewse
u-drive_noun	BAde_kI_kAra
ubiquitousness_noun	sarvavixyamAnawA
ubiquity_noun	sarvavixyamAnawA
udder_noun	Wana
uderstatement_noun	nyUnokwi
ufologist_noun	ajFAwa_udanavaswu_vijFAnI
ufology_noun	ajFAwa_udanavaswu_vijFAna
uglification_noun	virUpaNa
ugliness_noun	kurUpawA/cidacidApana/BaxxApana/baxasUrawI
ukulele_noun	yUkalele
ulcer_noun	PodA
ulceration_noun	vraNowpawwi/PodA
ulster_noun	eka_lambA_DIlA_cogA
ultimacy_noun	caramawA
ultimate_noun	sarvaSreRTa
ultimateness_noun	caramawA
ultimatum_noun	AKirI_cewAvanI/anwimewWama/altImetama
ultra_noun	caramapanWI
ultraconservative_noun	awirUDivAxI
ultramarine_noun	lAjavarxa/gaharA_nIlA_rafga
ultramicroscope_noun	awisUkRmaxarSI
ultranationalism_noun	kattara_rARtravAxa
ultrasonography_noun	parASravya_ciwraNa
ultrasound_noun	parAXvanika_ciwraNa
ultraviolet_noun	parA-bEfganI_vikiraNa
umber_noun	geruA_rafga/gerU
umbilical-cord_noun	nABi
umbilical_noun	nABi_rajju
umbrage_noun	kopa/roRa
umbrella_noun	CAwA/CawarI/Cawra
ump_noun	ampAyara
umpire_noun	nirNAyaka/ampAyara/maXyasWa
unabridged_noun	asafkRipwa_SabxakoSa
unacceptability_noun	avAFCanIyawA/asvIkAryawA
unacceptableness_noun	avAFCanIyawA/asvIkAryawA
unaccountability_noun	xAyiwvaSUnyawA/gErajimmexArI
unadaptability_noun	ananukUlanaSIlawA
unaffectedness_noun	svABAvikawA/sAxagI/akqwrimawA
unambiguity_noun	suspaRtawA
unanimity_noun	ekaciwwawA/sarvasammawi/ekamawawA/ekamawya/mawEkya
unavailability_noun	aprApyawA/anupalabXawA
unawareness_noun	beKabarI/anaBijFawA
unbecomingness_noun	aSoBanIyawA/anupayukwawA
unbelief_noun	aviSvAsa/viSvAsahInawA
unbeliever_noun	nAswika
unboundedness_noun	asImiwawA
unbreakableness_noun	aBaFjanIyawA
uncertainness_noun	aniSciwawA
uncertainty_noun	aniScaya/sanxigXawA/asWirawA/aniSciwawA
unchangeability_noun	aparivarwanIyawA
unchangeableness_noun	aparivarwanIyawA
unchangingness_noun	aparivarwanIyawA
uncheerfulness_noun	uxAsI
uncle_noun	cAcA/mOsA/mAmA/PUPA/wAu
uncleanliness_noun	ganxagI
uncleanness_noun	ganxagI
unclearness_noun	aspaRtawA
uncloudedness_noun	spaRtawA
uncomfortableness_noun	vyAkulawA/becEnI
uncommonness_noun	asAXAraNawA/asAmAnyawA
uncommunicativeness_noun	alpaBARiwA
unconcern_noun	uxAsInawA/niScinwawA
unconfessed_noun	apane_pApa_svIkAra_na_karane_vAlA
uncongeniality_noun	ananukUlawA
unconnectedness_noun	asambaxXawA
unconscientiousness_noun	akarwavyaniRTA
unconscious_noun	acewana_mana
unconsciousness_noun	behoSI/mUrcCA/beKabarI/anajAnapana
unconstraint_noun	svacCanxawA
unconventionality_noun	svacCanxawA/aparamparAgawawA
uncounsciousness_noun	behoSI
uncouthness_noun	asaByawA
uncovering_noun	anAvaraNa
uncreativeness_noun	aracanAwmakawA
unction_noun	wElamarxana/marahama/mAliSa
unctuosity_noun	cAtukAriwA
unctuousness_noun	cikanA-cupadApana
undecagon_noun	ekAxaSaBuja
undependability_noun	aviSvasanIyawA
undependableness_noun	aviSvasanIyawA
under-secretary_noun	upa-saciva/uNdarasekretarI
underachievement_noun	ASA_se_kama_upalabXi
underachiever_noun	ASA_se_kama_saPalawA_pAne_vAlA
underbelly_noun	kamajora_binxu/paSu_kA_peta/nAjuka_BAga/jaGanya_varga/samAja_kA_rahasyamaya_evaM_aparAXaSIla_sWala
underbodice_noun	SamIja
underbrush_noun	JAdI/JAda-JafKAda
undercarriage_noun	nicalA_DAzcA/{havAI_jahAja_kA}avacakra
undercharge_noun	kama_mUlya
underclass_noun	nimna_varga/nIcalA_varga
underclothes_noun	anxara_ke_kapade/jAzGiyA/anwarvaswra
underclothing_noun	anwarvaswra
undercoat_noun	anxara_kA_kota
undercurrent_noun	pAnI_ke_XarAwala_ke_nIce_kI_XArA/anwarBAva/anwarpravAha/gupwa_praBAva
underdevelopment_noun	aparyApwa_vikAsa
underdog_noun	kama_kRamawA_kA_vyakwI_yA_samUha/aBAgA
underdrawers_noun	jAfGiyA
underestimate_noun	avaAkalana
underestimation_noun	alpAnumAna
underevaluation_noun	avamUlyAfkana
underframe_noun	DAFcA
undergarment_noun	anxara_ke_kapade/anwarvaswra
undergrad_noun	pUrvasnAwaka
undergraduate_noun	pUrvasnAwaka
underground_noun	surafga-rela/gupwa_safgaTana
undergrowth_noun	JAda-JafKAda/jo_kuCa_pedoM_ke_nIce_uge
underlay_noun	nicalI_caxxara
underline_noun	aXoreKAfkana
underling_noun	aXInasWa_karmacArI/mAwahawa
underlip_noun	nicalA_hoNTa
underneath_noun	nicalA_BAga
undernourishment_noun	alpapoRaNa
underpants_noun	hAPa-pEnta
underpass_noun	walamAraga/upamArga
underpayment_noun	ama_axAyagI/alpa_vewana
underperformer_noun	ASA_se_kama_saPalawA_pAne_vAlA
underprivileged_noun	alpasuviXA-prApwa_loga
underproduction_noun	alpowpAxana
underreckoning_noun	avamUlyAfkana
underscore_noun	aXoreKAfkana
undersecretary_noun	avara-saciva/avara_saciva
underseller_noun	kama_xAma_meM_bechane_vAlA_xukAnaxAra
undershirt_noun	baniyAna
undershrub_noun	CotI_JAdI
underside_noun	wala
undersigned_noun	nimnahaswAkRarakarwA
undersirable_noun	avAFCanIya_vyakwi
underskirt_noun	petikota
undersoil_noun	avamqxA/avaBUmi
understandability_noun	boXagamyawA
understanding_noun	samaJa/wAlamela/samaJOwA/sahamawi/jFAna
understatement_noun	nyUnokwi/kama_bayAnI
understructure_noun	nIMva
understudy_noun	sWAnApanna_vyakwi/sWAnApanna_aBinewA/sWAnApanna_aBinew
undersurface_noun	nicalI_sawaha
undertaker_noun	hAWa_meM_lene_vAlA/anwyeRti-prabanXaka/prayawna_karane_vAlA
undertaking_noun	kAma/vacana/upakrama/kArya/anwayeRti-vyApAra/vyavasAya
undertide_noun	anwarXArA
undertone_noun	manxa_svara/pracCanna_BAva/halkA_rafga/halakA_rafga/pracCanna_BAvanA
undertow_noun	aXaHpravAha/viroXI_BAva/aXaH_pravAha
undervaluation_noun	aXomUlyana
underwear_noun	nIce_pahanane_ke_kapade/anwarvaswra
underwing_noun	aXopakRI_pawafgA/aXopakRa
underwood_noun	JAda-JafKAda
underworld_noun	aparAXI_varga/aXoloka/aparAXa_loka
underwriter_noun	jahAjI_bImAkarwA/bImAkarwA/bImA_kampanI
undesirability_noun	avAFCanIyawA/apriyawA
undesirable_noun	avAFCanIya_vyakwi/Apawwijanaka
undesirableness_noun	avAFCanIyawA
undies_noun	anwarvaswra
undiscipline_noun	anuSAsanahInawA
undoer_noun	vinASa_karane_vAlA/Kolane_vAlA/barabAxa_karane_vAlA
undoing_noun	ulata_pulata/KolanA/barabAxI_kA_kAraNa/barabAxI/nASa
undress_noun	nirvaswrawA
undualtion_noun	warafgana
undulation_noun	warafgaNa/warafga/uwAra-caDAva/namanonnamanaSIlawA
undutifulness_noun	karwavyacyuwi/akarwavyaparAyaNawA
unease_noun	vyagrawA/becEnI
uneasiness_noun	becEnI/vyAkulawA/vyagrawA/cinwA
uneasy_noun	cinwA/becEnI
unemotionality_noun	BAvaSUnyawA
unemployment_noun	berojagArI/bekArI/anuxyoga
unenlightenment_noun	samaJa_kI_kamI
unenviousness_noun	xveRahInawA/IrRyahInawA/anasUyA
unequivocalness_noun	suspaRtawA
uneveness_noun	viRamawA/asafgawi/asamawalawA/aniyamiwawA
unevenness_noun	asanwuliwawA/asamawalawA
unexchangeability_noun	avinimeyawA
unexpectedness_noun	aprawyASiwawA/anapekRiwawA
unfairness_noun	anyAyapUrNawA/anyAya/anOciwya
unfaithfulness_noun	bevaPAI
unfamiliarity_noun	aparicaya/apariciwawA/ajanabIpana
unfastener_noun	Kolane_vAlA
unfastening_noun	KolanA
unfavorableness_noun	prawikUlawA
unfavourableness_noun	prawikUlawA
unfeasibility_noun	avyavahAryawA
unfeelingness_noun	niRTurawA
unfitness_noun	SiWilawA/anOciwya/akRamawA
unflappability_noun	SAnwi/AwmasaMyama
unfolding_noun	vikAsa
unfortunate_noun	aBAgA/xurBAgya
unfriendliness_noun	xuSmanI/SawruwA/amiwrawA
ungainliness_noun	BaxxApana/beDafgApana
ungodliness_noun	aXarmIpana
ungracefulness_noun	BaxxApana
ungraciousness_noun	aSiRtawA
ungratefulness_noun	akqwajFawA
unguent_noun	marahama
unhappiness_noun	xuHKa/Kexa
unhealthfulness_noun	asvasWawA
unhealthiness_noun	asvasWawA
unhelpfulness_noun	asahAyakawA
unholiness_noun	apaviwrawA
unhurriedness_noun	manxa_gawi
unicorn_noun	geNdA/yUnikarna/eka_sIfga_kA_jAnavara
unicycle_noun	ikapahiyA_sAikala
unicyclist_noun	ikapahiyA_saikala_calAne_vAlA
unification_noun	ekIkaraNa/eka_ho_jAnA
uniform_noun	varxI/ekasamAna_wvaraNa/eka_rUpa_kA_vaswra
uniformity_noun	ekarUpawA/ekasamAnawA
uniformness_noun	ekarUpawA
unilateralism_noun	ekapArSvikawAvAxa
unilateralist_noun	ekapArSvikawAvAxI
unimportance_noun	nagaNyawA/mahawvahInawA
uninitiate_noun	axIkRiwa
uninsurability_noun	abImAkaraNIyawA
unintelligibility_noun	aboXagamyawA
uninterestingness_noun	nIrasawA/arocakawA
union_noun	mela/saMyukwa_rARtra_safGa_amarIkA/saMyoga/samucca/safGa/rAjya_safGa/milana/mela_jola/joda/greta_britena
unionisation_noun	safGIkaraNa
unionism_noun	majaxUra-safGavAxa
unionist_noun	saMyogI/safGI
unionization_noun	safGIkaraNa
uniqueness_noun	viSiRtawA/vilakRaNawA
unison_noun	mela/svarEkya/sAmaFjasya/ekA/eka_svara
unit_noun	ikAI/yunita/viBAga/tukadI/mAwraka/KaNda/IkAI/ekaka
unitard_noun	yUnitarda
unitarian_noun	eka_parameSvara_kA_mAnane_vAlA
unity_noun	ekawA/pUrNawva/pUrNa_vaswu/melamilApa/ikAI/ekAwmakawA/eka
universal_noun	vyApaka/sAmAnya_prawyaya/sAmAnya_prasWApA
universalism_noun	sArvaBOmavAxa
universalist_noun	sarvahiwavAxI
universality_noun	sarvavyApakawA/sArvaBOmikawA
universe_noun	brahmANda/sqRti/viSva/saMsqwi/saMsAra/sampUrNa_sqRiti/samaswa_vicArAXIna_vaswu/mAnavajAwi/jagawa
university_noun	viSvavixyAlaya/yUnivarsitI_vitsa/viSvaviXAlaya/kisI_viSvavixyAlaya_kA_xala
unix_noun	yUniksa
unjustness_noun	anOciwya
unkemptness_noun	PUhadawA
unkindness_noun	kaTorawA/xayAhInawA
unknowing_noun	anaBijFawA
unknowingness_noun	anaBijFawA
unknown_noun	apariciwa_vyakwi/ajFAwa_sWAna/ajFAWa_rASi/ajFAwa_jagaha/ajFAwa_Gataka/ajFAwa_bAw
unlawfulness_noun	avEXawA
unlikelihood_noun	asamBAvyawA
unlikeliness_noun	asamBAvyawA/asamBAvanA
unlikeness_noun	asamAnawA
unloading_noun	mAla_uwarAI
unmalleability_noun	AGAwa_avarXanIyawA
unmanageableness_noun	uxxaNdawA/aniyanwraNIyawA
unmanliness_noun	apOruRa
unmannerliness_noun	baxawamIjI/aSiRtawA
unmasking_noun	pola_KolanA
unmentionable_noun	anulleKanIya_anwarvaswra
unmercifulness_noun	xayAhInawA
unmindfulness_noun	lAparavAhI/asAvaXAnI
unnaturalness_noun	asvABAvikawA
unneighborliness_noun	gEra-milanasArI
unnoticeableness_noun	alakRyawA
unobtrusiveness_noun	aprawyakRawA
unoriginality_noun	amOlikawA
unorthodoxy_noun	SAswra-viruxXawA/paramparA-viroXa/aprAmANikawA
unpalatability_noun	svAxahInawA/asvIkAryawA
unpalatableness_noun	svAxahInawA/asvIkAryawA
unperceptiveness_noun	anavaboXakawA
unpermissiveness_noun	varjanAhInawA/anOciwya
unperson_noun	aswiwvahIna_vyakwi
unpersuasiveness_noun	aprawyayakAriwA
unpleasantness_noun	vixveRa/JagadA/apriya_GatanA
unpleasingness_noun	apriyawA
unpointedness_noun	nokahInawA
unpopularity_noun	alokapriyawA
unpredictability_noun	asWirawA/apUrvAnumeyawA/aprAkkaWanIyawA
unproductiveness_noun	anuwpAxakawA
unproductivity_noun	niRPalawA/anuwpAxakawA
unprofessional_noun	avyavasAyika
unprofitability_noun	alABakAriwA
unprofitableness_noun	alABakAriwA
unpropitiousness_noun	ananukUlawA
unprotectedness_noun	asaMrakRiwawA
unquestionability_noun	aSafkanIyawA
unquestionableness_noun	aSafkanIyawA
unraveler_noun	sulaJAne_vAlA
unraveller_noun	sulaJAne_vAlA
unrealism_noun	ayaWArWavAxa
unreality_noun	avAswavikawA/kAlpanikawA
unreason_noun	aviveka
unregularity_noun	aniyamiwawA
unrelatedness_noun	asambaxXawA
unreliability_noun	aviSvasanIyawA
unreliableness_noun	aviSvasanIyawA
unrespectability_noun	aprawiRTA
unresponsiveness_noun	aprawikriyASIlawA
unrest_noun	aSAnwi/vyaswawA
unrestraint_noun	asaMyama
unrighteousness_noun	anEwikawA
unruliness_noun	belagAmI/ucCqfKalawA
unsanctification_noun	apaviwrawA
unsanitariness_noun	asvAsWyakarawA
unsatisfactoriness_noun	asanwoRa
unsavoriness_noun	asvAxiRtawA/arucikarawA
unsavouriness_noun	asvAxiRtawA/arucikarawA
unscrupulousness_noun	anEwikawA/beimAnI
unseasonable_noun	bemOsama
unseasonableness_noun	asAmayikawA
unseemliness_noun	avicAriwA/anOciwya
unselfconsciousness_noun	asafkoca
unselfishness_noun	uxArawA/niHsvArWawA
unsightliness_noun	BaxxApana
unsimilarity_noun	BinnawA/asamAnawA
unskillfulness_noun	axakRawA
unsnarling_noun	sulaJAnA
unsociability_noun	asamAjaSIlawA
unsociableness_noun	asamAjaSIlawA
unsolvability_noun	asamAXeyawA
unsoundness_noun	aprAmANikawA/kRawigraswawA/aXvaniwawA/avivekapUrNawA/asvasWawA
unstableness_noun	asWirawA/asWAyiwva
unsteadiness_noun	asWirawA/asanwulana
unsuitability_noun	anupayukwawA
unsuitableness_noun	anupayukwawA
unsusceptibility_noun	apraBAvyawA
untangling_noun	sulaJAnA
unteachability_noun	aSikRaNIyawA
unteachableness_noun	aSikRaNIyawA
unthankfulness_noun	kqwaGnawA/akqwajFawA
unthoughtfulness_noun	lAparavAhI/belihAjI
untidiness_noun	aswavyaswawA/PUhadapana/avyavasWA
untier_noun	Kolane_vAlA
untimeliness_noun	asamayociwawA/asAmayikawA
untouchability_noun	aspqSyawA
untouchable_noun	aCUwa
untrustiness_noun	aviSvasanIyawA
untrustworthiness_noun	aviSvaswawA
untruth_noun	asawyawA/asawya
untruthfulness_noun	miWyAvAxiwA
untying_noun	KolanA
untypicality_noun	asAmAnyawA
unusefulness_noun	anupayogiwA
unusualness_noun	asAXAraNawA
unvariedness_noun	aparivarwanaSIlawA
unveiling_noun	praWama_praswuwIkaraNa/anAvaraNa
unwariness_noun	asAvaXAnI
unwellness_noun	roga/bImArI
unwholesomeness_noun	asvAsWyakarawA
unwieldiness_noun	beDafgApana/aniyanwraNIyawA
unwillingness_noun	anicCA
unwiseness_noun	mUrKawA
unworthiness_noun	ayogyawA/anupayukwawA
unyieldingness_noun	atalawA
up_noun	SIrRasWa_vyakwi/caDAva
upbringing_noun	pAlana-poRaNa/SikRA-xIkRA
update_noun	axyawanIkaraNa/AXunikIkaraNa/aba_waka_kA_samAcAra/aBI_waka_kA
upgrade_noun	suXAriwa_vaswu/suXAra/caDAva/caDAI/apagreda
upheaval_noun	KalabalI/kAyApalata/uWala_puWala
upholder_noun	samarWaka
upholsterer_noun	soPAsAja
upholstery_noun	kamare_kA_sAja_sAmAna/soPAsAjI_kI_vaswu/soPAsAjI
upkeep_noun	pAlana_poRaNa/marammawa_lAgawa/anurakRaNa/rakRA/rakRA_kA_sAXana_yA_vyaya
upland_noun	uccaBUmi/UzcI_BUmi
uplift_noun	uTAna/vakRa_uBArane_vAlA_anwaHvaswra/suXAra/uwWAna/unnawi
upper-case_noun	badA_akRara
upper-cut_noun	UrXvaraGAwa
upper_noun	uparI_BAga/kapade_ke_getisa/bUta_kA_uparI_hissA/jUwe_Axi_kA_Upara_kA_BAga
uppercase_noun	badA_akRara
upright_noun	KadA_swamBa/KadA_KamBA/aparAita
uprightness_noun	Ociwya/ImAnaxArI
uprising_noun	bagAvawa/vixroha
uproar_noun	Soragula/katu_AlocanA
upset_noun	aswavyaswawA/gadabadI/gadabada/viparyaya/palata/GabadAhata/pareSAnI
upsetter_noun	aprawyASiwa_vijewA
upshot_noun	pariNAma/anwa/SeRa
upside_noun	UparI_hissA/acCA_pahalU
upstage_noun	nepaWya
upstager_noun	maFca_para_Age-Age_hone_vAlA_kalAkAra
upstairs_noun	UparI_maFjila/Upara_kI_maFjila/koTA
upstart_noun	kala_kA_navAba/GamaNdI/apastArta/ahafkArI
upstroke_noun	apastroka
upsurge_noun	umada/lahara/Avega
upswing_noun	unnawi/suXAra
uptake_noun	uxgrahaNa/samaJa/anwargrahaNa
upturn_noun	suXAra/behawarI/baDawa
upward-mobility_noun	samAja_kA_UzcA_swara
uraemia_noun	yUrImiyA
uranalysis_noun	mUwra-viSleRaNa
uranium_noun	yUreniyama
uranologist_noun	KagolajFa
uranology_noun	Kagola-vijFAna
uranoplasty_noun	wAlu_kI_plAstika_Salya-cikiwsA
urbanisation_noun	nagarIkaraNa/SaharIkaraNa
urbanity_noun	sOmyawA/SiRtawA/SaharI_saByawA
urbanization_noun	SaharIkaraNa
urchin_noun	CokarA/lAvArisa_SarArawI_baccA/jalasAhI
urea_noun	yUriyA
uremia_noun	yUrImiyA
urethra_noun	mUwramArga
urethritis_noun	mUwramArga_SoWa
urge_noun	uwwejanA/prareNA/Avega/preraNA
urgency_noun	awyAvaSyakawA/mahawva/jarUrawa/Agraha
urging_noun	ukasAnA
urinal_noun	peSAba_Gara/mUwrapAwra/mUwrAlaya
urinalysis_noun	mUwra-viSleRaNa
urine_noun	peSAba/mUwra
urn_noun	eka_prakAra_kA_gola_barwana/kewalI/kalaSa/surAhI/jalapAwra/mqwaka_kI_rAKa_raKane_kA_barwana
urubu_noun	urubU
usability_noun	upayogiwA
usableness_noun	upayogiwA
usage_noun	vyavahAra/upayoga/rivAja/Kapawa/barwAva/rIwi/calana/cAla
usance_noun	rivAja/miyAxa/Kapawa
use_noun	upayoga/PAyaxA/prayojana/prayoga/iswemAla_karane_kI_Sakwi/iswemAla_kA_aXikAra/iswemAla/Axawa/Boga/sevana/AvaSyakawA/lABa
useableness_noun	upayogiwA
usefulness_noun	upayogiwA
uselessness_noun	anupayogiwA/nirarWakawA
user_noun	prayogakarwwA/upaBokwA/SoRaka/naSIlI_xavAoM_kA_AxI/aXikAra_Boga
usher_noun	praveSaka/xvArapAla/saha-aXyApaka/praveSakAXikArI/paricayakarwA/mehamAna/BeNta_karAne_vAlA/upaSikRaka
usherette_noun	praveSikA
usurer_noun	sUxaKora
usurpation_noun	anaXikAra_grahaNa
usurper_noun	anaXikAra_grAhI
usury_noun	awyAXika_byAja/sUxaKorI/awyaXika_byAja-xara/kusIxa
utensil_noun	barawana
uterus_noun	garBASaya
utilisation_noun	upayoga/prayoga
utilitarian_noun	upayogiwAvAxI
utilitarianism_noun	upayogiwAvAxa
utility_noun	upayogiwA/janopayogI_sevA/cEna/lABa/upayoga
utilization_noun	upayoga/prayoga
utmost_noun	awyanwa/nipata/parama
utterance_noun	uccAraNa/kaWana/aBivyakwi/bAwacIwa
utterer_noun	vakwA
uvula_noun	alijihvA
uvulitis_noun	alijihvASoWa
vacancy_noun	KAlI_sWAna/SUnyawA/rikwa_paxa/KAlI_kamarA/KAlI_jagaha/avakASa/vicAra_SUnyawA
vacant-possession_noun	KAlI_kabjA{makAna_Axi_ke_sambanXa_meM}
vacation_noun	avakASa/CuttI
vacationer_noun	CuttI_manAne_vAlA
vacationing_noun	CuttI_manAnA
vacationist_noun	CuttI_manAne_vAlA
vaccina_noun	vEksInA
vaccination_noun	tIkA
vaccine_noun	tIkA
vaccinee_noun	tIkAkqwa_vyakwi
vaccinia_noun	vEksIniyA
vaccum-Flask_noun	Waramasa
vacillation_noun	niScaya_na_kara_pAne_kI_sWiwi/xolana/hicakicAhata
vacillator_noun	xolaka/hicakicAne_vAlA
vacuity_noun	rikwawA/SUnya_sWAna/SUnya/BAvaSUnyawA
vacuousness_noun	BAvaSUnyawA
vacuum-cleaner_noun	vEkyUma_klInara
vacuum-flask_noun	nirvAwa_bowala
vacuum-packed_noun	nirvAwa_pEka
vacuum_noun	SUnya_sWAna/SUnya/nirvAwa/KAlIpana/KAlI_jagaha
vade-mecum_noun	vivaraNa_puswikA
vagabond_noun	AvArA/KAnAbaxoSa
vagabondage_noun	GumakkadI/AvAragI
vagary_noun	lahara/uwAra-caDAva/sanaka
vagina_noun	yoni
vaginismus_noun	yoni-AkarRa
vaginitis_noun	yoniSoWa/yoni-praxAha
vagrancy_noun	KAnAbaxoSI/BIKa_mAzganA
vagrant_noun	Gumakkada/KAnAbaxoSa
vagueness_noun	aspaRtawA/aniSciwawA
vagus_noun	vegasa_wanwrikA
vainglory_noun	BadakIlA_praxarSana/aBimAna
valance_noun	parxA/pelmeta
vale_noun	GAtI
valediction_noun	vixAI/vixAI_BARaNa
valedictory_noun	vixAI_BARaNa/prasWAna_ke_samaya_kA_svaswivAxa
valence_noun	saMyojana_kRamawA/rAsAyanika_saMyojana
valency_noun	paramANuoM_kI_saMyojakawA/saMyojana_kRamawA/saMyojakawA/rAsAyanika_saMyojana
valentine-card_noun	vElENtIna_kArda{prema_nivexana_14_ParavarI_kA_xina}
valentine_noun	vElentAina_kArda/premI
valet_noun	nijI_sevaka/KixamawagAra
valetudinarian_noun	bImAra
valetudinarianism_noun	kqSawA/bImArI
valiance_noun	vIrawA
valiancy_noun	vIrawA
validation_noun	puRtIkaraNa/pramANa
validity_noun	vEXawA/mAnyawA
validness_noun	mAnyawA
valise_noun	saParI_bEga
valley_noun	GAtI/xarrA/vElI/upawyakA/nimnaBUmi
valor_noun	vIrawA
valorousness_noun	vIrawA
valour_noun	vIrawA
valse_noun	vAltsa_nqwya
valuable_noun	jevara/ABURaNa/kImawI_cIja
valuableness_noun	amUlyawA
valuation_noun	mola_lagAnA/mUlya_nirXAraNa
value-added-tax_noun	kisI_vaswu_ke_uwpAxana_para_lagAe_jAne_vAlA_kara
value_noun	wAwparya/upayogiwA/rASa/parimANa/mUlya/mAnyawAez/mAna/mahawwva/kImawa/guNa/AxarSa/sixXAnwa_jinameM_samAja_kI_viSeRa_AsWA_ho/kisI_akRara_xvArA_praxarSiwa_rASi_kA_mUlya
valuelessness_noun	nirmUlyawA
valuer_noun	mUlya-nirXAraka
values_noun	mAnyawA
valve_noun	vAlva/kapAtikA/kapAta/Cixra/hqxaya_meM_rakwa_vAhaka_vAlva
valvelet_noun	kRuxra_kapAtikA
valvotomy_noun	kapAtikACexana
valvula_noun	kRuxra_kapAtikA
valvule_noun	kRuxra_kapAtikA
valvulitis_noun	kapAtikASoWa/hqwkapAtapraxAha
valvulotomy_noun	kapAtikACexana
vamp_noun	kAmacalAU_safgawa/jUwe_kA_agalA_hissA/apane_sOnxarya_se_puruRoM_ko_mohiwa_karane_vAlI
vamper_noun	apane_sOnxarya_se_puruRoM_ko_mohiwa_karane_vAlI
vampire-bat_noun	KUna_pIne_vAlI_camagAxada
vampire_noun	rakwacURaka/rAkRasa{eka_kalpiwa_BUwa_jo_rAwa_ko_manuRyo_kA_lahU_yA_rUXira_pI_liyA_karawA_hE}
vampirism_noun	rakwaSoRaNa/rakwacURakoM_ke_aswiwva_meM_viSvAsa
van_noun	vEna/mAla_dibbA/kAravAz/banxagAdI/apane_kRewra_meM_agraNI_samUha/agragAmI_sEnya_tukadI/yuxXa_meM_senA_kI_agrima_pafkwi
vanadium_noun	vEnediyama
vancomycin_noun	vEfkomAisina
vandal_noun	sawyAnASI/barbara
vandalism_noun	XvaMsa/guNdAgirI/barbarawA
vane_noun	vAyu_kI_xiSA_bawAne_vAlA_yanwra/wIra_kA_para/vAyu-xiSA_xarSaka_yanwra/vAwa_xigxarSaka/picCaPalaka/Palaka/pavana_cakkI
vanguard_noun	senAgra/apane_kRewra_meM_agraNI_samUha/agragAmI_sEnya_tukadI/Anxolana_kA_newqwva_karane_vAlA
vanilla_noun	vanIlA/vanIlA{lawA_se_nikAlA_huA_suganXiwa_masAlA}
vanillin_noun	vanIlina
vanisher_noun	gAyaba_ho_jAne_vAlA
