###	Following
#To	ward
#Today	one
101_Days	101_desa
SAHARA_ONE	sahArA_vana
SANGEET_BOJPURI	safgIwa_BojapurI
SASTRA_University,_Thirumalaisamudiram,_Thanjavur	esaEesatIAraE_viSvavixyAlaya,_TaFjavura/esaEesatIAraE_yunivarsitI,_TaFjavura
SBCMS_Institute_of_Technology	esabIsIemaesa_iMstityUta_oYPa_tEkanolojI
SBDSM_Khalsa_College	esabIdIesaema_KAlasA_koYleja
SDAM_College	esa_dI_E_ema_koYleja
SDP_College_for_Women	esa_dI_pI_koYleja_PoYra_vomena
SD_College	esa_dI_koYleja/esadI_koYleja
SD_College_for_Women	esa_dI_koYleja_PoYra_vomena
SD_College_of_Education	esa_dI_koYleja_oYPa_EjUkeSana
SD_Kanya_Mahavidyala	esa_dI_kanyA_mahAvixyAlaya
SD_Sabha_Institute_of_Technology	esa_dI_saBA_iMstityUta_oYPa_tEkanolojI
SET_MAX	seta_mEksa
SGAD_College	esa_jI_E_dI_koYleja
SGGS_Khalsa_College	esa_jI_jI_esa_KAlasA_koYleja
SGHRS_College_for_Women	esa_jI_eca_Ara_esa_koYleja_PoYra_vomena
SL_Bawa_DAV_College	esaela_bAvA_dIEvI_koYleja
SMDR_SD_College	esaemadIAra_esadI_koYleja
SMDR_SD_College_of_Education	esaemadIAra_esadI_koYleja_oYPa_EjUkeSana
SN_College	esa_ena_koYleja
SPSK_Khalsa_College	esa_pI_esa_ke_KAlasA_koYleja
SRC_SD_Kanya_Maha_Vidyalaya	esaArasI_esadI_kanyA_mAhA_vixyAlaya
SRM_University,Modinagar	esaAraema_viSvavixyAlaya,_moxInagara/esaAraema_yunivarsitI,_moxInagara
SRM_University,_Kanchipuram	esaAraema_viSvavixyAlaya,_kAFcIpurama/esaAraema_yunivarsitI,_kAFcIpurama
SRPA_Adarsh_Bhartiya_College	esaArapIE_AxarSa_BArawIya_koYleja
SR_Government_College_for_Women	esa_eyara_gavarnameMta_koYleja_PoYra_vomena
SSD_College_of_Computer_Education	esa_esa_dI_koYleja_oYPa_kampyUtara_EjUkeSana
SSD_Girls_College	esa_esa_dI_garlsa_koYleja
SSD_Girls_College_of_Education	esa_esa_dI_garlsa_koYleja_oYPa_EjUkeSana
SSD_Womens_Institute_of_Technology	esa_esa_dI_vomenasa_iMstityUta_oYPa_tEkanolojI
SSSS_College_of_Commerce_for_Women	esa_esa_esa_esa_koYleja_oYPa_kommersa_PoYra_vomena
SS_College_of_Education_For_Girls	esaesa_koYleja_oYPa_EjUkeSana_PoYra_garlsa
SS_Jain_College_of_Education	esaesa_jEna_koYleja_oYPa_EjUkeSana
STAR_GOLD	stAra_golda
STAR_MOVIES	stAra_muvisa
STAR_NEWS	stAra_nyUja
STAR_ONE	stAra_vana
STAR_PLUS	stAra_plasa
STAR_SPORTS	stAra_sportsa
STAR_UTSAV	stAra_uwsava
STAR_WORLD	stAra_varlda
SUN_TV	sana_tIvI
SURYA_TV	sUryA_tIvI
SUS_Government_College	esa_yU_esa_gavarnameMta_koYleja
SUS_Polytechnic_College	esa_yU_esa_polItEkanika_koYleja
SV_Memorial_College_of_Nursing	esa_vI_memoriala_koYleja_oYPa_narsiMga
S_Mohinder_Singh_Sayanawala_Memorial_College_of_Education	esa_mohiMxara_siMha_sayAnAvAlA_memoriala_koYleja_oYPa_EjUkeSana
S_Sukhjinder_Singh_Engineering_&_Technology_College	esa_suKajiMxara_siMha_iMjIniriMga_eMda_tEkanolojI_koYleja
Saajan_Chale_Sasural	sAjana_cale_sasurAla
Saajan_Ka_Ghar	sAjana_kA_Gara
Saajan_Ki_Bahon_Mein	sAjana_kI_bAzhoM_meM
Saajan_Ki_Saheli	sAjana_kI_sahelI
Saala_Bigda_Jaye	sAlA_bigadA_jAye
Saanch_Ko_Aanch_Nahin	sAFca_ko_AFca_nahIM
Saanson_Ki_Sargam	sAzsoM_kI_saragama
Saas_Bahu_Aur_Sensex	sAsa_bahu_Ora_seMseksa
Saas_Bhi_Kabhi_Bahu_Thi	sAsa_BI_kaBI_bahu_WI
Saat_Rang_Ke_Sapne	sAwa_rafga_ke_sapane
Saath_Saath	sAWa_sAWa
Saatwaan_Asmaan	sAwavAz_AsmAM
Saawan_The_love_season	sAvana
Sabari_Express	sabarI_eksapresa
Sabarmati_Express	sAbaramawI_eksapresa
Sabarmati_river	sAbaramawI_naxI
Sabse_Bada_Khiladi	sabase_badA_KilAdI
Sabse_Bada_Rupaiya	sabase_badA_rupEyA
Sachaa_Jhutha	sacA_JUTA
Sachcha_Pyar	saccA_pyAra
Sachche_Ka_Bol_Bala	sacce_kA_bola_bAlA
Sachdeva_College_of_Education	sacaxevA_koYleja_oYPa_EjUkeSana
Sachdeva_Engineering_College_for_Girls	sacaxevA_iMjIniriMga_koYleja_PoYra_garlsa
Sachin_Gupta	sacina_gupwA
Sacred_Evil	sakreda_evila
Sacred_Heart_International_College_of_Education	sekreda_hearta_iMtaraneSanala_koYleja_oYPa_EjUkeSana
Sadaa_Suhagan	saxA_suhAgana
Sadbhavna_Express	saxaBAvanA_eksapresa
Sadhu_Aur_Shaitan	sAXU_Ora_SEwAna
Safdar_Hashmi	saPaxara_hASmI
Sagar_Sangam	sAgara_safgama
Sahib_Bahadur	sAhiba_bahAxura
Sahib_Bibi_Aur_Ghulam	sAhiba_bIbI_Ora_gulAma
Sahyadri_Express	sahyAxrI_eksapresa
Sai_College_of_Education	sAIM_koYleja_oYPa_EjUkeSana
Sai_Express	sAIM_eksapresa
Sai_Polytechnic	sAIM_polItEkanika
Saint_Emilion	seMta_emiliyana
Saint_Kabir_College_of_Education	sanwa_kabIra_koYleja_oYPa_EjUkeSana
Saint_Kabir_Institute_of_Pharmaceutical_and_Technical_Education	sanwa_kabIra_iMstityUta_oYPa_PAramEkUtIkala_eMda_tEkanikala_EjUkeSana
Saint_Kabir_Polytechnic_College	sanwa_kabIra_polItEkanika_koYleja
Saint_Kitts_and_Nevis	sEMta_kitsa_eMda_nevisa
Saint_Lucia	sEMta_lUsiyA
Saint_Sahara_College_of_Education	sanwa_sahArA_koYleja_oYPa_EjUkeSana
Saint_Vincent_and_the_Grenadines	sEMta_vinseMta_eMda_We_garenAdIMsa
Saira_bano	sErA_bAno
Sajan_Bina_Suhagan	sAjana_binA_suhAgana
Sajna_Saath_Nibhana	sajanA_sAWa_niBAnA
Sajna_Ve_Sajna	sajanA_ve_sajanA
Saket_Express	sAkewa_eksapresa
Sal_river	sala_naxI
Salaam_Bombay	salAma_boYmbe
Salaam_Memsaab	salAma_memasAba
Salam_Namaste	salAma_namaswe
Saleena_Jaitly	selInA_jetalI
Salem_khan	salIma_KAna
Salma_Pe_Dil_Aa_Gaya	salamA_pe_xila_A_gayA
Salman_khan	salamAna_KAna
Samarasta_Express	samarasawA_eksapresa
Samastipur_Kshetriya_Gramin_Bank	samaswIpura_kRewrIya_grAmINa_bEMka
Samay_When_Time_Strikes	samaya
Sambaleshwari_Express	sambaleSvarI_eksapresa
Sambalpur_University,_Sambalpur	sambalapura_yunivarsitI,_sambalapura
Sambalpur_Vishvidyalya,_Sambalpur	sambalapura_viSvavixyAlaya,_sambalapura
Sambhu_Mitra	SamBU_miwrA
Samera_raddy	samIrA_reddI
Samita_patil	samiwA_pAtila
Samjhauta_Express	samaJOwA_eksapresa
Sampark_Kranti_Express	samparka_krAnwi_eksapresa
Sampoorna_Kranti_Express	sampUrNa_krAnwi_eksapresa
Sampurnanand_Sanskrit_University,_Varanasi	sampUrNAnanxa_saMskqwa_viSvavixyAlaya,_vArANasI/sampUrNAnanxa_saMskqwa_yunivarsitI,_vArANasI
Samrat_Chandragupta	samrAta_canxragupwa
Samta_Express	samawA_eksapresa
San_Diego	sEndIyAgo
San_Marino	sana_marIno
Sanam_Bewafa	sanama_bevaPA
Sanam_Harjai	sanama_harajAI
Sanam_Tere_Hain_Hum	sanama_were_hEM_hama
Sanam_Teri_Kasam	sanama_werI_kasama
Sanctuary_Express	safktuzrI_eksapresa
Sandeep_Marwah	sanxIpa_maravAha
Sandhu_Institute_of_Nursing	sanXU_iMstityUta_oYPa_narsiMga
Sandhya_Medpallivaar	sanXyA_medapallIvAra
Sangam_Express	safgama_eksapresa
Sangamitra_Express	safgamiwrA_eksapresa
Sangdil_Sanam	safgaxila_sanama
Sangeet_Samrat_Tansen	safgIwa_samrAta_wAnasena
Sangeeta_bijlani	safgIwA_bijalAnI
Sangiya_river	safgiyA_naxI
Sangla_Hill	sAfgalA_hila
Sanjay_datt	saFjaya_xawwa
Sanjay_kapoor	saFjaya_kapUra
Sanjay_khan	saFjaya_KAna
Sanjay_mishra	saFjaya_miSra
Sanjh_Aur_Savera	sAzJa_Ora_saverA
Sankat_City	safkata_sitI
Sankh_river	SafKa_naxI
Sankosh_river	safkoSa_naxI
Sanmati_Government_College_of_Science_Education_and_Research	sanamawI_gavarnameMta_koYleja_oYPa_sAIsa_EjUkeSana_eMda_risarca
Sant_Baba_Attar_Singh_Khalsa_College	sanwa_bAbA_awwara_siMha_KAlasA_koYleja
Sant_Baba_Bagh_Singh_Institute_of_Engineering_&_Technology	sanwa_bAbA_bAGa_siMha_iMstityUta_oYPa_iMjIniriMga_eMda_tEkanolojI
Sant_Baba_Bhag_Singh_Institute_of_Education	sanwa_bAbA_bAGa_siMha_iMstityUta_oYPa_EjUkeSana
Sant_Baba_Bhag_Singh_Institute_of_Nursing	sanwa_bAbA_bAGa_siMha_iMstityUta_oYPa_narsiMga
Sant_Baba_Bhag_Singh_Memorial_Girls_College_of_Education	sanwa_bAbA_bAGa_siMha_memoriala_garlsa_koYleja_oYPa_EjUkeSana
Sant_Baba_Hari_Singh_Memorial_Khalsa_College_of_Education	sanwa_bAbA_harI_siMha_memoriala_KAlasA_koYleja_oYPa_EjUkeSana
Sant_Baba_Hazara_Singh_College_of_Education	sanwa_bAbA_hajAra_siMha_koYleja_oYPa_EjUkeSana
Sant_Baba_Sewa_Singh_Memorial_Khalsa_Girls_College	sanwa_bAbA_sevA_siMha_memoriala_KAlasA_garlsa_koYleja
Sant_Darbara_Singh_College_of_Education_For_Women	sanwa_xarabAra_siMha_koYleja_oYPa_EjUkeSana_PoYra_vomena
Sant_Gadge_Baba_Amravati_University	sanwa_gAdage_bAbA_amarAvawI_yunivarsitI,_amarAvawI
Sant_Gadge_Baba_Amravati_Vishvidyalya,_Amravati	sanwa_gAdage_bAbA_amarAvawI_viSvavixyAlaya
Sant_Gadgebaba_Amravati_University	sanwa_gAdagebAbA_amarAvawI_yunivarsitI
Sant_Gyaneshwar	sanwa_jFAneSvara
Sant_Hira_Dass_Kanya_Maha_Vidyalaya	sanwa_hirA_xAsa_kanyA_mAhA_vixyAlaya
Sant_Janabai	sanwa_janAbAI
Santa_Claus	sEMtA_klAja
Santa_Clause	sEMtAkloja
Santoshi_Maa_Ki_Mahima	sanwoRI_mAz_kI_mahimA
Sao_Tome_and_Principe	so_toma_eMda_priMsipe
Sapne_Sajan_Ke	sapane_sAjana_ke
Sapnon_Ka_Mandir	sapanoM_kA_manxira
Sapt_Kranti	sapwa_krAnwi
Saptagiri_Express	sapwAgirI_eksapresa
Saptagiri_Grameena_Bank	sapwAgirI_grAmINa_bEMka
Sar_Utha_Ke_Jiyo	sara_uTA_ke_jiyo
Saradha_University,_Kariakkal	saraXA_yunivarsitI,_kariakkala
Saradha_Vishvidyalya,_Kariakkal	saraXA_viSvavixyAlaya,_kariakkala
Sarai_Alamgir	sArAi_AlamagIra
Sarai_Banjara	sarAye_baFjArA
Saraighat_Express	sarEGata_eksapresa
Saraswat_Co-operative_Bank_Ltd.	sarasvawa_ko-oparetIva_bEMka_limiteda
Saraswati_Chandra	sarasvawI_canxra
Saraswati_Polytechnic_College	sarasvawI_polItEkanika_koYleja
Sarayu_Yamuna_Express	sarayu_yamunA_eksapresa
Sardar_Amarjit_Singh_Memorial_Institute_of_Law	saraxAra_amarajIwa_siMha_memoriala_iMstityUta_oYPa_lA
Sardar_Bahadur_Captain_Mehtab_Singh_Institute_of_Technology	saraxAra_bahAxura_kEptana_mahawAba_siMha_iMstityUta_oYPa_tEkanolojI
Sardar_Hukam_Singh	saraxAra_hukama_siMha
Sardar_Patel	saraxAra_patela
Sardar_Patel_University,_Vallabh_Vidyanagar	saraxAra_patela_yunivarsitI
Sardar_Patel_Vishvidyalya,_Vallabh_Vidyanagar	saraxAra_patela_viSvavixyAlaya
Sardar_Rajinder_Singh_Memorial_Mukat_College_of_Education_for_Women	saraxAra_rAjiMxara_siMha_memoriala_mukata_koYleja_oYPa_EjUkeSana_PoYra_vomena
Sardar_Swaran_Singh	saraxAra_svarNA_siMha
Sardar_Ujjal_Singh	saraxAra_ujjala_siMha
Sardari_Begum	saraxArI_begama
Sarhad_Paar	sarahaxa_pAra
Sarhe_Saat_Phere	sADe_sAwa_Pere
Sarkar_Raj	sarakAra_rAja
Sarnath_Express	sAranAWa_eksapresa
Saroj_khan	saroja_KAna
Sarswati_river	sarasvawI_naxI
Sarvepalli_Radhakrishnan	sarvepallI_rAXAkqRNana
Sarvodaya_Express	sarvoxaya_eksapresa
Saryu_river	sarayU_naxI
Sat_Sri_Akal	sEta_SrI_akAla
Satavahana_Express	sawAvAhanA_eksapresa
Satguru_Ram_Singh_Government_Bahu_Takniki_College	sawaguru_rAma_siMha_gavarnameMta_bAhU_wakanIki_koYleja
Satguru_Ram_Singh_Polytechnic_for_Women_alias	sawaguru_rAma_siMha_polItEkanika_PoYra_vomena
Sathyabama_University,_Chennai	sawyAbAmA_viSvavixyAlaya,_cennaI/sawyAbAmA_yunivarsitI,_cennaI
Sati_Naari	sawI_nArI
Sati_Savitri	sawI_sAviwrI
Satish_Chander_Dhawan_Government_College	sawISa_canxara_Xavana_gavarnameMta_koYleja
Satish_koshisk	sawISa_koshisk
Satish_shah	sawISa_SAha
Satpura_Express	sawapurA_eksapresa
Satpura_Kshetriya_Gramin_Bank	sawapurA_kRewrIya_grAmINa_bEMka
Satta_Baazar	sawwA_bAjAra
Satta_The_Game_of_Power	sawwA_The_Game_of_Power
Satte_Pe_Satta	sawwe_pe_sawwA
Satya_Gopal	sawya_gopAla
Satyadev_Dubey	sawyaxeva_xube
Satyagraha_Express	sawyAgraha_eksapresa
Satyajeet_rai	sawyajIwa_re
Satyajit_Ray_Film_and_Television_Institute	sawyajiwa_rAya_Pilma_eMda_telIvijana_iMsatItUyata
Satyam_College_of_Education	sawyama_koYleja_oYPa_EjUkeSana
Satyam_Polytechnic_and_Pharmacy_College	sawyama_polItEkanika_eMda_PAramesI_koYleja
Satyam_Shivam_Sundaram	sawyama_Sivam_sunxarama
Satyamev_Jayate	sawyameva_jayawe
Sau_Crore	sO_karoda
Saudi_Arabia	sauxI_arAbiyA
Saurashtra_Express	sOrARtra_eksapresa
Saurashtra_Gramin_Bank	sOrARtra_grAmINa_bEMka
Saurashtra_Janata_Express	sOrARtra_janawA_eksapresa
Saurashtra_Mail	sOrARtra_mela
Saurashtra_University,_Rajkot	sOrARtra_yunivarsitI
Saurashtra_Vishvidyalya,_Rajkot	sOrARtra_viSvavixyAlaya
Sautela_Bhai	sOwelA_BAI
Sautela_Pati	sOwelA_pawi
Savere_Wali_Gaadi	savere_vAlI_gAdI
Savitri_river	sAviwrI_naxI
Sawai_madhopur	savAI_mAXopura
Sawan_Bhadon	sAvana_BAxoM
Sawan_Ki_Ghata	sAvana_kI_GatA
Sawan_Ko_Aane_Do	sAvana_ko_Ane_xo
Sawtantarta_senani	svawanwrawA_senAnI
Say_Salaam_India	se_salAma_iMdiyA
Sayajinagari_Express	sayAjInagarI_eksapresa
School_Train	skUla_trena
School_of_Planning_and_Architecture,_Delhi	skUla_oYPa_plAniMga_eMda_AracItEkacara
Science_Express	sAIsa_eksapresa
Scotch_Egg	walA_aNdA{goSwa_lagA_huA}
Scotia_Bank	skotiyA_bEMka
Scots_English	skAta_kI_afgrejI
Sda_shiv_ram_palekar	saxA_Siva_rAma_pAlekara
Seema_Biswas	sImA_bisvAsa
Seemanchal_Express	sImAFcala_eksapresa
Seeta_Aur_Geeta	sIwA_Ora_gIwA
Senate_of_Serampore_College_(University),_Serampore,_Hooghly_District	sanawe_oYPa_serAmpore_koYleja_(viSvavixyAlaya),_serAmpore/sanawe_oYPa_serAmpore_koYleja_(yunivarsitI),_serAmpore
Seshadri_Express	SeRAxrI_eksapresa
Seth_Madan_Lal_Memorial_School_of_Nursing	seTa_maxana_lAla_memoriala_skUla_oYPa_narsiMga
Sethu_Express	sewu_eksapresa
Sevagram_Express	sevAgrAma_eksapresa
Sewa_Devi_SD_College	sevA_xevI_esa_dI_koYleja
Sh._Adesh_Partap_Singh_Kairon	AxeSa_prawApa_siMha_kEroM
Sh._Ajit_Singh_Kohar	ajiwa_siMha_kohara
Sh._Gulzar_Singh_Ranike	gulajAra_siMha_rAnIke
Sh._Hira_Singh_Gabria	hIrA_siMha_gAbariyA
Sh._Janmeja_Singh	janamejA_siMha
Sh._Manoranjan_Kalia	manoraFjana_kAliyA
Sh._Manpreet_Singh_Badal	manaprIwa_siMha_bAxala
Sh._Parminder_Singh_Dhindsa	paramiMxara_siMha_DIMdasA
Sh._Ranjit_Singh_Brahampura	raNajIwa_siMha_barahAmapura
Sh._Sewa_Singh_Sekhwan	sevA_siMha_seKavAM
Sh._Sucha_Singh_Langah	sucA_siMha_lafgAha
Sh._Sukhbir_Singh_Badal	SrI_suKabIra_siMha_bAxala
Sh._Swarna_Ram	svarNA_rAma
Sh._Tikshan_Sud	wIkRaNa_sUxa
Sh._Varahagiri_Venkata_Giri	SrI_varAha_girI_veMketAgirI
Shaabash_You_Can_Do_It	SAbASa_yU_kEna_du_Ita
Shaadi_Ka_Laddoo	SAxI_kA_laddU
Shaadi_Ker_Ke_Phas_Gaya_Yaar	SAxI_kera_ke_Pasa_gayA_yAra
Shaadi_No.1	SAxI_na.1
Shaadi_Se_Pehle	SAxI_se_pahale
Shabari_Express	SabarI_eksapresa
Shabnam_Mausi	Sabanama_mOsI
Shafi_Inamdar	SaPI_inAmaxAra
Shaheed_Bhagat_Singh	SahIxa_Bagawa_siMha
Shaheed_Bhagat_Singh_College_of_Education	SahIxa_Bagawa_siMha_koYleja_oYPa_EjUkeSana
Shaheed_Bhagat_Singh_College_of_Engineering_and_Technology	SahIxa_Bagawa_siMha_koYleja_oYPa_iMjIniriMga_eMda_tEkanolojI
Shaheed_E_Azam	SahIxa_e_Ajama
Shaheed_Express	SahIxa_eksapresa
Shaheed_Kartar_Singh_Sarabha_Educational_Society’s_Ayurvedic_Medical_College_&_Hospital	SahIxa_karawAra_siMha_sarABA_EjUkeSanala_sosAitIsa_Ayurvexika_medikala_koYleja_eMda_hoYspitala
Shaheed_Udham_College_of_Education	SahIxa_uXama_koYleja_oYPa_EjUkeSana
Shaheed_Udham_Singh_College_of_Engineering_&_Technology	SahIxa_uXama_siMha_koYleja_oYPa_iMjIniriMga_eMda_tEkanolojI
Shaheed_Udham_Singh_Government_College_alias	SahIxa_uXama_siMha_gavarnameMta_koYleja
Shaheed_Udham_Singh_Polytechnic_College	SahIxa_uXama_siMha_polItEkanika_koYleja
Shaheed_Udham_Singh_Women_Engineering_College	SahIxa_uXama_siMha_vomena_iMjIniriMga_koYleja
Shahid_Bhagat_Singh_Government_College	SahIxa_Bagawa_siMha_gavarnameMta_koYleja
Shahid_Bhagat_Singh_Khalsa_College_for_Women	SahIxa_Bagawa_siMha_KAlasA_koYleja_PoYra_vomena
Shahid_Darshan_Singh_Pheruman_Memorial_College_for_Women	SahIxa_xarSana_siMha_Perumana_memoriala_koYleja_PoYra_vomena
Shahid_Kanshi_Ram_College_of_Physical_Education	SahIxa_kAMSI_rAma_koYleja_oYPa_PIjikala_EjUkeSana
Shahid_kapoor	SAhixa_kapUra
Shahruk_khan	SAharuka_KAna
Shaka_Laka_Boom_Boom	SAkA_lAkA_bUma_bUma
Shaktipunj_Express	SakwipuFja_eksapresa
Shakuntala_Express	SakunwalA_eksapresa
Shalimar_Express	SAlImAra_eksapresa
Shalmala_river	SAlamAlA_naxI
Sham_Ghansham	SAma_GanaSAma
Shama_Parwana	SamA_paravAnA
Shammi_kapoor	SammI_kapUra
Shan-e-Avadh_Express	SAna-e-avaXa_eksapresa
Shan-e-Bhopal_Express	SAna-e-BopAla_eksapresa
Shan-e-Punjab_Express	SAna-e-paFjAba_eksapresa
Shanghai_dialect	SEMgAi_kI_bolI
Shanhenshah_Khoon_Bhari_Maang	SAnheMSaH_KUna_BarI_mAfga
Shankar_Dayal_Sharma	Safkara_xayAla_SarmA
Shankar_Hussain	Safkara_husEna
Shankar_Nag	Safkara_nAga
Shanker_maha_daivan	Safkara_mAhA_xevana
Shankersinh_Vaghela	Safkara_siMha_vAGelA
Shannon's_diagram	SEnana_AreKa
Shannon's_model	SEnana_nixarSa
Shannon's_theorem	SEnana_prameya
Shannon-fano_coding	SEnana_PEno_kodana
Shannon-hartley_law	SEnana_hArtalI_niyama
Shanti_Dev_Arya_Mahila_College	SAnwi_xeva_Arya_mahilA_koYleja
Shanti_Express	SAnwi_eksapresa
Shanti_Tara_College	SAnwi_wArA_koYleja
Shantiniketan_Express	SAnwinikewana_eksapresa
Sharad_Joshi	Saraxa_joSI
Sharad_Pawar	Saraxa_pavAra
Sharad_kapoor	Saraxa_kapUra
Sharada_river	SAraxA_naxI
Sharavathi_river	SarAvawI_naxI
Sharavati_Express	SarAvawI_eksapresa
Sharda_Gramin_Bank	SAraxA_grAmINa_bEMka
Shareef_Badmaash	SarIPa_baxamASa
Sharmila_tagore	SarmIlA_tEgora
Shashi_kapoor	SaSi_kapUra
Shastri_river	SAswrI_naxI
Shasya_Shyamala_Express	Sasya_SyAmalA_eksapresa
Shatabdi_Express	SawAbxI_eksapresa
Shatrugan_sinha	Sawrugana_sinhA
Shayne_ahuja	SAinI_AhUjA
Shazada_Nand_College	SAjAxA_nanxa_koYleja
Shbana_azmi	SabAnA_AjamI
Shears_talpade	Searsa_walapade
Sheila_Dikshit	SIlA_xIkRiwa
Shekhar_Dutt	SeKara_xawwa
Shekhar_Vanskar	SeKara_vAnaskara
Shekhar_suman	SeKara_sumana
Sher-e-Kashmir_University_of_Agricultural_Sciences_and_Technology_of_Jammu,_Jammu	Sera-e_kaSmIra_yunivarsitI_oYPa_EgarIkalacarala_sAIsa_eMda_tEkanolojI_oYPa_jammU
Sher-e-Kashmir_University_of_Agricultural_Sciences_and_Technology_of_Kashmir,_Srinagar	Sera_e_kaSmIra_yunivarsitI_oYPa_EgarIkalacarala_sAIsa_eMda_tEkanolojI_oYPa_kaSmIra
Sher-e-Kashmir_Vishvidyalya_of_Agricultural_Sciences_and_Technology_of_Jammu,_Jammu	Sera-e-kaSmIra_viSvavixyAlaya_oYPa_EgarIkalacarala_sAIsa_eMda_tEkanolojI_oYPa_jammU
Sher-e-Kashmir_Vishvidyalya_of_Agricultural_Sciences_and_Technology_of_Kashmir,_Srinagar	Sera-e-kaSmIra_viSvavixyAlaya_oYPa_EgarIkalacarala_sAIsa_eMda_tEkanolojI_oYPa_kaSmIra
Shera_Shamshera	SerA_SamaSera
Sheshadri_Express	seSAxrI_eksapresa
Shetrunji_Express	SewruFjI_eksapresa
Shilpa_Shukla	SilpA_Sukla
Shilpa_shatter	SilpA_SettI
Shimsha_river	SimSA_naxI
Shipra_Express	SiprA_eksapresa
Shipra_river	SiprA_naxI
Shiraz_School_of_Nursing	SirAja_skUla_oYPa_narsiMga
Shirdi_Express	SirdI_eksapresa
Shirdi_Ke_Sai_Baba	SirdI_ke_sAIM_bAbA
Shirin_Farhad	SIrIM_Parahaxa
Shiromani_MEMU	SiromaNi_emaIemayU
Shiv_Ganga_Express	Siva_gafgA_eksapresa
Shiv_Mahima	Siva_mahimA
Shiv_Shankar_Institute_of_Engineering_&_Technology	Siva_Safkara_iMstityUta_oYPa_iMjIniriMga_eMda_tEkanolojI
Shivaji_University,_Kolhapur	SivAjI_yunivarsitI,_kolhApura
Shivaji_Vishvidyalya,_Kolhapur	SivAjI_viSvavixyAlaya,_kolhApura
Shivalik_College_of_Education	SivAlika_koYleja_oYPa_EjUkeSana
Shivalik_Express	SivAlika_eksapresa
Shivalik_Hills_College_of_Education	SivAlika_hilsa_koYleja_oYPa_EjUkeSana
Shivalik_Institute_of_Education_and_Research	SivAlika_iMstityUta_oYPa_EjUkeSana_eMda_risarca
Shivam_College_of_Education	Sivam_koYleja_oYPa_EjUkeSana
Shivinder_Singh_Sidhu	SiviMxara_siMha_siXu
Shivraj_Patil	SivarAja_pAtila
Shivraj_Singh_Chauhan	SivarAja_siMha_cOhAna
Shivraj_V._Patil	SivarAja_vI._pAtila
Shobhit_University,_Meerut	SoBiwa_viSvavixyAlaya,meraTa/SoBiwa_yunivarsitI,meraTa
Shola_Aur_Shabnam	SolA_Ora_Sabanama
Shootout_At_Lokhandwala	SUtaAuta_eta_loKaNdavAlA
Shramik_Express	Sramika_eksapresa
Shramik_Gari	Sramika_gAdI
Shramjeevi_Express	SramajIvI_eksapresa
Shramshakti_Express	SramaSakwi_eksapresa
Shree_420	SrI_420
Shree_Satya_Sai_B_Ed_College	SrI_sawya_sAIM_bI_Eda_koYleja
Shreekumar_Varma	SrIkumAra_varmA
Shreeman_Aashique	SrImAna_ASika
Shreemati_Nathibai_Damodar_Thackersey_Women's_University,_Mumbai	SrImawI_nAWIbAI_xAmoxara_WAckerseya_vomenasa_yunivarsitI,_mumbaI
Shreemati_Nathibai_Damodar_Thackersey_Women's_Vishvidyalya,_Mumbai	SrImawI_nAWIbAI_xAmoxara_WAckerseya_vomenasa_viSvavixyAlaya,_mumbaI
Shreyas_Gramin_Bank	SreyAsa_grAmINa_bEMka
Shri_A._Sai_Prathap	SrI_e._sAIM_prawApa
Shri_Ajay_Maken	SrI_ajaya_makeM
Shri_Arun_Yadav	SrI_aruNa_yAxava
Shri_Bharatsinh_Solanki	SrI_BarawasiMha_solafkI
Shri_D._Napoleon	SrI_dI._nApolIona
Shri_Dinesh_Trivedi	SrI_xineSa_wrivexI
Shri_E._Ahamed	SrI_I._ahamaxa
Shri_Ganpati_Polytechnic	SrI_gaNapawi_polItEkanika
Shri_Gurdas_Kamat	SrI_guraxAsa_kAmawa
Shri_Guru_Harkrishan_Girls_College	SrI_guru_harakriSana_garlsa_koYleja
Shri_Guru_Ram_Das_B_Ed_College	SrI_guru_rAma_xasa_bI_Eda_koYleja
Shri_Guru_Ram_Dass_College_of_Nursing	SrI_guru_rAma_xAsa_koYleja_oYPa_narsiMga
Shri_Guru_Teg_Bahadur_College_of_Education	SrI_guru_wega_bahAxura_koYleja_oYPa_EjUkeSana
Shri_Guru_Tegh_Bahadur_Khalsa_College	SrI_guru_weGa_bahAxura_KAlasA_koYleja
Shri_Harish_Rawat	SrI_harISa_rAvawa
Shri_Jitin_Prasad	SrI_jIwina_prasAxa
Shri_JyotiradityaScindia	SrI_jyowirAxiwya_siMxiyA
Shri_K.H._Muniyappa	SrI_ke._eca._muniyappA
Shri_L.N_Ayurvedic_College	SrI_ela._ena._Ayurvexika_koYleja
Shri_M.M._Pallam_Raju	SrI_ema._ema._pallama_rAjU
Shri_Mahadev_S._Khandela	SrI_mahAxeva_esa._KaNdelA
Shri_Mata_Vaishno_Devi_University,_Katra	SrI_mAwA_vERNo_xevI_yunivarsitI
Shri_Mata_Vaishno_Devi_Vishvidyalya,_Katra	SrI_mAwA_vERNo_xevI_viSvavixyAlaya
Shri_Mohan_Jatua	SrI_mohana_jawuA
Shri_Mukul_Roy	SrI_mukula_roYya
Shri_Mullappally_Ramachandran	SrI_mullAppallI_rAmacanxrana
Shri_Namo_Narain_Meena	SrI_namo_nArEna_mInA
Shri_Pradeep_Jain	SrI_praxIpa_jEna
