#Eng_Wrds	
#Structure_of_the_file	
#This	file
ABO_antibodies	rakwavargIya_roga-prawikAraka
smooth_the_way	rAswA_AsAna_banA_xe
smut_fungus	kaNda_kavaka
snack_bar	alpAhAra-gqha
snaffle_bit	narama_lagAma
snake_fence	lahariexAra_bAda
snake_god	sarpa_xevawA
snakes_and_ladders	sAzpa-sIDI
snap_button	presa_batana
snap_fastener	presa_batana
snap_open	Kata_se_Kula
snap_out	JAda
snap_out_of	samBala
snap_out_of_it	samBala
snap_shut	Kata_se_banxa_kara
snap_to_it	jalxI_karo
snap_up	KarIxa_le
snare_drum	PanxA_drama/sneyara_drama
snarl_up	jAma
snatch_at	pakadEYane_kI_koSisa_kara/uwsukawA_se_svIkAra_kara
sneak_preview	viSeRa_pUrvaxarSana
sneak_thief	uTAIgIRA
sneak_up	XIre-XIre_baDa
sneak_up_on	se_najara_bacAkara_A
sniff_around	ke_bAre_meM_pUCawACa_kara/pawA_lagA
sniff_at	upekRA_kara
sniff_out	BAzpa_le/pawA_lagA/sUfGa_kara_pawA_lagA
sniff_round	ke_bAre_meM_pUCawACa_kara/pawA_lagA
snip_off	kAta_kara_nikAla_xe
snow_in	Pazsa
snow_thrower	barPa_hatAne_kI_maSIna
snow_under	kAgajAwa_xe/vyaswa_ho
snow_up	Gera/roka
snuff_it	mara
snuff_out	naRta_ho
snug_as_a_bug_in_a_rug	bahuwa_hI_ArAmaxeha
so_as_to	wAki
so_be_it	EsA_hI_sahI
so_far	aBI_waka/aba_waka_kA/iwanA_hI
so_far,_so_good	aBI_waka_sanwoRajanaka_hE
so_far_as	jahAz_waka_ki/waka/uwanI_xUra_jiwanI
so_far_as_is_concerned	jahAz_waka_savAla_hE
so_far_as_it_goes	kuCa_haxa_waka
so_help_me	BagavAna_kasama!
so_help_me_God	BagavAna_kasama!
so_long	iwane_samaya/vixAI
so_long_as	agara
so_many	bahuwa_jyAxA/iwanI/iwane
so_much	bahuwa_hI/iwanA/iwane/bahuwa_jyAxA
so_much_for	ke_bAre_meM_basa_yahI_kahanA_hE
so_much_so_that	yahAz_waka_ki
so_much_the_better	Ora_BI_acCA
so_much_the_worse	bahuwa_hI_KarAba
so_near_and_yet_so_far	hAWa_meM_Awe-Awe_nikala
so_that	jisake_vajaha_se
so_the_story_goes	EsA_kahA_jAwA_hE
so_to_speak	eka_prAkAra_se
so_what?	wo_kyA_huA?/wo_ky_huA?
soak_out	CudA
soak_up	suKA/ximAga_meM_bEtA_le
soaking_up	avaSoRaNaa
soap_bubble	sAbuna_kA_bulabulA
soap_cake	sAbuna_kI_tikiyA
soap_flakes	sAbuNa_ke_kaNa
soap_nut	rITA
soap_opera	XArAvAhika/nijI_samasyAoM_para_ASriwa_rediyo_kaWA
soap_powder	kapadA_Xone_kA_pAudaraa
soar_up	weji_se_baDa
soar_upward	weji_se_baDa
sob_story	BAvukawApUrNa_kaWA
sober_up	naSA_Kawma_ho/naSA_xUra_kara
social_anthropololgy	sAmAjika_mAnava_vijFAna
social_climber	behawara_sAmAjika_sWiwi_pAne_kA_icCuka_vyakwi
social_conscience	sAmAjika_BAvanA
social_democracy	sAmAjika_lokawanwra/sAmAjika_lokawanwravAxI_xeSa
social_democrat	sAmAjika_lokawanwravAxI
social_democratic	sAmAjika_lokawAnwrika
social_disease	sAmAjika_roga
social_drinker	WodI-WodI_karake_pIne_vAlA/sAmAjika_avasaroM_para_pIne_vAlA
social_science	sAmAjika_vijFAna
social_security	sAmAjika_surakRA
social_service	samAja_sevA
social_sevice	samAja_sevA
social_stratification	sAmAjika_swaraNa
social_studies	sAmAjika_vijFAna
social_welfare	samAja_kalyANa
social_work	samAja_kArya
social_worker	samAja_sevaka
socialism	samAjavAxa
sock_it_to	XAvA_bola_xe
sod_all	kuCa_BI_nahIM
sod_off	cale
soda_ash	sodA
soda_pop	sodA_papa
soda_siphone	sode_kI_bowala
soda_water	sodA_vatara
sodium_bicarbonate	sodiyama_baikArboneta
sodium_carbonate	sodiyama_kArboneta
sodium_chloride	sodium_klorAida
sodium_hydrogen_carbonate	sodiyama_hAidrojana_kArboneta
sofa_bed	soPA_beda
soft_diet	narama_KAxya
soft_drug	ahAnikAraka_mAxaka_xravya
soft_fruit	halkA_Pala
soft_furnishings	Gara_kI_sajAvata_kA_kapade_kA_sAmAna
soft_goods	bajAjI_sAmAna
soft_palate	komala_wAlu
soft_pedal	piyAno_kA_pEdala
soft_porn	halke_aSlIla_calcacitra/halke_aSlIla_citra/halke_aSlIla_sAhiwya
soft_shoulder	sadaka_kA_kinArA
soft_soap	KuSAmaxa/warala_sAbuna
soft_spot	kamajora_hissA
soft_touch	BolA-BAlA_vyakwi
softback_book	pawrAvaraNabaxXa_puswaka
soften_up	kamajora_kara
softly_softly	sawarkawApUrNa
software_package	saPtaveyara_pEkeja
software_program	saPtaveyara_progrAma
software_system	saPtaveyara_sistama
solar_cell	sOrya_vixyuwa_pExA_karane_kA_upakaraNa
solar_plexus	AmASaya_ke_pICe_kA_wanwrikAjAla/snAyu_gucCa
solar_trap	XUpaxAra_sWAna
solar_year	sOra_varRa
soldier_of_fortune	BAde_kA_sEnika
soldier_on	lage_raha
solid_as_a_rock	cattAna_kI_waraha_adiga
solitary_confinement	kAlakoTarI_kI_sajA
soluble_RNA	GulanaSIla_Ara_ena_e
some_day	eka_na_eka_xina/eka_xina
some_hope!	bilkula_ASA_nahIM!
somebody_or_other	kisI_ne
something_between,_around,_over,_under,_etc_sth	lagaBaga
something_else	viSiRta_GatanA/viSiRta_vaswu/viSiRta_vyakwi
something_like	kI_waraha_kA/kuCa_EsA_hI/lagaBaga
something_like_it	kuCa_EsA_hI
something_of_a	bahuwa_acCA
something_of_an	bahuwa_acCA
something_of_the_kind	EsA_hI_kuCa
something_or_other	yA_kuCa_Ora
something_to_be_going_on_with	kuCa_WodA
somewhere_about	lagaBaga
somewhere_around	lagaBaga
somewhere_between	lagaBaga
somewhere_in	lagaBaga
somewhere_or_other	kahIM
son_et_lumiere	AvAja_Ora_roSanI
son_of_a_bitch	kamInA
sonic_barrier	Xvani-avaroXaka
sonic_boom	Xvanigawika_AGAwa-warafga
sonny_boy	betAA
soon_after	Wode_hI_xera_ke_bAxa
sooner_do_sth	behawara_samaJa
sooner_or_later	Aja_nahIM_wo_kala/kaBI_na_kaBI
sooner_rather_than_later	jalxI
sop_up	soKA
sort_of	kuCa_haxa_waka
sort_out	alaga_kara/hala_kara/sajAkara_raKa
sort_out_the_men_from_the_boys	kOna_marxa_kA_baccA_hE_yaha_sixXa_kara
sort_through	SreNIbaxXa_kara
sotto_voce	xabI_AvAja_meM/xabI_jabAna_se_kah
soul_food	aPrIkI-amarIkioM_kA_pAramparika_Bojana
soul_mate	bahuwa_GaniRTa_vyakwi
soul_music	sola_safgIwa
sound_a_note	cewAvanI_xe
sound_as_a_bell	ekaxama_svasWa
sound_barrier	Xvani-avaroXaka
sound_bite	Xvani-PIwa
sound_effect	Xvani_praBAva
sound_off	vicAra_vyakwa_kara
sound_out	vicAra_jAnane_kI_koSisa_kara
sound_reflection	prawiXvani
sound_structure	Xvani_saMracanA
sound_wave	Xvani_warafga
sounding_line	WAhamApI_dora
soup_up	iMjana_kI_Sakwi_baDA
sour_cream	KattI_malAI
sour_grapes	Katte_afgUra_kOna_KAya
soured_cream	KattI_malAI
south_wind	paScimI_havA
southeastern_United_States	xakRiNa-pUrva_amarIkA
southern_maidenhair	xakRiNI_parNAfga
southwestern_United_States	xakRiNa_paScima_amarIkA
sow_the_wind_and_reap_the_whirlwind	apanA_boyA_kAtanA
soy_bean	soyAbIna
soy_sauce	soyA_sasa
soya_bean	soyAbIna
soya_sauce	soyA_sasa
space_age	anwarikRa_yuga
space_heater	kakRa_wApiwra
space_probe	anwarikRa-Koja_yAna
space_shuttle	anwarikRa_yAna
space_station	anwarikRa_keMxra/anwarikRa_steSana
space_telescope	anwarikRa_xurabIna
spaced_out	hakk/hakkA_bakkA/hawabuxXi/swamBiwa
spare_part	awirikwa_purajA
spare_rib	suara_kI_pasalI_kA_mAMsaa
spare_the_rod_and_spoil_the_child	jyAxA_lAda-pyAra_se_bacce_bigada_jAwe_hEM
spare_tyre	awirikwa_tAyara/kamara_para_latakI_carbI
sparing_partner	GUzsebAjI_kA_praSikRaNa-sAWI/ladawe-Jagadawe_xoswa
spark_off	SurU_kara
spark_plug	spArka_plaga
sparking_plug	sPurliMga_plaga/spArka_plaga
sparring_partner	mukkebAjI_kA_sAWI/vAxa-vivAxI_sAWI
speak_badly_of	ke_bAre_meM_burI_bAweM_kara
speak_for	kI_ora_se_bola/prawiniXiwva_kara
speak_for_itself	Ora_aXika_spaRtIkaraNa_kI_AvaSyakawA_nahIM_ho
speak_for_themselves	Ora_aXika_spaRtIkaraNa_kI_AvaSyakawA_nahIM_ho
speak_for_yourself	wuma_apane_bAre_meM_bolo
speak_ill_of	ke_bAre_meM_burI_bAweM_kara
speak_of	spaRta_kara
speak_of_the_devil	SEwAna_kA_nAma_liyA,SEwAna_hAjira/SEwAna_kA_nAma_lo
speak_out	sAhasa_ke_sAWa_kaha
speak_the_same_language	usI_BARA_meM_bAwa_kara
speak_to	kaha
speak_up	jora_se_bola
speak_up_for	kaha
speak_well_of	ke_bAre_meM_acCI_bAweM_kara
speaking_as	hEsiyawa_se
spear_carrier	CotA_kalAkAra
special_constable	avEwanika_svayaMsevI_pulisa_aXikArI
special_delivery	viSeRa_viwaraNa_sevA
special_effect	viSeRa_praBAva
special_effects	viSeRa_wakanIka
special_licence	viSeRa_anujFApawra
special_pleading	viSeRa_vAkCalaa
specific_gravity	ApekRika_Ganawva
spectator_pump	spektetara_pampa
spectator_sport	xarSakIya_Kela
spectrographic_analysis	spektramI_viSleRaNa
spectroscopic_analysis	spektramI_viSleRaNa
spectrum_analysis	spektramI_viSleRaNa
speech_communication	vArwAlApa
speech_day	vArRika_vyAKyAna_xivasa
speech_pattern	uccAraNa/uccAraNa_viSiRtawA
speech_therapist	vAk_cikiwsaka
speech_therapy	vAk_cikiwsA
speed	baDA/jalxI
speed_bump	sadaka_avaroXa
speed_demon	nirXAriwa_gawi_sImA_wodane_vAlA_cAlaka
speed_hump	sadaka_avaroXa
speed_indicator	gawimApI_yanwra
speed_limit	gawi_sImA
speed_trap	pulisa_kA_vyUha-sWala
speed_up	Ora_weja_ho_jA/baDA/gawi_pakada/weja_kara
speeded_up	wvariwa
spell_out	kaha/liKa/vyAKyA_kara
spend_a_penny	xiSA-mExAna_kara
spend_the_night_together	eka_sAWa_rAwa_biwA
spend_the_night_with	ke_sAWa_rAwa_biwA
spending_money	jeba_Karca
sperm_bank	SukrANu_bEMka
sperm_cell	SukrANu
sperm_count	SukrANu-safKyA_kA_anumAna/SukrANu_gaNanA
sperm_whale	sparma_vhela
sphagnum_moss	kAI
sphincter_muscle	safkocinI_mAMsapeSI
spice_up	catapatA_banA/rocaka_banA
spick_and_span	cakAcaka/sAPa-suWarA
spiel_off	Xadalle_se_bola
spiff_up	AkarRaka_banA
spill_blood	KUna_bahA
spill_the_beans	anajAne_meM_Bexa_Kola_xe
spin_a_story	lambA_kissA_sunA
spin_a_tale	lambA_kissA_sunA
spin_a_yarn	lambA_kissA_sunA
spin_along	wejI_se_BAga
spin_bowler	spina_geMxabAja
spin_dryer	kapade_suKAne_kI_maSIna
spin_out	lambA_kara
spina_bifida	spina_biPidA/xvimeruwA
spinach_plant	pAlaka
spinal_accessory	meruxaNdIya_sahAyaka_nAdI/meruxaNdIya_sahAyaka_wanwrikA
spinal_anaesthesia	meru-asaMvexanA
spinal_anesthesia	meru-asaMvexanA
spinal_column	meruxaNda/rIDa
spinal_cord	merurajju
spinning_top	lattU
spinning_wheel	caraKA
spiral_down	wejI_se_gira
spiral_downward	wejI_se_gira
spirit_away	hatA_xiyA
spirit_of_turpentine	wArapIna_kA_wela
spirit_off	hatA_xiyA
spiritual_rebirth	AXyAwmaika_punarjanma/Xarma-parivarwana
spit_and_polish	cikanAhata_Ora_camaka
spit_it_out	jo_kUCa_kahanA_cAhawe_ho_kaha_xo
splash_about	Karca_kara
splash_across	prakASiwa_ho
splash_around	Karca_kara
splash_down	uwara
splash_out	pEsA_Karca_kara
splinter_group	alaga_huA_xala
split_an_infinitive	viBakwa_kriyArWaka_saFjFA_kA_prayoga_kara
split_away	alaga_ho
split_ends	xomuzhe_bAla
split_hairs	bAla_kI_KAla_nikAla
split_infinitive	KaNdiwa_saFjFArWa_kriyA
split_off	alaga_kara
split_on	BaNdAPoda_kara
split_peas	matara_kI_xAla
split_personality	viKaNdiwa_vyakwiwva
split_pin	splita_pina
split_second	pala
split_the_difference	bIca_kI_rakama_nirXAriwa_kara
split_the_ticket	eka_se_aXika_pArtI_ke_ummIxavAroM_ko_vota_xe
split_up	vivAha_vicCexa_kara/xoswI_samApwa_kara
spoken_for	pahale_se_hI_ArakRiwa
spoken_language	vArwAlApa
sponge_bag	prasAXana_WElI
sponge_cake	spaFja_keka
sponge_pudding	spaFja_pudiMga
spontaneous_combustion	svawaHpravarwiwa_xahana
spontaneous_generation	ajIvAw_jIvowpawwi/ajIvAw_janana
sport_car	sporta_kAra
sport_coat	sporta_kota
sport_jacket	sporta_jEketa
sporting_house	veSyAlaya
sports_car	sportsa_kAra
sports_coat	sportsa_kota
sports_day	krIdA_prawiyogiwA_xivasa
sports_jacket	anOpacArika_jEkata/sportsa_jEketa
sports_stadium	stediyama
spot_check	nixarSa_rUpa_meM_parIkRaNaa
spot_on	pUrNawayA_TIka
spotted_cranesbill	ciwwIxAra_kreMjabila
spotted_deer	cIwala/ciwramqga/pADA/sArafga
spotter_plane	KojI_yAna
spousal_relationship	vivAha
spray_gun	picakArI
spread_eagle	cAroM_KAne_ciwa_kara_xe/hAWa-pEra_pasAre_padA_ho
spread_eagled	hAWa-pEra_PElAyA
spread_like_wildfire	jafgala_kI_Aga_kI_waraha_PEla
spread_out	alaga_ho
spring_a_leak	Cexa_kara
spring_chicken	CotI_murgI/javAna
spring_equinox	vasanwa_viRuvaa
spring_from	se_tapaka/se_uwpanna_ho
spring_greens	pawwAgoBI
spring_on	acAnaka_kaha
spring_onion	harA_pyAja
spring_roll	spriMga_rola
spring_tide	vqhaw_jvAra-BAtA
spring_to_mind	ximAga_meM_A
spring_up	nirmANa_ho/uga/uwpanna_ho
spring_water	BUmigawa_jala
sprocket_wheel	xAzwexAra_pahiyA
spruce_up	sazvAra
spur_gear	sIXe_xAzwa_vAlI_garArI
spur_wheel	sIXe_xAzwa_vAlI_garArI
spy_on	para_najara_raKa
spy_out_the_land	sUcanA_ikatTA
squad_car	pulisa_kI_gAdI
squadron_leader	skvadrana_lIdara
square_accounts	hisAba-kiwAba_TIka_kara/hisAba_cukawA_kara
square_an_account_with	se_hisAba_cukawA_kara
square_bracket	vargAkAra_koRTaka
square_dance	skveyara_nqwya/skveyara_nqwya_samAroha/skveyara_nqwya_kara
square_deal	uciwa_barwAva
square_foot	varga_Puta
square_inch	varga_inca
square_kilometer	varga_kilomItara
square_knot	xoharI_gAzTa
square_meter	varga_mItara
square_mile	varga_mIla
square_root	vargamUla
square_the_circle	asamBava_ke_lie_yawna_kara
square_up	cukA/datakara_sAmanA_kara/mela_KA/wEyAra_ho
square_up_to	sAhasapUrvaka_sAmanA_kara
square_with	se_anumawi_le
squash_rackets	skvaSa_rEketsa
squash_racquets	skvaSa_rEketsa
squash_up	Kisaka
squeaky_clean	nEwika_rUpa_se_sahI/sAPa-suWarA
squeegee_mop	rabada_poCA
squeeze_box	akardiyana/skvIja_baksa
squeeze_in	samaya_xe
squeeze_out	nicoda/nikAla
squeeze_up	Kisaka
squirt_gun	PuhAra_mArane_vAlI_banxUka
stable_gear	Gode_kA_sAja-sAmAna
stack	Bara
stack_up	Dera_lagA/Dera_laga/kawAra_laga_jA/sAmane_tika/warkasafgawa_ho
staff_nurse	paricArikA
staff_sergeant	gEra_kamISana-prApwa_aXikArI/stAPa_sArjeMta
stag_night	vivAhapUrva_puruRa-goRTI/vivAhapUrva_puruRa-goRTI_rAwri
stag_party	puruRa_goRTI
stage_direction	nAtya-nirxeSa
stage_door	rafgamaFca_xvAra
stage_fright	maFcaBIwi/rafgamaFca_kA_dara
stage_left	rafgamaFca_kA_bAyAz_hissA
stage_manager	maFca_prabanXaka
stage_right	rafgamaFca_kA_xAhinA_hissA
stage_setting	maFcaviXAna
stage_whisper	jAnabUJa_kara_jora_se_kahA_gayA_kaWana/svagawa_BARaNa
staging_post	niyamiwa_padAva/padAva
stained_glass	aBiraFjiwa_kAzca
stainless_steel	jafgaroXI_stIla
stake_a_claim	aXikAra_kA_xAvA_kara
stake_out	KUzte_se_Gera/icCA_jAhira_kara/najara_raKa
stake_out_a_claim	aXikAra_kA_xAvA_kara
stake_up	wulanA_kara
stalking_horse	Ada_kA_GodA/XoKe_kI_tattI/apane_hI_xala_ke_newA_se_takkara_lene_vAlA_rAjanIwijFa/bahAnA
stamp_on	bETa/masala/roka_xe
stamp_out	Kawma_kara
stamp_tax	muxrAfka_-_kara
stamped_addressed_envelope	dAka-tikata_Ora_pawe_ke_sAWa_liPAPA
stand_a_chance	samBAvanA_ho
stand_aloof_from	se_alaga_raKa
stand_aside	eka_kinAre_KadA_ho/eka_kinAre_ho
stand_at	_ho
stand_at_ease	ArAma_lo
stand_back	pIce_hata/xUrI_para_sWiwa_ho
stand_bail_for	jamAnawa_para_rihA_karavA
stand_by	cupacApa_xeKawA_raha/kArayavAI_ke_lie_wEyAra_ho/niBA/sahAyawA_kara/samarWana_kara
stand_comparison_with	se_wulanA_ke_yogya_ho
stand_down	gavAhI_lene_ke_bAxa_Coda/wyAgapawra_xe
stand_easy	Aroma_lo
stand_fast	date_raha
stand_firm	datA_raha/prawiroXa_kara/sAmanA_kara
stand_for	arWa_ho/barxAswa_kara/samarWana_kara
stand_guard	praharI_kA_kAma_kara
stand_head_and_shoulders_above	se_SreRTa_ho
stand_in	sWAna_le
stand_in_light	bIca_meM_KadA_ho
stand_on_ceremony	OpacArikawA_se_peSa_A
stand_out	ade_raha/alaga_se_xiKa/mahawvapUrVa_ho
stand_out_a_mile	sAPa-sAPa_xiKAI_xe
stand_out_like_a_sore_thumb	BaxxA_Ora_purAnA_xiKAI_pada
stand_over	nirIkRaNa_kara/para_najara_raKa
stand_pat	apane_nirNaya_para_kAyama_raha
stand_the_test_of_ages	yugoM_se_KadI_huI_ho
stand_the_test_of_centuries	sekadoM_sAloM_se_KadI_huI_ho
stand_the_test_of_time	lambe_samaya_se_banI_huI_ho
stand_the_test_of_years	sAloM_se_KadI_huI_ho
stand_trial_for	para_mukaxamA_cala
stand_up	mAnya_ho
stand_up_and_be_counted	janajAgaraNa_kara
stand_up_for	pakRa_le/samarWana_kara
stand_up_to	data_kara_sAmanA_kara
standard_lamp/floor_lamp	swamBa-xIpa
standard_of_living	jIvana-swara/rahana-sahana
standard_time	mAnaka_samaya
standing_order	sWAyI_AxeSa
standing_ovation	Kade_hokara_sarAhanA
staple_fiber	reSA
staple_fibre	reSA
stapling_machine	stEpaliMga_maSIna
star_sign	rASi
star_turn	muKya_kalAkAra/uwkqRta_praxarSana
stare_down	GUrakara_GabarA_xe/GUra
stark_naked	bilkula_nafgA
stark_raving_mad	ekaxama_pAgala
stark_staring_mad	siraPirA
start_a_family	baccA_pExA_kara
start_back	lOta/uCala_pada
start_for	ke_lie_nikala
start_from_scratch	nae_sire_se_SurU_kara
start_off	SurU_kara/xOdanA_SurU_kara
start_off_on_the_right_foot	sahI_Dafga_se_peSa_AnA_SurU_kara
start_off_on_the_wrong_foot	anuciwa_Dafga_se_peSa_AnA_SurU_kara
start_out	prasWAna_kara
start_out_on	SurUAwa_kara
start_over	Pira_se_SurU_kara
start_something	JagadA_SurU_kara
start_the_ball_rolling	SuruAwa_kara
start_up	cAlU_ho
start_up_in	SurU_kara
starting_block	AramBika_avaroXa
starve_of	se_vaFciwa_raKa
state_highway	xruwamArga
state_of_affairs	hAlawa
stately_home	Bavya_gqha
static_electricity	sWira_vixyuw
station_agent	steSana_mAstara
station_waggon	steSana_vEgana
station_wagon	steSana_vEgana
stationery_seller	leKana_sAmagrI_vikrewA
statue_maker	mUrwikAra
status_quo	yaWApUrva_sWiwi
status_quo/the_status_quo	yaWApUrva_sWiwi
status_symbol	prawiRTA_kA_prawIka
statute_law	saMviXi
statutory_rape	saMvEXAnika_balAwkAra
stave_in	tAla/tuta/xUra_kara
stay_behind	ruka
stay_clear	xUra_raha
stay_down	Tahara
stay_in	Gara_meM_raha
stay_on_at	Tahara
stay_out	bAhara_raha/hadawAla_para_ho
stay_put	rukA_raha
stay_the_course	kaTinAiyoM_ke_bAvajUxa_anwa_waka_datA_raha_kara
stay_up	jAgawA_raha
staying_power	wAkawa/xama
steady_as_a_rock	cattAna_kI_waraha_adiga
steady_on!	sAvaXAna_ho_jAo!
steal_a_march	Age_nikala
steal_the_limelight	sabakA_XyAna_AkarRiwa_kara
steal_the_show	xarSakoM_kA_xila_jIwa_le
stealth_aircraft	stelWa_vimAna
steam_engine	BApa_kA_iMjana
steam_iron	BApa_vAlI_iswarI
steam_off	se_nikAla
steam_open	Kola
steam_shovel	vARpacAliwa_KuxAI-maSIna
steam_train	vARpacAliwa_relagAdI
steam_up	BApa_se_Daka
steamroller_into	xavAba_dAla
steel_band	stIla_bEMda
steel_production	stIla_uwpAxana
steel_wool	ispAwa_kA_lacCA/stIla_vUla
steep_in	BarA_ho/lIna_kara/meM_dAla
steer_clear	xUra_raha
steering_committee	saFcAlana_samiwi
steering_group	saFcAlana_samiwi
steering_wheel	cAlana_cakra/stiyariMga_vhIla
stem_canker	rAijoktIniyA_roga
stem_from	se_uwpanna_ho
stem_vowel	afgAnwya_svara
step_aside	hata
step_by_step	kramaSaH
step_down	Coda_xe/baDA
step_forward	sahAyawA_kara
step_in	meM_haswakRepa_kara
step_into_the_breach	ke_sWAn_para_kAma_kara
step_on_it	jalxI_kara
step_on_the_gas	jalxI_kara
step_out	Gara_Codaa
step_out_of_line	galawa_barwAva_kara
step_up	Age_A
stepping_down	paxawyAga/rAjawyAga
stereo_system	stIriyo_sistama/wrivima_Xvanika
stereophonic_system	stIriyoPonika_systama
sterling_silver	KAlisa_cAzxI/SuxXa_cAnxI
stick_'em_up!	hAWa_Upara_uTAo!
stick_around	pAsa_meM_raha
stick_at	meM_lage_raha
stick_at_nothing	kuCa_BI_kara
stick_by	sahArA_xewe_raha
stick_down	cipakA/meM_liKa
stick_in	meM_lagA
stick_insect	kaTa_kIdA/stika_kIdA
stick_into	meM_cipakA
stick_it_out	lage_raha
stick_oar_in	tAzga_adA
stick_out	bAhara_nikAla/inakAra_kara/nikalA_huA_ho/saha/sahana_kara/spaRta_ho
stick_out_a_mile	sAPa-sAPa_xiKAI_xe
stick_out_like_a_sore_thumb	BaxxA_Ora_purAnA_xiKAI_pada
stick_to	lage_raha/nahIM_Coda
stick_together	ek_xusare_ke_prawi_vaPAxAra_raha
stick_up	Awafka_PElAkara_lUta/PElA_ho/bacAva_kara
stick_up_for	pakRa_le
stick_with	adiga_raha
sticking_point	bAXA
sticky_tape	cipacipA_tepa
stiff_as_a_ramrod	bilkula_sIXA
stiletto_heel	UzcI_edI_kA_jUwA
still_less	kI_bAwa_wo_xUra
still_life	sWira_vaswu_citra/sWira_vaswu_citraNa
still_life_painting	sWira_vaswu_citr
still_waters_run_deep	XIrA_so_gazBIrA
stimulant_drug	uwwejaka_ORaXi
stinging_nettle	bicCU-bUtI
stink_bomb	baxabUxAra_bama
stink_out	Bara
stink_to_high_heaven	BraRta_ho/wIkRNa_ganXa_ho
stipendiary_magistrate	vEwanika_majistreta
stir_the_blood	halacala_macA_xe
stir_up	dAla/jamA_ho/uwwejiwa_kara
stir_up_a_hornet's_nest	bahuwa_sArI_samasyAez_KadI_kara
stirrup_iron	rakAba
stitch_up	XoKA_KA/pUrA_kara/silAI_kara
stock_exchange	Seyara_bAjAra/staka_eksceMja
stock_farmer	paSupAlaka_kisAna
stock_market	Seyara_bAjAra
stock_raiser	paSupAla
stock_up	saFciwa_kara
stock_up_on	ikatTA_karake_raKa
stock_up_with	saFciwa_kara
stocking_stuffer	krisamasa_para_moje_meM_xiyA_gayA_upahAra
stomach_ache	peta_xarxa
stone_facing	puSwAbanxI
stone_pine	stona_pAina
stone_the_crows	kyA_bAwa_hE!
stony_broke	kadakA
stood_in_awe	dara
stool_pigeon	muKabira
stoop_so_low	iwanA_nIce_gira
stoop_to	nIca_kAma_kara
stop_at_nothing	koI_BI_mArga_aKwiyAra_kara
stop_by	milane
stop_in	Gara_meM_padA_raha
stop_light	lAla_bawwI/roka_bawwI
stop_off_at	ruka
stop_off_in	ruka
stop_out	jage_rah
stop_over_at	ruka
stop_press	xera_ke_samAcAra
stop_round	milane
stop_short	acAnaka_rUka/ekAeka_rUka
stop_the_rot	bure_praxarSana_ko_roka/bure_vakwa_kI_iwiSrI_kara
stop_the_show	kAryakrama_meM_rUkAvata_dAla
stop_up	xera_waka_jAga
stopping_train	virAma_relagAdI
storage_heater	saFcAyaka_wApaka
storage_tank	tafkI
store_brand	Kuxa_kI_CApa
store_cheese	stora_panIra
storm_cloud	Kaware_ke_lakRaNa/wUPAna_kA_bAxala
storm_trooper	himsAwmaka_hamalA_karane_vAlA_sEnika
stove_poker	kurexanI
stow_away	Cipakara_yAtrA_kara
straight_as_a_ramrod	bilkula_sIXA
straight_away	wuranwa
straight_forward	ImAnaxAra/sarala
straight_from_the_shoulder	spaRta_rUpa_se
straight_man	muKya_hAsyakAra_kA_sahAyaka
straight_off	wuranwa
straight_out	behicaka/sAPa-sAPa
straight_up	vAswava_meM
straighten_out	suxqDa_kara
straighten_up	sAPa_kara/sIXA_KadA_raha
strain_at	kasakara_KIMca
strain_at_the_leash	svawantra_hone_ke_lie_uwsuka_ho
strain_every_nerve	KUna_pasInA_eka_kara
strange_to_say	AScarya_kI_bAwa_hE_ki/yaha_AScarya_hE_ki
strangely_enough	hErAna_kI_bAwa_hE_kI
strangler_fig	jafgalI_aFjIra
straw_hat	panAmA_topI
straw_man	bijUKA/kAkaBagOdA
straw_poll	jana-sarvekRaNa
straw_vote	jana-sarvekRaNa
strawberry_mark	lAla_janma-cihna
stream_of_consciousness	cewanA_pravAha
street_arab	sadakoM_para_GUmane_vAlA_pariwyakwa_ladakA
street_child	lAvArisa_baccA
street_cred	pracaliwa_SElI
street_credibility	pracaliwa_SElI
street_girl	veSyA
street_smart	apanA_bacAva_karane_meM_sakRama
street_smarts	apanA_bacAva_kara_sakane_kI_kRamawa
street_value	anaXikqwa_mUlya
streetcar_track	trAma_kI_patarI
streets_ahead	aXika_vikasiwa
streets_ahead_of	se_aXiaka_behawara
stress_mark	balAGAwa_cihna
stretch_a_point	DIlAI_kara
stretch_marks	KiMcAva_cihna
stretch_out	pasara
stretch_the_rules	apanI_suviXAnusAra_niyama_baxala
strictly_speaking	ImAnaxArI_se_kahA_jAe_wo
strike_a_balance	sAmaFjasya_banAye_raKa
strike_a_chord	xila_ke_wAroM_ko_CU_le
strike_a_chord_with	ke_xila_ko_CU_le
strike_a_hard_bargain	lAbaxAyaka_samaJOwe_para_xqDa_raha
strike_a_pose	BafgimA_banA/viSeRa_muxrA_banA
strike_an_attitude	BafgimA_banA/ravEyA_apanA
strike_back	palata_kara_hamalA_kara
strike_back_at	para_hamalA_bola
strike_camp	wambU_uKAda
strike_down	PIdiwa_ho
strike_gold	sone_kI_cidiyA_kA_pawA_lagA
strike_home	xila_ko_cota_pahuzcA
strike_it_lucky	sOBAgyaSAlI_ho
strike_it_rich	acAnaka_XanI_bana
strike_lucky	sOBAgyaSAlI_ho
strike_off	hatA_xe/kAta_xe
