#	/Amidst/Bilberry/Fine,/I/It/It/Kaladhungi/On/Ratna/The
###########################################################################################################	The
#-----------	The
#------------------	The
#-------------------	The
#==================	The
#===================	The
#A	descendant
#All	salesmen/the
#As	a/the
#Besides,	Aptech,
#But	do/this/when/you
#By	Alpana/Anita/Krithika/Nandini/Preeti/Sarita/drinking
#Chew	the
#Children	are
#Discounting	Bills
#Do	not/not
#Drink	plenty
#English-compound-word	Hindi-meaning
#Following	entries
#Fruits	and
#GITMO	was
#He	came
#I	am/want/will
#In	comparison/this,
#India	has
#It	was
#Kalajar	is
#Keep	taking
#Look,	I
#Lord	Caitanya
#New	Entries
#Not	only
#One	does
#Researches	have
#Structure_of_the_file:	have
#Suggested	by/by
#The	citizens/danger/use
#There	are
#Therefore	everybody
#Therefore,	the/the
#This	is/palace
#Unplugging	the
#We	saw
#What	is/is
#When	Arjun/these
#Yes	of
#Yes,	Yes.
#You	keep/keep
#based_on	para_AXAriwa
#powered	wheelchair
#station	master
,_in_short_,	safkRipwa_meM
programming_language	kramAxeSana_BARA
programming_model	progrAma_aAryakrama_prawirUpa_aamUnA
programming_support_enviornment	kramAxeSana_sAhaya_pariveSa
progress_chart	pragawi_cArta
progress_chaser	pragawi_anuvIkRaka
progress_chaser_gonner	pragawi_cejara_ganara
progress_inspector	pragawi_nirIkRaka
progress_officer	pragawi_aXikArI
progress_payment	kArya_kI_pragawi_ke_anusAra_kI_jAne_vAlI_axAyagI
progress_recorder	pragawi_rikoYrdara
progress_register	pragawi_rajistara
progress_report	pragawi_riporta
progress_superitendent	pragawi_aXIkRaka
progress_supervisor	pragawi_paryavekRaka
progressive_account	pragAmI_IrohI_leKA
progressive_aspect	pragawiSIla_pahalU
progressive_expenditure	pragAmI_IrohI_Karca
progressive_outgoing	pragAmI_vyaya
progressive_tax	ArohI_kara_aarXamAna_kara
progressive_total	kramika_aarXamAna_jo_oda_aoga
prohibited_and_restricted_goods	niRixXa_Ora_prawibanXiwa_mAla
prohibited_areas	viXi_kRewra
prohibited_cost	awyaXika_aiReXI_lAgawa
prohibited_order	prawibanXaka_AxeSa
prohibition_officer	maxya_niReXa_aXikArI
prohibitory_order	niReXAwmaka_AxeSa
project_coordination_division	pariyojanA_samanvaya_praBAga
project_director	pariyojanA_nixeSaka
project_estimate	pariyojanA_anumAna
project_evaluation_officer	pariyojanA_mUlyAfkana_aXikArI
project_executive_officer	pariyojanA_kAryapAlaka_aXikArI
project_norms	pariyojanA_mAnaxaNda
project_officer	prakRepaka_va_mekEnika
project_profiles	pariyojanA_rUpareKAeM
project_report	pariyojanA_riporta
projectionist_cum_mechanic	prakRepaka
projective_device	prakRepIya-upAya
projective_test	prakRepIya-parIkRaNa
prolonged_illness	lambI_bImArI
promisory_note	vacana_pawra
promissory_note	vacanapawra
promotion_by_select	pravaraNa_xvArA_paxo_onawi
promotion_by_senior	variRTawA_ke_AXAra_para_paxo_onawi
promotion_post	pronnawa-paxa
promotion_profits	pravarwana_lABa
promotional_avenues	paxonnawi_ke_avasara
promotional_role	vikAsa_aaMvarXana_BUmikA
prompt_action	wuranwa_kAryavAhI
prompt_box	sawvara_sevA
prompt_copy	wEyAra_kApI
prompt_payment	niyawAvaXi_BugawAna
proof_arranger	pariyojanA_aXikArI
proof_examiner	prUPa_vinyAsaka
proof_exportation	niryAwana_sabUwa
proof_master	prUPa_parIkRaka
proof_of_debt	qNa_pramANa
proof_of_despatch	preRapra_kA_pramANa
proof_officer	prUPa_mAstara
proof_read	prUP-SoXana_karanA
proof_reader	prUPa_aPasara
proof_set_of_coins	sikkoM_kA_numAyaSI_sEta
prop_up	teka_lagAnA
propaganda_assistant	prUPa_rIdara
propaganda_demonstrator	pracAra_sahAyaka
propaganda_effort	pracAra_prayAsa
propaganda_machine	pracAra_karane_kI_maSIna
propensity_to_consumer	upaBoga_pravqwwi
propensity_to_invest	niveSa_pravqwwi
proper_channel	uciwa_mAXyama
proper_noun	vyakwivAcaka_saFjFA
proper_subgraph	uciwa_upAleKa
properly_exploited	uciwa_xohana
propertied_classess	XanI
property_inspector	pracAra_nixarSaka
property_return	sampwwi_vivaraprI
property_tax	sampwwi_kara
property_tax_exemption	sampawwi_CUta
prophylactic_device	roga_niroXI_sAXana
proportional_allocation	samAnupAwI_InupAwika_viniXAna_avaNtana
proportional_rate	samAnupAwika_xara
proportional_representation	AnupAwika_prawiniXiwva_FaviXita
proposal_form	praswAva_pawra_aArma
propositional_calculus	praswAvAwmaka_gaNiwa
propositional_variable	samAnupAwika_cara
proprietary_concern	svAmya_prawiRTAna
proprietary_right	svAmiwva_aXikAra
proprietary_software	mAlikAnA_sAPtaveyara
proprietary_stake	svAmya_paNa_aAjI
propriety_audit_section	Ociwya_leKAparIkRA_anuBAga
propriety_cum_efficiency_audit	Ociwya_evaM_xakRawA_leKAparIkRA
prorata_share	yaWAnupAwa_hissA
pros_and_cons	Age_pICe/lABa_va_hAni
prosecuting_attorney	aBiyojana_muKwAra
prosecuting_inspector	sampwwi_nirIkRaka
prospective_effect	uwwravyApI_praBAva
prospects_of_recovery_are_bleak	vasUlI_kI_samBAvanA_kama_hE
prospectus_and_rights	vivaraNa_pawra_evaM_aXikAra_pawra
prosthetic_department	aiBayojana
prosthetic_device	kqwrima_sAXana
protected_key	saMrakRiwa_kuFjI
protected_tenant	saMrakRiwa_kirAyexAra_aASwakAra
protected_transaction	saMrakRiwa_lena_xena
protection_matrix	saMrakRaNa_AvyUha
protection_model	saMrakRaNa_moYdala
protection_money	saMrakRaNa_Xana
protection_ring	saMrakRaNa_valaya
protective_embankment	surakRAwmaka_watabanXa
protective_rate_of_interest	saMrakRI_byAja_xara
protector_of_emigrants	kqwrimAfga_viBAga
protest_payments	viroXAXIna_axAyagiyAM_MugawAna
protestant_denomination	prOtestenta_sampraxAya
protested_bills_account	prawyApa_anaprawivAxiwa_bila_leKA
proto_type	Axi_prarUpa
protocol_converter	protokoYla_parivarwaka
protocol_hierarchy	protokoYla_paxAnukrama
protocol_officer	nayAcAra_aXikArI
protocol_program	protokoYla_kramAxeSa
protocol_statement	protokoYla_kaWana
protocol_suite	protokoYla_sUta
protocol_translation	protokoYla_anuvAxa
prototype_production_and_training_centre	Axi_prArUpa_uwpAxana_waWA_praSikRaNa_keMxra
protracted_illness	lambI_bImArI
provident_fund	BaviRya_niXi_iirvAha_niXi
provident_fund_clerk	BaviRya_niXi_lipika
provident_fund_investment	BaviRya_niXi_niveSa
provident_fund_section	BaviRya_niXi_anuBAga
provident_investment	BaviRya_niXi_niveSa
provision_and_purchase_superitendent	rasaxa_Ora_KarIxa_aXIkRaka
provision_for_discount	batte_ke_lie_vyavasWA
provision_for_doubtful_debt	sanxigXa_qproM_ke_lie_vyavasWA
provision_of_act	aXiniyama_ke_upabanXa
provision_of_funds	niXi_vyavasWA
provision_of_production	uwpAxana_kI_vyavasWA
provision_store	kirAnA_BaNdAra
provisional_agenda	ananwima_kAryasUcI_IAryakrama
provisional_arrange	asWAyI_vyavasWA
provisional_assessment	ananwima_nirXAraNa
provisional_classification	ananwima_vargIkaraNa
provisional_estimat	ananwima_anumAna
provisional_figures	ananwima_Afkade
provisional_injunction	ananwima_vyAxeSa
provisional_inspection	ananwima-nirIkRaNa
provisional_list	ananwima-sUcI
provisional_order	ananwima_AxeSa
provisional_pay	ananwima_vewana
provisional_payments	ananwima_axAyagiyAM
provisional_pension	ananwima_peMSana
provisional_selection	ananwima_cayana
provisions_and_reserves	prAvaXAna_Ora_prArakRiwa_rASiyAM
provost_marshal	provo_mArSala
prowl_car	SikAra_pe_jAne_vAlI_kAra
proximate_cause	Asa_ana_kAraNa
prune_cake	AlU_buKArA_keka
prussic_acid	jaharIlA_paxArWa
pseudo_code	Caxama_kUta
pseudo_instruction	Caxama_anuxeSa
pseudo_language	Caxama_BARA
pseudo_opcode	Caxma_safkriyA_kUta
pseudo_operation	Caxma_pracAlana
pseudo_operation_table	Caxma_pracAlana_sAraNI
pseudo_operator	Caxma_pracAlaka
pseudo_random	Caxma_yAxqcCika
pseudo_random_number	Caxma_yAxqcCika_safKyA
pseudo_variable	Caxma_cara
pseudofile_address	Caxma_saFcikA_pawA
psychiatric_nurse	manaScikiwsA_paricArikA
psychiatric_social_worker	manaScikiwsA_samAja_sevaka
psychic_communication	mAnasika_sanxeSa
psychic_energy	mAnasika_Sakwi
psychical_communication	awi_BOwika_sanxeSa
psychological_feature	manovEjFAnika_lakRaNa
psychological_warfare	manovEjFAnika_cAleM
psychometric_test	manomiwi-parIkRaNa
psychosomatic_disorder	manoSArIrika_roga
public_account	sarakArI_leKA
public_accounts_committee	loka-sevA_samiwi
public_accounts_committee's_report	leKA_samiwi_riporta
public_accounts_department	loka_leKA_viBAga
public_address	sArvajanika_aiBaBARapra
public_address_system	jana_samboXana_sAXana
public_administration_institute	loka_praSAsana_saMsWAna
public_agent	loka_ejeMta_aiBakarwA
public_auction	sArvajanika_nIlAma
public_benefit	loka_hiwa
public_bill	sarakArI_viXeyaka
public_body	sArvajanika_nikAya
public_borrowing	sarakArI_qNaxAna
public_charity	loka_pUrwa
public_company	sarakArI_IArvajanika_kampanI
public_concern	sarakArI_uxyama
public_credit	sarakArI_sAKa
public_data_network	sArvajanika_AfkadA_netavarka
public_debt	loka_qNa
public_debt_office	lokaqNa_kAryAlaya
public_debt_offier	loka_qNa_aXikArI
public_demand	sArvajanika_mAfga
public_distribution_system	sArvajanika_viwaraNa_praprAlI
public_domain	sArvajanika_kRewra
public_duty	loka_dyUtI
public_enterprise	sArvajanika_uxyama
public_enterprises_bureau	loka_uxyama_byUro
public_enterprises_selection_board	loka_uxyama_cayana_borda
public_exchequer	rAjakoRa
public_expenditure_capital	pUFjIgawa_sarakArI_vyaya
public_expense	sArvajanika_vyaya
public_finance	loka_viwwa
public_finance_duty	sarakArI_Ioka_vwwi_Sulka
public_finance_mercantile_law	sarakArI_Ioka_vwwi_vAprijya_viXi
public_fund	loka_niXi
public_good	lokahiwa
public_health	loka_svAsWya
public_heath_department	loka_svAsWya_viBAga
public_holiday	sArvajanika_avakASa
public_house	SarAbaKAnA
public_interest	loka-hiwa
public_interest_litigation	lokahiwa_vAxa
public_loan	sarakArI_qNa
public_money	loka_Xana_aArvajanika_Xana
public_notice	sArvajanika_sUcanA
public_notification	sArvajanika_aXisUcanA
public_nudity	sArvajanika_nagnawA
public_nuisance	loka_kaNtaka
public_opinion	lokamawa
public_ownership	sArvajanika_svAmiwva
public_packet_network	sArvajanika_safkula_netavarka
public_property	loka_sampawwi
public_prosecutor	sarakArI_aBiyojaka
public_provident_fund	sArvajanika_BaviRya_niXi
public_reaction	sArvajanika_prawikriyA
public_relation	jana_samparka
public_relations	jana_samparka
public_relations_campaign	janasamparka_vijFApana_aBiyA
public_relations_effort	jana_samparka_prayAsa
public_relations_officer	jana-samparka_aXikArI
public_reputation	loka_KyAwi
public_revenue	sarakArI_rAjasva
public_safety	sArvajanika_surakRA
public_school	pablika_skUla
public_sector	pablika_sektara
public_sentiment	loka_aana_BAvanA
public_servant	loka_sevaka
public_service_commission	loka_sevA_Ayoga
public_service_message	jana_sevA_AxeSa
public_spirit	lokahiwaBAva
public_tariff	sarakArI_tEriPa_aulka_sUcI
public_utility	janopayogI
public_utility_concern	janopayogI_saMsWA
public_utility_service	janopayogI_IokopayogI_sevA
public_welfare	loka_aana_kalyANa
public_work_accounts	loka_nirmANa_kArya_leKA
public_work_advances	loka_nirmANa_kArya_peSagiyAM
public_work_deposits	loka_nirmANa_kArya_jamA
public_works	sArvajanika_nirmANa
public_works_department	loka_nirmANa_viBAga
public_works_employee	sArvajanika_kArya_karmacArI
public_works_expenditure	loka_nirmANa_kArya_vyaya
public_works_receipts	loka_nirmANa_kArya_prApwiyAM
public_works_remittance	loka_nirmANa_kArya_preRapra
publication_auction	sArvajanika_nIlAma
publication_language	prakASana_BARA
publication_officer	prakASana_aXikArI
publications_division	prakASana_praBAga
publicity_material	pracAra_sAmagrI
publicity_officer	pracAra_aXikArI
published_account	prakASiwa_lewaKA
published_accounts	prakASiwa_leKeM
published_data	prakASiwa_Afkade
published_statistics	prakASiwa_Afkade_eAfKyikI
publishing_company	prakASaka_kampanI
publishing_house	prakASana_saMsWA
publishing_society	prakASana_samiwi
pucca_delivery_order	pakkA_supurxagI_IiwaraNa_AxeSa
pudding_basin	pudiMga_pakAnevAlA_barwana
pudding_berry	pudiMga_berI
puff_ball	PaPUnxa
puff_batter	paPa_kA_Gola
puff_pastry	eka_prakAra_kA_piRtaka
puff_sleeve	PulI_huI_AswIna
puffed_rice	muramurA
pull_chain	KIMcane_vAlI_cena
pull_down_resister	aXeAkarRaNa_prawiroXaka
pull_in	BojanAlaya
pull_out	xUra_hata_jAnA
pull_up	kasarawa
pulled_back	pICe_KIMcA
pulmonary_artery	PupPusIya_XamanI
pulse_amplitude	spanxa_AyAma
pulse_amplitude_modulation	spanxa_AyAma_moYdyulana
pulse_code	spanxa_koda
pulse_duration	spanxa_avaXi
pulse_generation	spanxa_janana
pulse_generator	spanxa_janiwra
pulse_height	spanxa_wufgawA
pulse_rate	sampaxa_xara
pulse_regeneration	spanxa_punarjanana
pulse_repetition_frequency	spanxa_punarAvarwana_Avqwi
pulse_repetition_rate	spanxa_punarAvarwana_xara
pulse_shaping	spanxa_rUpaNa
pulse_strecher	spanxa_viswAraka
pulse_string	sampaxa_AyAma_rajju
pulse_train	spanxAvalI
pulse_triggered_flip_flop	sampaxa_pravarwiwa_xvimAniwra
pulse_width	spanxa_viswAra
pump_driver	pampa_cAlaka
pump_house	pampa_xara
pump_house_and_fuel_oil_operator	pampaxara_Ora_WanXana_wela_pracAlaka
pump_priming	sarakAra_kI_laggawa
pump_room_supervisor	pampa_kakRa_paryavekRaka
pump_set	pampa_seta
pumping_lemma	pampana_prameyikA
punch_and_judy_show	puwalioM_kA_praxarSana
punch_bowl	barawana_jisa_meM_paFca_pilAyA_jAwA_hE
punch_card	Cixra_pawraka
punch_column	Cixra_swamBa
punch_drunk	ulaJAyA_huA
punch_line	PalaSruwi
punch_operator	paFciwra_pracAlaka
punch_position	Cixra_sWiwi
punch_row	Cixra_pafkwi
punch_tape_code	Cixra_tepa_koda
punch_up	ladAI
punch_verifier	paFca_paricAlaka_FaAparetarata_aaFca_sawyApaka
punched_card	paFca_kiyA_huA_kArda
punched_card_reader	Cixriwa_kArda_pATaka
punched_paper_tape	Cixriwa_kAgaja_tepa
punched_portion	paFca_kiyA_huA_hissA_AAga
punched_tape	Cixriwa_tepa
punched_tape_code	Cixriwa_tepa_kUta
punched_tape_reader	Cixriwa_tepa_pATaka
punching_bag	mukkebAjI_ke_aByAsa_ke_lie_latakAyA_gayA_WElA
punching_ball	mukkebAjI_kI_geMxa
punching_position	CixraNa_sWiwi
punching_station	CixraNa_keMxra
punctual_attendance	samaya_para_AnA
punctuation_character	virAma_samprawIka
punctuation_symbol	virAma_prawIka_parisImaka
punitive_cost	xaprdAwmaka_Karca_ayaya
punitive_damages	xaprdAwmaka_harjAnA_ARawimUlya
punitive_justice	xaprda_nyAsa
punjabi_section	paFjAbI_anuBAga
pupil_teacher	CAwrAXyApaka
purchase_account	kraya_aarIxa_leKA
purchase_acquisition_of_stores	sAmAna_kI_KarIxa_Ora_arjana
purchase_agreement	KarIxa_rAjInAmA
purchase_book	KarIxa
purchase_cash	nakaxa_KarIxa
purchase_committee	kraya_samiwi
purchase_contract	kraya_anubanXa
purchase_control	kraya_niyanwraNa
purchase_journal	KarIxa_jarnala
purchase_money	KarIxa_rakama
purchase_of_land_rights	BUmi_aXikAroM_kI_KarIxa_aA_kraya
purchase_officer	kraya_aXikArI
purchaser_client	KarIxAra_arewA_grAhaka
purchaser_order	kraya_aarIxa_AxeSa
purchases_return	kraya_aarIxa_vivaraprI
purchasing_agent	KarIxa_prawiniXi
purchasing_function	kraya_kArya
purchasing_power	kraya_Sikwa
purchasing_power_of_money	muxrA_kI_kraya_Sikwa
purchasing_power_parity	kraya_Sikwa_samawA
pure_code	SuxXa_kUta
pure_economics	sExXAnwika_arWaSA_Awra
pure_machine_translation	SuxXa_yanwra_anuvAxa
purely_temporary	pUrNawaH_asWAyI
purgator_of_the_fallen	pawiwa_pAvanI
purple_apricot	jAmunI_KubAnI
purple_clover	bEMganI_wipawiyA
purple_emperor	samrAta_banAyA_jAnA
purplish_blue	bEganI_nIlA
purpose_of_journey	yAwrA_prayojana
purposive_selection	someSya_cayana
push_back	pICe_XakelanA
push_broom	Xakelane_vAlI_JAdU
push_button	xabAne_vAlA_batana
push_button_dialing	xAba_batana_dAyalana
push_down	aXosamBara
push_down_automata	aXosamBara_svacalaprarUpa
push_down_automation	aXosamBara_svacAlana
push_down_list	aXosamBara_sUcI
push_down_queue	aXosamBara_pafkwi
push_down_stack	aXosamBara_ciwi
pushdown_automata	nimnagamI_svacala_prarUpa
pushto_unit	paSwo_ekaka
put_a_figure_on	mUlya_AzkanA
put_differently	xUsare_SabxoM_meM
put_in_abeyance	prAsWagiwa_karanA
put_option	vikraya
put_right	cAlU_hAlawa_meM_lAnA
put_someone_to_flight	kisI_ko_BAgane_ko_majabUra_karanA
put_up	praswuwa_karanA
put_up_for_verification	sawyApana_ke_lie_praswuwa_kareM
pygmy_chimpanzee	bOnA_ciMpEMjI
pyramid_bugle	sUcI_swamBa_bigula
pyx_chest	wijorI_kI_petI
quad_density	cawuH_Ganawva
quadratic_equation	xviGAwI_samIkaraNa
quadrature_amplitude_modulation	samakoNika_AyAma_moYdyulana
quadruple_length_register	cawuRpaFjI
quadruple_register	cawuRpaFjI
quail_bush	muraJAne_vAlI_JAdI
qualification_share	arhawA_Seyara
qualification_shares	yogyawA_Seyara
qualified_acceptance	saSarwa_svIkqwi
qualified_candidate	yogya_ummIxavAra
qualified_certificate	saSarwa_pramANa_pawra
qualified_entrepreneur	yogyawAprApwa_uxyamakarwA_AxyamI
qualified_ownership	sImiwa_svAmiwva
qualified_report	sApekRa_riporta_arawivexana
qualified_support	saSarwa_samarWana
qualified_technician	yogyawAprApwa_wakanISiyana_aakanISana
qualified_title	saSarwa_aaprawibanXa_aXikAra_aaka
qualifying_adjective	upayukwa_viSeRaNa
qualifying_and_merit_test	arhawA_Ora_gupravawwA_parIkRA
qualifying_examination	arhaka_parIkRA
qualifying_expenditure	arhaka_vyaya
qualifying_factor	arhaka_kAraka
qualifying_level	arhaka_swara
qualifying_marks	arhaka_afka
qualifying_outpur	arhaka_uwpAxa
qualifying_service	arhaka-sevA
qualifying_test	arhaka_parIkRA
qualitative_analysis	guNAwmaka_viSleRaNa
qualitative_change	guNAwmaka_parivarwana
qualitative_methods_of_credit_control	sAKa_niyanwraNa_ke_viSiRta_upAya
qualitative_requirement	guNAwmaka_AvaSyakawA
qualitative_techniques	guprAwmaka_wakanIka
qualitative_test	guNAwmaka_jAFca
quality_assurance	guNawA_ASvAsana
quality_assurance_engineer	guprawA_ASvAsana_iMjIniyara
quality_assurance_establishment	guprawA_ASvAsana_sWApanA
quality_certificate	guNawA-pawra
quality_claims_on_exports	niryAwoM_para_kisma_aupravawwA_sambanXI_xAve
quality_control	guNawA_niyanwraNa
quality_control_officer	guprawA_niyanwraNa_aXikArI
quality_marketing_office	guprawA_afkana_aXikArI
quality_of_goods	mAla_kI_guNavawwA
quality_of_work	kArya_kI_koti
quality_product	baDi_iyA_mAla
quality_seeds	uwwma_bIja
quantitative_analysis	parimANa_sambanXI_viSleRaNa
quantitative_limits	parimAprAwmaka_sImAeM_MAwrAwmaka_sImAeM
quantity_accounts	parimANa_leKeM
quantity_index	parimANa_aAwrA_sUcakAfka
quantity_statement	parimANa_aAwrA_vivaraNa
quantity_theory_of_money	muxrA_parimANa_sixXAnwa
quantization_noise	kvANtamana_rava
quantizer_noise	kvAntamaka_rava
quantizing_error	kvAntamIkaraNa_wruti
quantum_clock	kvAntama_GadI
quantum_leap	Akasmika_unnawi
quantum_time	kvAntama_kAlAMSa
quarantine_leave	safgaroXa_CuttI
quarter_average_pay	cOWAWa_Osawa_vewana
quarter_centenary	cAra_sOMvI_jayanwI
quarter_deck	jahAja_ke_pICe_kA_UparI_KaNda
quarter_ended	ko_samApwa_wimAhI
quarter_ending_on	ko_samApwa_hone_vAlI_wimAhI
quarter_final	kvArtara_PAinala
quarter_light	kAra_ke_xaravAje_kI_eka_CotI_KidakI
quarter_master	kvArtara_mAstara
quarter_master_general	kvArtara_mAstara_janarala
quarter_sessions	hara_wIna_mahIne_para_sImiwa_samaya_ke_lie_laganevAlA_sWAnIya_nyAyAlaya
quarter_speed	cawurWASa_cAla
quarterly_national_income	wrEmAsika_rARtrIya_Aya
quarterly_report	wrEmAsika_riporta
quarterly_return	wrEmAsika_vivaraprI
quarterly_trade_accounts	wrEmAsika
quarternary_alloy_coins	cAra_XAwuoM_ke_miSraNa_se_bane_sikke
quartz_battery	sPatikIya_bEtarI
quasi_contract	arXa_anubanXa
quasi_permanency	sWAyIvawwA
quasi_permanent	sWAyIvawa
quaternary_rupee	cawurXAwuka_rupayA
queen_bee	rAnI_maXumakKI
queen_consort	rAjapawnI
queen_dowager	rAjA_kI_viXavA
queen_mother	rAjamAwA
queer_bird	viciwra_pakRI
queer_duck	viciwra_bawwaKa
query_language	pqcCA_BARA
questient_moore_machine	viBAga_mUre_maSIna
question_branch	praSna_SAKA
question_does_not_arise	praSna_nahIM_uTawA
question_hour	praSna_avaXi
question_mark	praSna_cihna
question_master	kvija_mAstara
question_of_law	viXi_kA_praSna
question_of_propriety	Ociwya_kA_praSna
question_time	praSnakAla
queue_circular_priority	pafkwi_varwula_prAWamikawA
queue_management	pafkwi_prabanXana
queue_recording	pafkwi_aBileKana
queued_access	sapafkwi_aBigama
queued_indexed_sequential_method	pafkwi_sUciwa_anukramika_viXi
quick_access_memory	xruwa_aBigama_smqwi
quick_algorithm	xruwa_elgoriWma
quick_asset	wawkAla_parisampwwi_Aswi
quick_bread	jalxI_banane_vAlI_rotI
quick_cadenced	SIGra_layayukwa
quick_disposal	wuranwa_BugawAna
quick_fix	SIGra_upAya
quick_results	wvariwa_aIxaz_pariprAma
quick_search	xruwa_KAoja
quick_transit_service	SIxa_a_sevA
quick_transport_service	SIxa_a
quick_yielding_project	SIxa_a_PalaxAyI_pariyojanA
quid_novo	kyA_samAcAra
quid_pro_quo	prawixAna_avajI
quilted_bedspread	gaxxexAra_palafgapoSa
quilting_bee	gaxxexAra_palafgapoSa_ko_banAne_vAlA_sahAyaka_mahilA_xala
quince_bush	vIhI_JAdI
quirk_bead	teDA_manakA
quiz_master	praSnakarwA
quo_jure	kisa_aXikAra_se
quo_warranto	aXikAra_pqcCA
quota_countries	kotA_xeSa
quota_licencing	kotA_lAiseMsa_xenA
quota_utilisation	kotA_upayoga
quotation_list	BAva_sUcI
quotation_marks	uxXaraNacihna
quotations_from	se_lie_gae_uxXaraNa
quote_certificate	kotA_pramANapawra
quoted_below	nIce_uxXqwa
quotient_moore_machine	BAgaPala_mUre_maSIna
quotient_remainder	BAgaPala_SeRa
rabbit_brush	KaragoSa_ko_sAPa_karane_kA_braSa
rabbit_burrow	KaragoSa_kA_Gara
rabbit_bush	KaragoSa_jEsI_JAdI
rabbit_ears	KaragoSa_kA_kAna
rabbit_warren	KaragoMSo_xvArA_KuxI_huI_jamIna
rabble_rouser	BIda_ko_BadakAne_vAlA_vyakwi
rabble_rousing	BadakAne_vAlI
raccoon_dog	rEkUna_kuwwA
race_car	resa_kAra
race_condition	XAva_prawibanXa
race_horse	GudaxOda_kA_GodA
racial_discrimination	prajAwi_Bexa
racing_boat	prawiyogiwA_kI_nAva
racing_car	resa_ke_lie_kAra
racket_club	rEkata_klaba
radar_beacon	redAra_safkewaka
radar_dome	rAdAra_gumbaxa
radar_echo	rAdAra_kI_prawiXvani
radial_engine	kiraNa_sambanXI_iMjana
radial_transfer	wrijya_sWAnAnwAraNa
radiant_energy	vikiraNakArI_Sakwi
radiation_sickness	vikiraNaSIla_kiraNoM_ke_praBAva_se_hone_vAlA_roga
radio_aerial	rediyo_eriyala
radio_and_cable_board	rediyo_Ora_kebila_borda
radio_announcer	rediyo_uxGoRaka
radio_antenna	rediyo_entinA
radio_beacon	rediyo_safkewaka
radio_beam	rediyo_warafga
radio_brightness	rediyo_kI_spaRtawA
radio_broad_cast	AkASavANI
radio_chassis	rediyo_kA_DAzcA
radio_common_carrier	rediyo_sAmAnya_vAhaka
radio_compass	rediyo_xiksUcaka
radio_emission	rediyo_uwsarjana
radio_mechanic	rediyo_miswrI
radio_operator	rediyo_pracAlaka
radio_relay_system	rediyo_rile_wanwra
radio_set	rediyo
radio_source	rediyo_swrowa
radio_station	rediyo_steSana
radio_station_officer	rediyo_steSana_aXikArI
radio_technician	rediyo_wakanISiyana
radio_therapist	vikiraNa_cikiwsaka
radioactive_dust	rediyo_ektiva_XUla
radioisotope_laboratory_technician	rediyo_Aisotopa_prayogaSAlA_wakanISiyana
radiology_department	vikiraNavijFAna_viBAga
radius_of_curvature	vakrawA_wrajyA
radix_exchange	mUlAfka_vinimaya
radix_numeration_system	mUlAfka_safKyAna_paxXawi
radix_point	mUlAfka_biMxu
rag_bag	ajIba_vaswuoM_kA_miSraNa
rag_doll	ciWadoM_se_BarI_gudiyA
rag_picker	kabAdIvAlA
rag_trade	purAne_kapadoM_kA_bAjAra
rag_week	canxA_ekawra_kara_ke_mOja_maswI_karanA
raider_tax	CApAmAra_kara
raider_team	CApAmAra_tIma
raiding_team	CApAmAra_xala
rail_bus_driver	rela_basa_drAivara
rail_employee	relve_karmacArI
rail_fracture	patarI_tUtanA
rail_mail_service	rela_dAka_sevA
rail_technology	rela-wakanIka
railroad_car	rela_kI_patarI_calane_vAlI_kAra
railroad_employee	relve_sadaka_karmacArI
railroad_engineer	relamArga_iMjIniyara
railway_administration	rela_praSAsana
railway_audit_section	rela_leKAparIkRA_anuBAga
railway_board	rela_borda
railway_budget	rela_bajata_aya_vyayaka
railway_car	relave_kI_kAra
railway_central	maXya_relave
railway_credit_note	rela_uXAra_pawra_aela_kredita_nota
railway_dak_sorter	rela_dAka_sArtara
railway_financial_commissioner	rela_vwwi_Ayukwa
railway_fund	rela_niXi
railway_hotel_manager	rela_hotala_mEnejara
railway_mail_service	rela-dAka-sevA
railway_material_credit_note	rela_sAmagrI_jamA_pawra
railway_pass	rela_pAsa
railway_production_unit	relave_uwpAxana_yUnita
railway_protection_force	rela_surakRA_bala
railway_receipt	relave_rasIxa
railway_recruitment_board	relave_BarwI_borda
railway_reservation	rela_ArakRaNa
railway_risk	rela_kA_xAyiwva_aela_kI_jimmexArI
railway_sectional_officer	rela_anuBAgIya_aXikArI
railway_service_commission	rela_sevA_Ayoga
railway_sports_control_board	relave_Kela_kUxa_niyanwraNa_borda
railway_station	relave_steSana/rela_sWAnaka
railway_traffic	rela_yAwAyAwa
railway_train	relagAdI
railway_warrant	rela_vAraNta_aela_aXipawra
rain_check	varRA_nirIkRaNa
rain_cloud	varRA_ke_bAxala
rain_water	varRA_kA_pAnI
raised_blankets	royeMxAra_kambala
raised_doughnut	Upara_uTA_huA_donata
raisin_bread	kiSamiSa_vAlI_rotI
raisin_character	kiSamiSa_kA_prakAra
raisin_cookie	kiSamiSa_kA_biskuta
raising_of_demand	mAfga_jArI_karanA
rajkumari_amritkaur_college_of_nursing	rAjakumArI_amqwakOra_narsiMga_koYleja
rajputana_rifles_regimental_centre	rAjapUwAnA_rAiPalsa_rejimeMtala_keMxra
rajya_sabha_secretariat	rAjyasaBA_sacivAlaya
ramjet_engine	rEmajeta_iMjana
rampant_arch	pracaliwa_meharAba
ranch_house	paSu_PArma
random_access	kampyUtigaM
random_access_device	yAxqcCika_aBigama_yukwi
random_access_sort	yAxqcCika_aBigama_CANta
